Dissolved_Oxygen,salinities,,,,,,,,,
8.2,0,,,,,,,,,
9.5,,,,,,,,,,
8,,,,,,,,,,
7.4,,,,,,,,,,
9,,,,,,,,,,
9.5,,,,,,,,,,
6.3,,,,,,,,,,
8.7,,,,,,,,,,
7,,,,,,,,,,
8.5,,,,,,,,,,
9,,,,,,,,,,
9,,,,,,,,,,
8,,,,,,,,,,
8.5,,,,,,,,,,
8,,,,,,,,,,
11,,,,,,,,,,
7,,,,,,,,,,
7.5,,,,,,,,,,
9,,,,,,,,,,
9,,,,,,,,,,
9.5,,,,,,,,,,
10.5,,,,,,,,,,
6.2,,,,,,,,,,
8,,,,,,,,,,
7.8,,,,,,,,,,
8.5,,,,,,,,,,
9,,,,,,,,,,
6,,,,,,,,,,
6,,,,,,,,,,
4.6,,,,,,,,,,
3,,,,,,,,,,
0.4,,,,,,,,,,
4,,,,,,,,,,
3,,,,,,,,,,
2.6,,,,,,,,,,
3.5,,,,,,,,,,
0.8,,,,,,,,,,
3,,,,,,,,,,
7.2,,,,,,,,,,
2.1,,,,,,,,,,
8,,,,,,,,,,
5.6,,,,,,,,,,
2.1,,,,,,,,,,
2.5,,,,,,,,,,
1,,,,,,,,,,
2.2,,,,,,,,,,
3.4,,,,,,,,,,
1,,,,,,,,,,
3,,,,,,,,,,
12.7,,,,,,,,,,
8,,,,,,,,,,
14.5,,,,,,,,,,
8,,,,,,,,,,
2.8,,,,,,,,,,
8,,,,,,,,,,
3.2,,,,,,,,,,
2.8,,,,,,,,,,
1.9,,,,,,,,,,
0.7,,,,,,,,,,
15,,,,,,,,,,
3,,,,,,,,,,
6.6,,,,,,,,,,
2.7,,,,,,,,,,
7.5,,,,,,,,,,
4.3,,,,,,,,,,
9,,,,,,,,,,
9,,,,,,,,,,
10,,,,,,,,,,
9,,,,,,,,,,
10,,,,,,,,,,
9.5,,,,,,,,,,
8,,,,,,,,,,
9,,,,,,,,,,
8,,,,,,,,,,
8.5,,,,,,,,,,
9,,,,,,,,,,
9,,,,,,,,,,
8.5,,,,,,,,,,
8,,,,,,,,,,
12,,,,,,,,,,
9,,,,,,,,,,
9,,,,,,,,,,
4.4,,,,,,,,,,
9,,,,,,,,,,
7.6,,,,,,,,,,
1.2,,,,,,,,,,
2.2,,,,,,,,,,
3.3,,,,,,,,,,
4,,,,,,,,,,
3.7,,,,,,,,,,
5.8,,,,,,,,,,
5,,,,,,,,,,
5.5,,,,,,,,,,
4.7,,,,,,,,,,
9.3,,,,,,,,,,
4.7,,,,,,,,,,
6,,,,,,,,,,
9.2,,,,,,,,,,
3.5,,,,,,,,,,
8.2,,,,,,,,,,
15,,,,,,,,,,
9.5,,,,,,,,,,
7.3,,,,,,,,,,
13.2,,,,,,,,,,
8.4,,,,,,,,,,
7.9,,,,,,,,,,
8,,,,,,,,,,
7.5,,,,,,,,,,
11.2,,,,,,,,,,
7.9,,,,,,,,,,
9.6,,,,,,,,,,
10.3,,,,,,,,,,
8.2,,,,,,,,,,
15,,,,,,,,,,
6,,,,,,,,,,
8.2,,,,,,,,,,
8,,,,,,,,,,
13.5,,,,,,,,,,
6.8,,,,,,,,,,
8.4,,,,,,,,,,
7.4,,,,,,,,,,
7.5,,,,,,,,,,
6.5,,,,,,,,,,
9,,,,,,,,,,
7.7,,,,,,,,,,
9.5,,,,,,,,,,
5.5,,,,,,,,,,
9,,,,,,,,,,
8.6,,,,,,,,,,
9.8,,,,,,,,,,
4,,,,,,,,,,
7.5,,,,,,,,,,
8.5,,,,,,,,,,
9,,,,,,,,,,
8.4,,,,,,,,,,
8.1,,,,,,,,,,
8.6,,,,,,,,,,
10,,,,,,,,,,
7.3,,,,,,,,,,
15,,,,,,,,,,
9.6,,,,,,,,,,
9.4,,,,,,,,,,
6,,,,,,,,,,
8.7,,,,,,,,,,
9.6,,,,,,,,,,
8.1,,,,,,,,,,
16,,,,,,,,,,
5.5,,,,,,,,,,
8.5,,,,,,,,,,
9.5,,,,,,,,,,
7,,,,,,,,,,
10,,,,,,,,,,
8,,,,,,,,,,
10,,,,,,,,,,
15,,,,,,,,,,
8,,,,,,,,,,
5,,,,,,,,,,
10,,,,,,,,,,
8,,,,,,,,,,
15,,,,,,,,,,
6,,,,,,,,,,
10,,,,,,,,,,
10,,,,,,,,,,
8,,,,,,,,,,
8,,,,,,,,,,
4,,,,,,,,,,
10,,,,,,,,,,
10,,,,,,,,,,
15,,,,,,,,,,
10,,,,,,,,,,
8,,,,,,,,,,
5,,,,,,,,,,
10,,,,,,,,,,
10,,,,,,,,,,
7,,,,,,,,,,
2.7,,,,,,,,,,
6.9,,,,,,,,,,
5.5,,,,,,,,,,
10,,,,,,,,,,
8.2,,,,,,,,,,
7.7,,,,,,,,,,
8,,,,,,,,,,
8.4,,,,,,,,,,
8,,,,,,,,,,
10.5,,,,,,,,,,
7.5,,,,,,,,,,
7.6,,,,,,,,,,
7.5,,,,,,,,,,
10.5,,,,,,,,,,
9,,,,,,,,,,
8,,,,,,,,,,
7,,,,,,,,,,
6,,,,,,,,,,
6,,,,,,,,,,
7.4,,,,,,,,,,
9.5,,,,,,,,,,
9,,,,,,,,,,
9.5,,,,,,,,,,
7.6,,,,,,,,,,
7.5,,,,,,,,,,
11,,,,,,,,,,
9,,,,,,,,,,
7.5,,,,,,,,,,
8.1,,,,,,,,,,
10,,,,,,,,,,
11.5,1.3,,,,,,,,,
9.2,3.8,,,,,,,,,
6.5,0.6,,,,,,,,,
6.5,0.3,,,,,,,,,
10.2,0,,,,,,,,,
7.5,0,,,,,,,,,
6.3,1,,,,,,,,,
8.8,0.3,,,,,,,,,
9.5,0,,,,,,,,,
7.8,1.1,,,,,,,,,
6,0,,,,,,,,,
8.8,0,,,,,,,,,
10.5,0.3,,,,,,,,,
8.5,,,,,,,,,,
6.5,,,,,,,,,,
9.1,,,,,,,,,,
9.5,0.6,,,,,,,,,
9,0.3,,,,,,,,,
12.5,1.6,,,,,,,,,
6.3,0.3,,,,,,,,,
8,14,,,,,,,,,
7.7,0.3,,,,,,,,,
5,2.5,,,,,,,,,
6.5,2.5,,,,,,,,,
9.2,1.4,,,,,,,,,
2.6,1.4,,,,,,,,,
8.1,0,,,,,,,,,
0,10.5,,,,,,,,,
8,2.5,,,,,,,,,
6.5,2.9,,,,,,,,,
4.5,2.5,,,,,,,,,
4.5,2.9,,,,,,,,,
8.1,10.5,,,,,,,,,
0,0,,,,,,,,,
7.5,2.1,,,,,,,,,
4.5,1.9,,,,,,,,,
7,2.7,,,,,,,,,
8.2,0,,,,,,,,,
5.2,1.9,,,,,,,,,
4.9,3.4,,,,,,,,,
10,2.5,,,,,,,,,
8,2.5,,,,,,,,,
0.7,1.9,,,,,,,,,
5.9,1.9,,,,,,,,,
0,,,,,,,,,,
1,,,,,,,,,,
0,,,,,,,,,,
7,,,,,,,,,,
9.2,35.9,,,,,,,,,
3.3,35.9,,,,,,,,,
7.5,36.5,,,,,,,,,
2.5,36.5,,,,,,,,,
0,35.8,,,,,,,,,
0,36.5,,,,,,,,,
1,34.5,,,,,,,,,
9,35.2,,,,,,,,,
8.5,36.5,,,,,,,,,
8.2,36.5,,,,,,,,,
0,36.3,,,,,,,,,
7.9,36.7,,,,,,,,,
8.2,36.3,,,,,,,,,
2,34.8,,,,,,,,,
0,36.5,,,,,,,,,
9,35.6,,,,,,,,,
10.3,36.3,,,,,,,,,
1.6,36.5,,,,,,,,,
9.7,34.8,,,,,,,,,
8.2,34.8,,,,,,,,,
7.9,35.2,,,,,,,,,
6.7,34.8,,,,,,,,,
8.5,34.8,,,,,,,,,
2.6,34.8,,,,,,,,,
8,36.3,,,,,,,,,
5.3,35.2,,,,,,,,,
5.9,34.8,,,,,,,,,
5.7,34.8,,,,,,,,,
13.6,36.3,,,,,,,,,
11.1,34.8,,,,,,,,,
8.8,34.8,,,,,,,,,
9.7,36.3,,,,,,,,,
11,2.5,,,,,,,,,
10.7,2.7,,,,,,,,,
10.1,,,,,,,,,,
10.4,,,,,,,,,,
11.8,,,,,,,,,,
7.5,,,,,,,,,,
9,,,,,,,,,,
6.1,,,,,,,,,,
10.1,,,,,,,,,,
12,,,,,,,,,,
9.2,,,,,,,,,,
6.5,,,,,,,,,,
10.8,,,,,,,,,,
9.6,,,,,,,,,,
8.1,,,,,,,,,,
10.1,,,,,,,,,,
10.5,,,,,,,,,,
11.6,,,,,,,,,,
9.4,,,,,,,,,,
9.7,,,,,,,,,,
8.9,,,,,,,,,,
10.7,,,,,,,,,,
9.4,,,,,,,,,,
9.9,,,,,,,,,,
9,,,,,,,,,,
11.3,,,,,,,,,,
10.5,,,,,,,,,,
6.6,,,,,,,,,,
5.6,,,,,,,,,,
11,,,,,,,,,,
9.1,,,,,,,,,,
10.8,,,,,,,,,,
9.2,,,,,,,,,,
9.3,,,,,,,,,,
6.7,,,,,,,,,,
8.5,,,,,,,,,,
6.3,,,,,,,,,,
11,,,,,,,,,,
10.2,,,,,,,,,,
10,,,,,,,,,,
9.9,,,,,,,,,,
5.8,,,,,,,,,,
9.4,,,,,,,,,,
8,,,,,,,,,,
10,,,,,,,,,,
9.8,,,,,,,,,,
13,,,,,,,,,,
10,,,,,,,,,,
6,,,,,,,,,,
9,,,,,,,,,,
12,,,,,,,,,,
8.9,,,,,,,,,,
8.6,,,,,,,,,,
9,,,,,,,,,,
5,,,,,,,,,,
9.6,,,,,,,,,,
12.5,,,,,,,,,,
5.8,,,,,,,,,,
8,,,,,,,,,,
11,,,,,,,,,,
8.8,,,,,,,,,,
7.8,,,,,,,,,,
9,,,,,,,,,,
10,,,,,,,,,,
8.2,,,,,,,,,,
4.9,,,,,,,,,,
6.5,,,,,,,,,,
5,,,,,,,,,,
10,,,,,,,,,,
7.5,,,,,,,,,,
9.3,,,,,,,,,,
9.5,,,,,,,,,,
10,,,,,,,,,,
9.2,,,,,,,,,,
9,,,,,,,,,,
5.9,,,,,,,,,,
11,,,,,,,,,,
7.8,,,,,,,,,,
7.3,,,,,,,,,,
1.9,,,,,,,,,,
0,,,,,,,,,,
7.1,,,,,,,,,,
8.5,,,,,,,,,,
9,,,,,,,,,,
12,,,,,,,,,,
9.2,,,,,,,,,,
8.8,,,,,,,,,,
10,,,,,,,,,,
10,,,,,,,,,,
9.6,,,,,,,,,,
6,,,,,,,,,,
6.8,,,,,,,,,,
9.4,,,,,,,,,,
11,,,,,,,,,,
5,,,,,,,,,,
4.8,,,,,,,,,,
5,,,,,,,,,,
8,,,,,,,,,,
7,,,,,,,,,,
9,,,,,,,,,,
8.9,,,,,,,,,,
9,,,,,,,,,,
8,,,,,,,,,,
2,,,,,,,,,,
11,,,,,,,,,,
8,,,,,,,,,,
7.3,,,,,,,,,,
5,,,,,,,,,,
6.5,,,,,,,,,,
9,,,,,,,,,,
6.5,,,,,,,,,,
6,,,,,,,,,,
8.5,,,,,,,,,,
3.1,,,,,,,,,,
7.4,,,,,,,,,,
7,,,,,,,,,,
8.1,,,,,,,,,,
5,,,,,,,,,,
9,,,,,,,,,,
4,,,,,,,,,,
7,,,,,,,,,,
5,,,,,,,,,,
9.5,,,,,,,,,,
10,,,,,,,,,,
11,,,,,,,,,,
6,,,,,,,,,,
7,,,,,,,,,,
7,,,,,,,,,,
13,,,,,,,,,,
7,,,,,,,,,,
7.5,,,,,,,,,,
6,,,,,,,,,,
6.5,,,,,,,,,,
3.5,,,,,,,,,,
5,,,,,,,,,,
10,,,,,,,,,,
8,,,,,,,,,,
9,,,,,,,,,,
7,,,,,,,,,,
8.5,,,,,,,,,,
14,,,,,,,,,,
10,,,,,,,,,,
8,,,,,,,,,,
10,,,,,,,,,,
7,,,,,,,,,,
10,,,,,,,,,,
10,,,,,,,,,,
12,,,,,,,,,,
8.6,,,,,,,,,,
13.2,,,,,,,,,,
7.5,,,,,,,,,,
9,,,,,,,,,,
8,,,,,,,,,,
5.7,,,,,,,,,,
6.7,,,,,,,,,,
15,,,,,,,,,,
7,,,,,,,,,,
12,,,,,,,,,,
11,,,,,,,,,,
7,,,,,,,,,,
2,,,,,,,,,,
3,,,,,,,,,,
10,,,,,,,,,,
7,,,,,,,,,,
9,,,,,,,,,,
12,,,,,,,,,,
9.7,,,,,,,,,,
10,,,,,,,,,,
9,,,,,,,,,,
11.7,,,,,,,,,,
9,,,,,,,,,,
6.5,,,,,,,,,,
8,,,,,,,,,,
12,,,,,,,,,,
8,,,,,,,,,,
7,,,,,,,,,,
7,,,,,,,,,,
12,,,,,,,,,,
8,,,,,,,,,,
12,,,,,,,,,,
7,,,,,,,,,,
8.3,,,,,,,,,,
9,,,,,,,,,,
18,,,,,,,,,,
8,,,,,,,,,,
3,,,,,,,,,,
8,,,,,,,,,,
8,,,,,,,,,,
7,,,,,,,,,,
10,,,,,,,,,,
8,,,,,,,,,,
10,,,,,,,,,,
8,,,,,,,,,,
6.8,,,,,,,,,,
10,,,,,,,,,,
10,,,,,,,,,,
10,35,,,,,,,,,
10,35.2,,,,,,,,,
5.9,34.5,,,,,,,,,
9,35.1,,,,,,,,,
11,36,,,,,,,,,
7.9,35.1,,,,,,,,,
9,35.5,,,,,,,,,
9,8,,,,,,,,,
6.5,8,,,,,,,,,
10.4,8.4,,,,,,,,,
9.1,13.5,,,,,,,,,
3.4,30.3,,,,,,,,,
1.6,21,,,,,,,,,
4.2,23.6,,,,,,,,,
1.2,12.6,,,,,,,,,
5.9,34.2,,,,,,,,,
4.1,36.3,,,,,,,,,
9.3,35.2,,,,,,,,,
8.6,1.3,,,,,,,,,
3.5,32.4,,,,,,,,,
8.4,23.8,,,,,,,,,
3.6,22.9,,,,,,,,,
5,16.9,,,,,,,,,
2.3,21.6,,,,,,,,,
8.5,0,,,,,,,,,
3.4,,,,,,,,,,
7.8,,,,,,,,,,
9.5,,,,,,,,,,
7.5,,,,,,,,,,
10.5,,,,,,,,,,
10.2,,,,,,,,,,
10.4,1.3,,,,,,,,,
9.9,20,,,,,,,,,
10.4,,,,,,,,,,
8.5,,,,,,,,,,
10.2,,,,,,,,,,
10.5,,,,,,,,,,
5.8,,,,,,,,,,
10.1,,,,,,,,,,
10.7,,,,,,,,,,
7.6,,,,,,,,,,
13.2,,,,,,,,,,
8.9,11.1,,,,,,,,,
5.1,0,,,,,,,,,
10,0,,,,,,,,,
9.4,0,,,,,,,,,
10.3,0,,,,,,,,,
10.9,0,,,,,,,,,
7,3.4,,,,,,,,,
7.7,3.8,,,,,,,,,
10.1,6.2,,,,,,,,,
6.2,31.7,,,,,,,,,
10.7,40,,,,,,,,,
8.2,,,,,,,,,,
9.4,,,,,,,,,,
13.2,,,,,,,,,,
9.4,,,,,,,,,,
9,,,,,,,,,,
8.5,1.7,,,,,,,,,
7.8,1.9,,,,,,,,,
9.8,1.9,,,,,,,,,
9,,,,,,,,,,
9.4,,,,,,,,,,
10,,,,,,,,,,
10.8,,,,,,,,,,
8.8,,,,,,,,,,
5.5,,,,,,,,,,
11.2,,,,,,,,,,
11,,,,,,,,,,
10,0,,,,,,,,,
8,0,,,,,,,,,
9.9,1.3,,,,,,,,,
9.7,0.8,,,,,,,,,
7,,,,,,,,,,
9.2,,,,,,,,,,
14,36.8,,,,,,,,,
9,36.8,,,,,,,,,
8,36.8,,,,,,,,,
9,36.4,,,,,,,,,
11,42,,,,,,,,,
10,39.7,,,,,,,,,
9.2,40.2,,,,,,,,,
11.3,40.2,,,,,,,,,
9,40.2,,,,,,,,,
7.6,39.4,,,,,,,,,
8.3,39.4,,,,,,,,,
0.5,39.4,,,,,,,,,
8.8,39.4,,,,,,,,,
9.3,33.7,,,,,,,,,
8.8,33.7,,,,,,,,,
7.5,33.7,,,,,,,,,
5.7,33.4,,,,,,,,,
9.5,32.8,,,,,,,,,
6.9,38.6,,,,,,,,,
8.8,38.6,,,,,,,,,
8.8,38.6,,,,,,,,,
7.8,38.6,,,,,,,,,
7.2,38.6,,,,,,,,,
8.6,38.6,,,,,,,,,
8.8,40.2,,,,,,,,,
7,40.2,,,,,,,,,
8.7,40.2,,,,,,,,,
8.3,38.9,,,,,,,,,
9.9,35.8,,,,,,,,,
8.3,35.8,,,,,,,,,
8.8,35.8,,,,,,,,,
8.8,36,,,,,,,,,
5,36,,,,,,,,,
6.9,37.2,,,,,,,,,
8.8,37.2,,,,,,,,,
9.1,36.8,,,,,,,,,
7.3,37.2,,,,,,,,,
7.9,37.2,,,,,,,,,
7.8,37.2,,,,,,,,,
7.6,30.5,,,,,,,,,
6.8,37.2,,,,,,,,,
11.9,36.8,,,,,,,,,
7.3,33.8,,,,,,,,,
6.2,37.2,,,,,,,,,
7.6,37.2,,,,,,,,,
7.4,32.5,,,,,,,,,
5.6,32.5,,,,,,,,,
5.3,32.5,,,,,,,,,
9.8,32.5,,,,,,,,,
7.3,35.1,,,,,,,,,
3.7,35.1,,,,,,,,,
7.6,32.5,,,,,,,,,
8.3,35.1,,,,,,,,,
4.5,34.5,,,,,,,,,
8.6,33.9,,,,,,,,,
7.2,33.9,,,,,,,,,
8,33.9,,,,,,,,,
7.5,33.4,,,,,,,,,
4.5,33.4,,,,,,,,,
8.6,33.2,,,,,,,,,
11,33.2,,,,,,,,,
14,36,,,,,,,,,
7,36,,,,,,,,,
9,36.3,,,,,,,,,
9.4,39.9,,,,,,,,,
6,36.8,,,,,,,,,
8,37.2,,,,,,,,,
9.2,37.2,,,,,,,,,
8,37.2,,,,,,,,,
11.5,32.5,,,,,,,,,
8,32.5,,,,,,,,,
6,32.5,,,,,,,,,
8,32.5,,,,,,,,,
7.2,35.1,,,,,,,,,
6.5,35.1,,,,,,,,,
8,35.1,,,,,,,,,
5.5,35.1,,,,,,,,,
9,34.7,,,,,,,,,
3.5,34.7,,,,,,,,,
6,34.7,,,,,,,,,
12,34.7,,,,,,,,,
9,39.9,,,,,,,,,
0.6,39.9,,,,,,,,,
8.5,39.9,,,,,,,,,
7.5,39.9,,,,,,,,,
9.5,39.9,,,,,,,,,
9.1,37.6,,,,,,,,,
6,37.6,,,,,,,,,
6,37.6,,,,,,,,,
6,37.6,,,,,,,,,
6,34.5,,,,,,,,,
5.2,34.5,,,,,,,,,
6.5,34.5,,,,,,,,,
11,34.7,,,,,,,,,
7.2,35.1,,,,,,,,,
6.8,35.1,,,,,,,,,
6.9,35.1,,,,,,,,,
6.8,36.8,,,,,,,,,
8.4,37.2,,,,,,,,,
8.4,37.6,,,,,,,,,
8.4,37.6,,,,,,,,,
9.9,37.6,,,,,,,,,
10,37.6,,,,,,,,,
10.6,37.6,,,,,,,,,
10.8,37.6,,,,,,,,,
10.4,38.5,,,,,,,,,
8.2,38.5,,,,,,,,,
8.4,38.5,,,,,,,,,
11,38.5,,,,,,,,,
8.4,36,,,,,,,,,
10,32.5,,,,,,,,,
10,32.5,,,,,,,,,
11.3,32.5,,,,,,,,,
10.1,32.5,,,,,,,,,
10.2,35.1,,,,,,,,,
10.2,37.6,,,,,,,,,
9.2,37.6,,,,,,,,,
10.6,37.6,,,,,,,,,
11.1,37.6,,,,,,,,,
10,39.9,,,,,,,,,
10.1,39.9,,,,,,,,,
9.9,39.9,,,,,,,,,
10.2,39.9,,,,,,,,,
10,39.9,,,,,,,,,
10.5,39.9,,,,,,,,,
9.3,37.6,,,,,,,,,
9.6,37.6,,,,,,,,,
10.2,37.6,,,,,,,,,
11.2,34.5,,,,,,,,,
11.7,34.5,,,,,,,,,
11.2,34.5,,,,,,,,,
11.2,34.7,,,,,,,,,
10,35.1,,,,,,,,,
11.4,35.1,,,,,,,,,
9.1,35.1,,,,,,,,,
9,36.8,,,,,,,,,
11.6,37.2,,,,,,,,,
10.3,37.6,,,,,,,,,
10.5,37.6,,,,,,,,,
11.7,37.6,,,,,,,,,
10,37.6,,,,,,,,,
9,37.6,,,,,,,,,
11,37.6,,,,,,,,,
10.8,37.6,,,,,,,,,
10.2,38.5,,,,,,,,,
10.4,38.5,,,,,,,,,
8.9,38.5,,,,,,,,,
10.2,36,,,,,,,,,
8,36,,,,,,,,,
10.1,35.1,,,,,,,,,
10.7,35.1,,,,,,,,,
8,35.1,,,,,,,,,
11,35.1,,,,,,,,,
8,35.1,,,,,,,,,
9,37.6,,,,,,,,,
6,37.6,,,,,,,,,
6.5,37.6,,,,,,,,,
6.9,37.6,,,,,,,,,
5.5,,,,,,,,,,
7,37.6,,,,,,,,,
5.5,37.6,,,,,,,,,
8,37.6,,,,,,,,,
3.6,37.6,,,,,,,,,
6.9,37.6,,,,,,,,,
7.8,37.6,,,,,,,,,
6,37.6,,,,,,,,,
6,37.6,,,,,,,,,
7.5,38.9,,,,,,,,,
4.4,38.9,,,,,,,,,
7.4,37.6,,,,,,,,,
5,37.6,,,,,,,,,
7.5,37.6,,,,,,,,,
7.2,36.6,,,,,,,,,
9,36.6,,,,,,,,,
4.5,36.6,,,,,,,,,
4.6,36.6,,,,,,,,,
5,37.6,,,,,,,,,
7.4,37.3,,,,,,,,,
6.5,35.1,,,,,,,,,
6.9,37.1,,,,,,,,,
10,36.4,,,,,,,,,
5.2,36.4,,,,,,,,,
5,36.4,,,,,,,,,
5,36.5,,,,,,,,,
7.8,36.5,,,,,,,,,
5.8,36.5,,,,,,,,,
5,36.5,,,,,,,,,
5.8,36.5,,,,,,,,,
8,36.5,,,,,,,,,
4.7,36.5,,,,,,,,,
6,36.5,,,,,,,,,
6.2,36.4,,,,,,,,,
6,36.4,,,,,,,,,
5,36.4,,,,,,,,,
5,36,,,,,,,,,
5,38.6,,,,,,,,,
5.2,37.1,,,,,,,,,
6,37.1,,,,,,,,,
7,37.1,,,,,,,,,
8,35.4,,,,,,,,,
7.3,37.9,,,,,,,,,
8.2,37.9,,,,,,,,,
9.1,37.6,,,,,,,,,
9.6,37.6,,,,,,,,,
8.4,37.6,,,,,,,,,
8.2,37.6,,,,,,,,,
9.9,37.6,,,,,,,,,
9.7,42,,,,,,,,,
7.8,40.2,,,,,,,,,
7.1,40.2,,,,,,,,,
8.6,39.9,,,,,,,,,
6.9,39.9,,,,,,,,,
8.4,39.9,,,,,,,,,
8.5,35,,,,,,,,,
7.5,35,,,,,,,,,
8.4,37.6,,,,,,,,,
8.2,33.7,,,,,,,,,
7.5,39.4,,,,,,,,,
8.2,33.4,,,,,,,,,
9.1,33.4,,,,,,,,,
8,38.6,,,,,,,,,
8.9,38.6,,,,,,,,,
8.5,38.6,,,,,,,,,
8.5,38.6,,,,,,,,,
8.6,38.6,,,,,,,,,
7.9,38.6,,,,,,,,,
7.9,40.2,,,,,,,,,
9.8,40.2,,,,,,,,,
9.1,40.2,,,,,,,,,
8.9,34.5,,,,,,,,,
7.6,34.5,,,,,,,,,
9.8,38.9,,,,,,,,,
7.9,36,,,,,,,,,
9.5,36,,,,,,,,,
8.3,36.4,,,,,,,,,
8.1,37.2,,,,,,,,,
9.5,37.2,,,,,,,,,
5.5,36.8,,,,,,,,,
4.8,37.2,,,,,,,,,
4.6,30.5,,,,,,,,,
2.2,34.5,,,,,,,,,
11.3,30.5,,,,,,,,,
10.7,30.5,,,,,,,,,
6.1,36.8,,,,,,,,,
3.5,29.8,,,,,,,,,
8.1,29.8,,,,,,,,,
12.7,29.8,,,,,,,,,
12.3,35.8,,,,,,,,,
2.9,35.8,,,,,,,,,
11.6,35.4,,,,,,,,,
7.4,35.4,,,,,,,,,
8.6,35.1,,,,,,,,,
0.5,35.1,,,,,,,,,
10.3,35.1,,,,,,,,,
13.4,35.1,,,,,,,,,
3.5,34.5,,,,,,,,,
12.8,33.9,,,,,,,,,
3,33.9,,,,,,,,,
3,,,,,,,,,,
2.4,33.4,,,,,,,,,
6,33.2,,,,,,,,,
2.1,33.2,,,,,,,,,
11.9,36,,,,,,,,,
8,36,,,,,,,,,
6.7,36.3,,,,,,,,,
5.6,39.9,,,,,,,,,
2,36.8,,,,,,,,,
12.2,36.8,,,,,,,,,
6.3,29.8,,,,,,,,,
5,29.8,,,,,,,,,
5.6,29.8,,,,,,,,,
8,29.8,,,,,,,,,
3.5,35.4,,,,,,,,,
7.8,32.5,,,,,,,,,
8,35.1,,,,,,,,,
7.7,35.1,,,,,,,,,
6,35.1,,,,,,,,,
8,34.7,,,,,,,,,
6.9,34.7,,,,,,,,,
6.9,34.7,,,,,,,,,
8,34.7,,,,,,,,,
6.7,34.7,,,,,,,,,
5,39.9,,,,,,,,,
6.2,39.9,,,,,,,,,
9,39.9,,,,,,,,,
7.2,39.9,,,,,,,,,
8.5,39.9,,,,,,,,,
9.2,39.9,,,,,,,,,
8.9,37.6,,,,,,,,,
9,34.5,,,,,,,,,
9,34.7,,,,,,,,,
6,35.1,,,,,,,,,
8.6,37.2,,,,,,,,,
8.8,36.8,,,,,,,,,
7.4,38.5,,,,,,,,,
8.8,36,,,,,,,,,
6.7,36,,,,,,,,,
4.3,37.6,,,,,,,,,
8.1,39.9,,,,,,,,,
8.5,39.9,,,,,,,,,
7.8,39.9,,,,,,,,,
6.7,39.9,,,,,,,,,
9.3,39.9,,,,,,,,,
6,37.6,,,,,,,,,
7.9,37.6,,,,,,,,,
9.9,37.6,,,,,,,,,
8.2,34.5,,,,,,,,,
3.8,34.5,,,,,,,,,
4.3,34.5,,,,,,,,,
8.7,34.7,,,,,,,,,
5,35.1,,,,,,,,,
10,35.1,,,,,,,,,
3.3,35.1,,,,,,,,,
5.2,36.8,,,,,,,,,
8.3,37.2,,,,,,,,,
6.6,37.6,,,,,,,,,
9.1,37.6,,,,,,,,,
8.1,37.6,,,,,,,,,
8,37.6,,,,,,,,,
6.8,37.6,,,,,,,,,
9.4,,,,,,,,,,
8.8,37.6,,,,,,,,,
8.6,37.6,,,,,,,,,
8.4,37.6,,,,,,,,,
7.7,38.5,,,,,,,,,
9.5,38.5,,,,,,,,,
8.6,38.5,,,,,,,,,
9,36,,,,,,,,,
10.1,35.1,,,,,,,,,
8.6,35.1,,,,,,,,,
9,35.1,,,,,,,,,
8.5,35.1,,,,,,,,,
6.7,37.6,,,,,,,,,
8.8,37.6,,,,,,,,,
0.8,37.6,,,,,,,,,
1.7,37.6,,,,,,,,,
2.8,38.9,,,,,,,,,
2.9,37.6,,,,,,,,,
2.5,37.6,,,,,,,,,
2.4,37.6,,,,,,,,,
1.8,37.6,,,,,,,,,
4.1,37.6,,,,,,,,,
2.4,37.6,,,,,,,,,
3.9,37.6,,,,,,,,,
2.1,37.6,,,,,,,,,
3.6,38.9,,,,,,,,,
2.7,38.9,,,,,,,,,
4.2,36.3,,,,,,,,,
2.4,37.9,,,,,,,,,
2.9,34.5,,,,,,,,,
2.9,34.5,,,,,,,,,
1.7,37.6,,,,,,,,,
2.6,37.1,,,,,,,,,
2.8,36,,,,,,,,,
2.1,36,,,,,,,,,
11.3,36.4,,,,,,,,,
9,37.7,,,,,,,,,
10.4,36.5,,,,,,,,,
6,36.5,,,,,,,,,
6.4,38,,,,,,,,,
7,36.5,,,,,,,,,
4,36.5,,,,,,,,,
10,36.5,,,,,,,,,
10,36.5,,,,,,,,,
8.4,36.4,,,,,,,,,
13,36.4,,,,,,,,,
11,37.7,,,,,,,,,
9.4,37.7,,,,,,,,,
5.9,37.1,,,,,,,,,
11,37.1,,,,,,,,,
13.2,37.1,,,,,,,,,
10,37.1,,,,,,,,,
10,38.3,,,,,,,,,
10,37.9,,,,,,,,,
10,37.6,,,,,,,,,
6,37.6,,,,,,,,,
5,36.9,,,,,,,,,
3,37.9,,,,,,,,,
8,37.6,,,,,,,,,
10,39.7,,,,,,,,,
10,39.7,,,,,,,,,
0,39.7,,,,,,,,,
0,40.2,,,,,,,,,
10,40.2,,,,,,,,,
10,40.2,,,,,,,,,
10,40.2,,,,,,,,,
3,33.7,,,,,,,,,
10,33.7,,,,,,,,,
10,33.7,,,,,,,,,
6,39.7,,,,,,,,,
10,35,,,,,,,,,
6,33.7,,,,,,,,,
