Dissolved_Oxygen,salinities,Aquatic_Environment
7,3.4,unknown
8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
11,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
13,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
13,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
12,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
11,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
7,3.4,unknown
14,3.4,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
7,3.4,unknown
8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
6,3.4,unknown
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
7,3.4,unknown
14,3.4,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
13,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
11,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
13,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
11,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
6,3.4,unknown
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
13,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
13,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
6,3.4,unknown
8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
13,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
12,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
6.7,3.4,unknown
6,3.4,unknown
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
12,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
7.8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
12,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
6.8,3.4,unknown
9.8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
13,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
11,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
7,3.4,unknown
11.4,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9.8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
5,3.4,unknown
11,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
7.4,3.4,unknown
10.4,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
12.1,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
7.5,3.4,unknown
9,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
7.6,3.4,unknown
8.4,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9.2,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9.2,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10.9,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
7.2,3.4,unknown
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
7,3.4,unknown
8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
11,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
13.8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
8.2,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
8.8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9.8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
0,3.4,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9.2,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
8.6,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
12,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
7.6,3.4,unknown
14,3.4,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
7.8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
12.8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
14,3.4,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
10.4,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10.2,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10.1,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10.4,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
12.1,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10.2,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
6.7,3.4,unknown
13.6,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
12,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10.3,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9.9,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
5.1,3.4,unknown
12.4,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
12,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9.1,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10.1,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
11.9,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
11.9,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
6.4,3.4,unknown
11.1,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
11.9,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
7,3.4,unknown
8.8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9.8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
8.6,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
11.1,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9.6,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
12.2,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10.9,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
8.1,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
11.1,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
12.4,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9.4,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
5,3.4,unknown
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10.4,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9.6,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9.2,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
8.8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
12.1,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
11.9,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
11.1,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9.8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
11.1,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
11.3,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
1,3.4,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
14.6,3.4,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
12,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
16,3.4,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
13,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
8.4,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
12,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10.3,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9.8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
3,3.4,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
15,3.4,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
6,3.4,unknown
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
12,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
15,3.4,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
8.8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
14,3.4,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
12,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
12,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
12,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
8.2,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10.4,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
16,3.4,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
14,3.4,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
9.5,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
12,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
12,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
11,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
12,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
12,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
14.5,3.4,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
9,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
12,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
12,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9.6,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
12,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
7,3.4,unknown
8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
7,3.4,unknown
7,3.4,unknown
7,3.4,unknown
7,3.4,unknown
8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
7,3.4,unknown
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
7,3.4,unknown
8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
3,3.4,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
7,3.4,unknown
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
7,3.4,unknown
8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
7,3.4,unknown
9,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
7,3.4,unknown
8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
7,3.4,unknown
8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
7,3.4,unknown
12.3,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
5,3.4,unknown
11,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
15,3.4,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
5.2,3.4,unknown
9,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
6.2,3.4,unknown
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9.6,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
6.2,3.4,unknown
10.2,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
11.9,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9.5,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
2,3.4,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
5.1,3.4,unknown
7,3.4,unknown
9.5,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10.8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
13.8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
1.2,3.4,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
2.8,3.4,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
9,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
8.8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
6.3,3.4,unknown
11,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
12.2,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
8.7,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10.8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
14.1,3.4,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
13.6,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
11.6,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
13.6,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
11,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
11,38.4,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
11.5,0.6,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
11.9,49.7,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
10.2,6.0,"Moderate Oxygen, Brackish Lagoon (Fish: Sea Trout, Striped Bass, Tilapia)"
10.3,12.8,"Moderate Oxygen, Brackish Lagoon (Fish: Sea Trout, Striped Bass, Tilapia)"
8.5,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
13.3,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
14.5,3.4,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
11,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
11,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10.7,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
11,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10.2,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
11,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
8.7,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
12,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
11.1,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
11.8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9.8,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
11.7,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
12,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
12.5,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
11.5,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
11,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
12.2,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
