Dissolved_Oxygen,salinities,Aquatic_Environment
5,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
8.1,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
15,3.4,"Very High Oxygen, Low Salinity Wetland - Fish: Catfish, Pike"
20,3.4,"Very High Oxygen, Low Salinity Wetland - Fish: Catfish, Pike"
20,3.4,"Very High Oxygen, Low Salinity Wetland - Fish: Catfish, Pike"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
6.7,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
5.7,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
7.9,3.4,"Moderate Oxygen, Freshwater River - Fish: Trout, Whitefish"
8.7,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
5.4,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
7.1,3.4,"Moderate Oxygen, Freshwater River - Fish: Trout, Whitefish"
6.9,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
7.1,3.4,"Moderate Oxygen, Freshwater River - Fish: Trout, Whitefish"
7,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
5,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
11.1,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8.1,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
5.9,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
11.9,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8.6,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
6.2,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
11.3,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8.6,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11.6,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10.2,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11.7,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8.3,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10.1,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9.7,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9.7,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9.4,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8.1,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9.8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8.3,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8.1,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8.4,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8.7,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11.9,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
7.1,3.4,"Moderate Oxygen, Freshwater River - Fish: Trout, Whitefish"
9.5,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8.6,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10.3,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11.3,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8.6,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8.6,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9.3,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11.6,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9.5,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11.4,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8.3,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11.8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11.3,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11.6,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11.6,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11.9,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11.9,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8.7,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11.5,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11.2,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9.8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10.2,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10.5,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
15,3.4,"Very High Oxygen, Low Salinity Wetland - Fish: Catfish, Pike"
11,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
15,3.4,"Very High Oxygen, Low Salinity Wetland - Fish: Catfish, Pike"
11.1,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10.8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10.8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
15,3.4,"Very High Oxygen, Low Salinity Wetland - Fish: Catfish, Pike"
11,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10.5,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10.2,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10.6,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10.8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9.8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11.4,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
15,3.4,"Very High Oxygen, Low Salinity Wetland - Fish: Catfish, Pike"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
5.5,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
6.9,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
7,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
2,3.4,"Very Low Oxygen, Freshwater Pond - Fish: Carp, Goldfish"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
7.2,3.4,"Moderate Oxygen, Freshwater River - Fish: Trout, Whitefish"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
9,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
9.5,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
3,3.4,"Very Low Oxygen, Freshwater Pond - Fish: Carp, Goldfish"
7.5,3.4,"Moderate Oxygen, Freshwater River - Fish: Trout, Whitefish"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
3,3.4,"Very Low Oxygen, Freshwater Pond - Fish: Carp, Goldfish"
2.2,3.4,"Very Low Oxygen, Freshwater Pond - Fish: Carp, Goldfish"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
3,3.4,"Very Low Oxygen, Freshwater Pond - Fish: Carp, Goldfish"
7,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
8.1,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
5.5,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
1,3.4,"Very Low Oxygen, Freshwater Pond - Fish: Carp, Goldfish"
9.1,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
7,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
7,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
7,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
7,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
7,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
6.7,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
7.8,3.4,"Moderate Oxygen, Freshwater River - Fish: Trout, Whitefish"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
6.8,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
9.8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
7,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
11.4,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9.8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
5,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
11,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
7.4,3.4,"Moderate Oxygen, Freshwater River - Fish: Trout, Whitefish"
10.4,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
7.5,3.4,"Moderate Oxygen, Freshwater River - Fish: Trout, Whitefish"
9,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
7.6,3.4,"Moderate Oxygen, Freshwater River - Fish: Trout, Whitefish"
8.4,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9.2,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9.2,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10.9,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
7.2,3.4,"Moderate Oxygen, Freshwater River - Fish: Trout, Whitefish"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
7,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8.2,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8.8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9.8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
0,3.4,"Very Low Oxygen, Freshwater Pond - Fish: Carp, Goldfish"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9.2,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8.6,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
7.6,3.4,"Moderate Oxygen, Freshwater River - Fish: Trout, Whitefish"
7.8,3.4,"Moderate Oxygen, Freshwater River - Fish: Trout, Whitefish"
10.4,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10.2,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10.1,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10.4,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10.2,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
6.7,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10.3,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9.9,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
5.1,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9.1,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10.1,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11.9,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11.9,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
6.4,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
11.1,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11.9,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
7,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
8.8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9.8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8.6,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11.1,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9.6,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10.9,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8.1,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11.1,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9.4,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
5,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10.4,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9.6,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9.2,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8.8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11.9,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11.1,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9.8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11.1,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11.3,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
1,3.4,"Very Low Oxygen, Freshwater Pond - Fish: Carp, Goldfish"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
16,3.4,"Very High Oxygen, Low Salinity Wetland - Fish: Catfish, Pike"
8.4,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10.3,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9.8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
3,3.4,"Very Low Oxygen, Freshwater Pond - Fish: Carp, Goldfish"
15,3.4,"Very High Oxygen, Low Salinity Wetland - Fish: Catfish, Pike"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
15,3.4,"Very High Oxygen, Low Salinity Wetland - Fish: Catfish, Pike"
8.8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8.2,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10.4,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
16,3.4,"Very High Oxygen, Low Salinity Wetland - Fish: Catfish, Pike"
9.5,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9.6,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
7,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
7,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
7,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
7,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
