air_temp,aerosols
7.7,3.086996675
6.2,3.534490149
17.4,1.17547316
8.3,2.853730798
17.4,3.639459498
5.7,2.407651071
5.7,0.291068716
6.3,1.282006812
11.7,1.101688496
15.4,2.997618451
10.2,0.1154
17,0.0613
6.1,0.5615
5.4,0.5668
4.4,0.2852
5.6,0.3276
5.6,0.1159
7.6,0.1943
16.6,0.0697
5.3,0.1596
7.3,0.1171
7,0.3963
7.8,0.3132
14.1,0.0757
9,0.4239
14.1,0.1204
12.9,0.6156
13.3,0.1773
6.6,0.1476
14.1,0.3352
5.7,0.1811
6.7,0.1484
12.1,0.1582
12.7,0.4556
6.6,0.1979
12.4,0.2923
11.4,0.1682
7.6,0.2587
7.8,0.2344
8,0.1756
11.1,0.3009
13.7,0.1508
7.3,0.1727
13.8,0.3722
7.8,0.3351
6,0.2892
7.1,0.5486
5.5,0.3688
7.6,0.4113
14.7,0.5194
7.5,0.4951
14.2,0.6441
7.7,0.0839
5.7,0.1409
11.8,0.3529
7.8,0.1693
5.6,0.1926
5.3,0.0741
15.4,0.099
13.8,0.0855
7.7,0.1019
7,0.1946
7.6,0.2401
6.3,0.1894
13.6,0.1917
11.9,0.4191
15.2,0.5642
11.7,0.1139
7.7,0.0612
7.3,0.1187
7.7,0.2716
7.8,0.0778
8.4,0.1742
11.3,0.1447
7.9,0.1446
14.4,0.2773
14.2,0.15
13.9,0.1967
5.5,0.4233
14.9,0.2538
6.8,0.1903
7.7,0.1166
10.1,0.3404
6.9,0.1115
6.2,0.2274
10.8,0.3579
5.6,0.2592
6.5,0.2292
6.6,0.219
5.6,0.235
7.4,0.1011
7.7,0.1724
12.2,0.0855
5.8,0.0726
7.2,0.1878
12.6,0.2402
14.1,0.1715
6.2,0.1381
5.8,0.162
6.6,0.1764
7.7,0.0788
7.5,0.1281
7.4,0.1187
10.4,0.0804
7.4,0.1406
7.2,0.3249
14.1,0.3668
7.8,0.4154
14.2,0.1778
9.7,0.2927
7.4,0.1082
11.6,0.1903
13.4,0.1583
5.9,0.7108
13.1,0.3199
4.3,0.2075
3.2,0.0927
2.9,0.0668
6,0.0843
2.4,0.1269
4.6,0.1351
11.6,0.1235
2.1,0.2118
12.4,0.3949
6.5,0.2562
11.8,0.354
5,0.2011
11.1,0.5017
2.2,0.2028
2.6,0.2582
1.9,0.1907
11.1,0.2006
2.8,0.2058
6.9,0.3586
2.1,0.3497
10.6,0.2816
11.3,0.1075
11.5,0.5555
3.1,0.2453
11.7,0.1261
2,0.176
4.3,0.1164
4.9,0.2737
2.8,0.4132
3.8,0.2787
9.6,0.2925
8.3,0.0685
2.6,0.334
2.1,0.3335
2,0.069
2.1,0.1898
5.3,0.2274
11.7,0.238
4.8,0.1657
11.3,0.1296
5.1,0.2022
1.9,0.1914
10.2,0.1465
11.8,0.3949
3.3,0.2196
11.6,0.2487
12.1,0.2375
8.8,0.1277
3,0.205
10.1,0.2287
2.2,0.0948
10.5,0.079
2.1,0.0987
12.3,0.1094
1.9,0.2113
2.2,0.1373
11.7,0.1269
11.8,0.129
2.1,0.3905
6.7,0.1781
3.9,0.2527
2.6,0.2239
11.8,0.2207
5.7,0.2132
4.4,0.2565
11.5,0.2596
2.3,0.3152
11.3,0.1181
4.1,0.0828
11.7,0.0882
2.8,0.0981
2,0.1088
11.8,0.1877
2.1,0.212
12,0.1317
11.6,0.122
3.7,0.0879
2,0.0815
3.6,0.0936
11.8,0.2039
7.8,0.1653
2.6,0.1923
2.3,0.2342
5.4,0.135
11.7,0.1394
11.4,0.1019
2.1,0.0879
2,0.115
4.7,0.1675
2.2,0.0687
11.8,0.0827
2.2,0.078
3.4,0.1411
2.2,0.1389
2.4,0.1189
5.6,0.1471
10.3,0.1354
10.4,0.2114
13.9,0.3308
11.1,0.4002
9.3,0.2003
8.9,0.2209
11.3,0.654
9.6,0.2333
11.1,0.6584
12.3,0.141
11.6,0.1034
9.4,0.3372
10.1,0.2597
10.9,0.1041
9.6,0.1272
9.3,0.1045
11.8,0.1219
13.8,0.2041
14.8,0.1793
14.8,0.1728
9.5,0.2061
14.9,0.1051
9.4,0.139
9.3,0.4895
9.1,0.3937
9.7,0.1842
8.9,0.1998
9.8,0.2534
9.2,0.2919
14.8,0.3134
12,0.3449
9,0.1053
12.2,0.1171
9.1,0.0716
14.8,0.1369
9.2,0.1145
9.3,0.1193
9,0.2827
10,0.2965
12.7,0.1594
13.9,0.2624
8.9,0.2048
9,0.1886
13.8,0.1727
10.8,0.2058
9.1,0.2293
13.2,0.1627
12.4,0.1439
9.4,0.06
8.8,0.1545
9.6,0.1684
10.2,0.1189
14.4,0.1338
14.3,0.119
13.7,0.0888
9.1,0.1734
10.7,0.1843
12,0.1277
11.5,0.1419
9,0.1086
14.3,0.1218
12.3,0.2826
9.8,0.3044
9.3,0.1608
9.4,0.1999
9,0.1678
13.9,0.2295
9.1,0.1748
10,0.0605
12.4,0.1764
9.9,0.1155
9.1,0.3241
12.2,0.1553
10.9,0.0913
9.6,0.1448
12.4,0.1042
9.2,0.1114
13.2,0.16
14.4,0.1789
13.1,0.154
9.1,0.1358
9.3,0.1858
13.3,0.0583
9.4,0.1041
9.5,0.2396
9.1,0.1408
14.6,0.069
13.3,0.063
10.7,0.0883
14.2,0.0602
8.9,0.2384
9.6,0.341
11.8,0.1525
8.8,0.4437
11.4,0.1406
13,0.313012195
8.8,0.1531
5.3,0.1395
7.1,0.7563
10.8,0.1018
6.4,0.0582
10.6,0.1163
10.6,0.0745
10.6,0.1353
10.7,0.07
10.7,0.1134
7.2,0.1718
7.3,0.1129
5.6,0.2087
5.6,0.0623
6.1,0.1629
10.8,0.3026
5.4,1.1572
10.3,0.3519
10.9,0.0383
6,0.0915
5.6,2.237566984
10.7,0.0946
10.3,0.947247529
5.8,3.48636279
10.7,0.616227561
10.7,1.806352583
10.3,2.752911278
6.8,1.042095596
7.7,1.48430402
5.7,2.798811892
7.8,1.955288338
9.8,0.027434608
6.7,3.1800607
10.2,2.871739104
5.6,1.867462274
5.8,2.749345159
8.4,1.261003958
5.9,3.028329585
10.8,0.563774867
6.6,3.20764031
5.9,1.394895113
10.8,3.415428414
5.7,0.543708761
7,3.558404746
10.7,1.991960543
5.6,3.405104512
9.2,1.777988364
10.6,2.737171811
10.9,1.492854525
6.2,2.424525023
5.5,3.386774434
5.7,3.270655786
10.4,2.993093486
5.8,2.60358641
5.8,1.231262034
10.3,2.991669158
10.5,3.648149841
8.6,2.170330022
10.8,0.973913891
10.7,1.79339715
7,1.400499791
7.8,0.647152238
10.6,1.081111537
7.2,3.425307072
5.8,2.609416227
5.5,0.58006615
5.4,1.647244892
8,1.944160941
10.4,1.071195981
5.7,1.603255917
10.5,1.941843606
8.3,1.488875374
5.9,2.064780505
5.4,3.505763737
10.8,3.27819978
5.3,1.902211332
10.9,0.41185601
5.3,3.018446214
5.5,2.573110029
7.6,1.604984057
10.6,0.175688879
5.8,0.575060051
5.8,2.438041218
10.9,2.624368032
5.4,1.444342149
10.6,0.113256481
7.5,0.026962444
10.6,1.260184363
5.7,2.742959449
5.3,3.605705725
5.9,2.19202835
7.2,1.846783711
6.4,0.65190373
10.9,2.667077283
5.4,3.073126842
10.8,1.55018194
4.7,2.491892931
7.1,1.195460509
5.2,2.89360302
4.8,3.479620334
5.7,0.106712352
6.6,2.919984061
10.4,1.498685595
9.8,3.578952431
5.7,3.56670935
10.5,0.91916692
5.3,3.242542982
5.3,1.5180874
4.8,1.553358914
11.2,2.735466138
4.7,1.912167069
4.8,0.553472865
7.2,3.298373702
9.8,1.67694832
4.7,0.378467737
8.2,3.484767179
4.9,3.608824849
12.2,2.878668618
11.3,3.606113564
9.9,0.226304501
5.3,1.270576878
5,0.69736513
7.7,2.056303914
9.9,1.315359819
4.7,2.70924708
8.7,1.880953
4.7,3.636103932
5.6,1.974033851
4.8,1.497655081
6.8,0.1443
4.7,0.2227
5.3,0.1433
10.1,0.4675
5.4,0.1136
11.7,0.0787
4.7,0.0628
4.9,0.0016
4.7,0.0148
4.7,0.125
5.5,0.0658
11.8,0.3159
9.9,0.2186
6.4,0.0399
9.8,0.1729
4.9,0.175
11.6,0.2675
4.6,0.1638
10.6,0.2041
4.7,0.3642
9.8,0.136
10.7,0.2511
4.8,0.1215
4.7,0.5185
12.2,0.1619
5.2,0.1347
4.7,0.0598
11.7,0.26
5.8,0.126
5.9,0.1549
10.3,0.1487
5.7,0.1493
5.2,0.108
10.4,0.194
5.4,0.0666
5.2,0.2476
10.7,0.2356
4.8,0.092
10.2,0.0783
4.6,0.0805
4.8,0.3163
5.9,1.0708
10.9,0.1866
5.4,0.1714
11.1,0.4218
6.1,0.2815
9.1,0.2392
4.7,0.1229
10.5,0.2818
9.9,0.1526
5.4,0.0715
9.6,0.0882
10.4,0.1577
4.7,0.1212
10.1,0.083
4.8,0.1008
5.3,0.0997
12.2,0.1455
5.4,0.4474
11.4,0.5265
4.7,0.297
4.8,0.2886
6.3,1.0003
13.6,0.1349
10.9,0.1046
11.1,0.3827
9.2,0.1353
10.4,0.1237
11.1,0.0773
10.8,0.0944
9.5,0.1541
12.3,0.1993
13.7,0.415
10.6,0.2295
10,1.0152
10.6,0.7909
12.8,0.2472
13.6,0.6482
14.3,0.1368
9.3,0.1537
14,3.265539411
12.7,2.306148386
14.3,1.5532
13.4,0.1117
13,0.0936
11.6,0.2287
10.2,0.0778
10.6,0.0969
10.2,0.0844
12.4,0.0936
13.4,0.4887
11,0.3318
12.6,1.8952
12.4,0.5726
10.8,0.5759
13.3,0.3222
11.6,1.7779
13.6,1.6967
10.7,1.6567
10.5,0.3586
12,1.6775
12.8,1.7513
13.6,1.6241
13.4,0.368
13.3,1.7709
14.2,0.7105
9.4,2.84690824
12.3,3.633473519
12.8,0.584003959
11.3,3.079515333
13.8,1.022165006
9.6,1.213372039
11.9,2.433710227
12.7,0.505674859
13.2,1.749353952
10.3,3.34895932
11.8,2.448529986
14.2,1.231390882
13,2.827742321
10.3,3.396164287
9.9,3.340257381
13.2,2.460987723
12.9,0.696263966
14.4,2.725896667
11.8,3.631533912
9.8,0.598069923
12.1,1.480020608
11.7,0.646565003
9.6,1.019556759
11.3,1.674923445
12.5,0.492343387
9,2.331489657
14.3,2.73386714
10.6,0.980870766
11.6,1.990356118
10.7,1.042486198
14.3,3.554976743
11.2,1.890085553
14.3,2.546831029
9.7,0.1605
13.2,0.1531
14.1,0.1108
11.8,0.6169
11.5,0.1099
14.1,0.2101
13.3,0.1573
11.6,0.2164
12.2,0.1103
11.1,0.1593
13.3,0.4837
10.7,0.6204
13.2,0.2252
11.8,0.215
12.2,0.138
14.1,0.1651
11.2,0.1009
14,0.2493
10.3,0.1199
9.7,0.0992
2.1,0.102
10.1,0.1103
9.9,0.147
9.9,0.1813
5.3,0.1669
7.6,0.184
3.1,0.1851
8.7,0.1526
1.8,0.1811
7.9,2.0598
2.9,2.1997
10.2,0.3828
9.8,0.3114
8.7,0.1804
2.8,0.1981
7.7,0.187
3.9,0.1813
2.9,0.6677
6.8,2.4267
10.1,0.4584
4.6,0.2312
7.3,0.3329
5.2,0.1732
3.2,0.2352
4.3,0.3832
5.9,0.2051
5.9,0.4203
7.1,0.2025
6,0.1063
6.4,0.9268
9.2,0.2998
8.3,0.0911
2.6,0.1115
9.7,0.149
6.4,0.2994
9.7,0.1148
3.6,0.1149
3.5,0.2277
9.8,0.0956
5.7,1.0571
10.1,1.0205
2.5,0.5039
10.2,1.0376
2.9,1.0542
6.3,1.0155
9.6,1.0196
3.2,0.968
8.1,1.032
9.4,1.0219
1.8,0.9872
3.1,0.9748
10,1.023
8.6,1.0124
5.6,2.7602
4.8,0.9006
8.3,0.92
7.4,0.8321
2.9,0.8305
8.2,0.8426
4.9,0.331
3.3,0.818
5.6,0.8279
9.8,0.7619
7.4,2.3928
8.5,0.8357
3.1,0.7616
8.2,0.8327
2,0.8266
10.3,0.8049
2.8,0.8025
9.9,0.2878
1.8,0.6347
10.1,2.2582
8.7,2.6047
1.9,0.8681
9.9,0.8529
4.1,0.8494
4.1,0.5164
3.8,0.973
2.3,0.9756
9.2,1.0017
2.6,0.9529
6.6,1.0008
3.8,1.0472
7.8,1.0631
2.2,1.0491
4.4,1.0858
7.4,1.1001
1.9,1.1618
3.8,1.2762
10.2,1.2092
10.2,1.2796
8,1.2452
2.2,1.3165
2.4,1.3457
7.8,1.3678
7.3,1.42
6.6,1.456
8.5,1.3996
6.3,1.4359
8.2,1.4171
3.6,1.3782
11.2,1.0125
9.4,1.1531
4.4,1.4062
2.9,1.4423
11.4,1.1352
11.5,1.6672
8.9,1.493
7.1,1.6003
2.6,1.5487
5.2,1.5678
7.9,1.6303
10.1,1.584
5.2,1.6632
10.3,1.65
8.6,1.652
6.8,1.6073
11.3,1.5853
7.2,1.5926
6.9,1.641
5.2,1.6407
10.8,1.6171
11.2,1.6923
6.6,1.6734
5.7,1.6613
4.4,2.3568
5.1,1.8461
6.9,0.7247
10.8,0.7217
4.8,0.6522
11.5,0.6869
10.6,0.4104
4.7,0.262
7.5,0.1967
8.9,1.0847
11.6,0.216
8.8,0.1975
9.1,0.2001
5.1,0.1313
2.9,0.1949
4.8,0.1998
9.3,0.1677
11.8,0.1896
4.6,0.158
5.1,0.1394
10.3,0.1419
5.4,0.2188
7.3,0.2067
3.2,0.1001
11.1,0.0528
11.1,0.0496
5.9,0.0408
3.1,0.0763
9.7,0.0279
8.7,0.1506
5.3,0.0679
6.4,0.0713
10.2,0.0585
8.2,0.086
3.8,0.1758
11.3,0.1507
11.2,0.1013
9.4,0.7114
8.3,0.4056
4.1,0.382
12,0.0977
3.6,0.0931
11.3,0.0815
11.4,0.3038
2.6,0.1068
11.2,0.13
7.5,0.1038
8.2,0.0457
11.1,0.3324
7.6,0.1333
11.4,0.3113
7.4,0.1491
8.1,0.155
2.4,0.1661
11.3,0.0679
3.3,0.0524
6.3,0.2774
5.9,0.2032
9.3,0.4636
10.8,0.0696
7.8,0.0714
4.7,0.168
11.3,0.1363
5.6,0.1287
2.4,0.1674
10.7,0.168
6.3,0.0121
8.3,0.0145
7.6,0.0168
4.1,0.2126
8,0.1593
3.8,0.1029
4.3,0.1171
18.6,0.1215
17.3,0.1309
3.8,1.8112
7.1,1.7243
17.4,1.7391
16.8,1.7678
18.9,1.7017
9.1,0.1662
16.1,1.5291
6,0.0733
4.3,0.135
16.9,0.1308
4.9,0.07
15.2,0.4761
14.2,0.198
5.6,0.1341
10.3,0.0247
5.3,0.0371
4.8,0.0744
11.6,0.1374
4.6,0.1585
17.6,0.0055
3.9,0.0362
18.6,0.1725
4.7,0.1671
11,0.0956
6.5,0.0953
15.3,0.1029
5.2,0.2746
3.8,0.1408
17.1,0.2231
6.8,0.2011
18.7,0.1275
18.8,0.1046
5.9,0.0829
6.4,0.1298
3.8,0.095
7.8,1.251
5.2,0.7845
17.8,0.164
5,0.2399
4.3,0.1986
18.3,0.0418
14,0.1795
14.5,0.3427
16.9,0.7717
18.6,0.7352
4.2,0.1862
3.9,0.1661
17.2,0.4417
3.9,0.2166
7.7,0.29
18.4,0.2167
5.8,0.066
9.8,0.1095
18.7,0.1744
7.1,0.1473
4.3,0.1399
4.9,0.1099
18.6,0.1599
7.2,0.0504
6.6,0.1215
5.8,0.0765
18.6,0.0793
15.8,0.1681
18.8,0.1312
4.2,0.142
16.4,0.1033
5.9,0.1197
5.5,0.1265
15.7,0.0824
13.3,0.1348
4.7,0.0975
4.4,0.1636
8.7,0.073
18.7,0.4733
4.1,0.1329
5.5,0.1242
17.4,0.1221
8.4,0.0984
17.8,0.1706
18.3,0.1739
6.4,0.1653
4.2,0.1072
12.3,0.5653
4.8,0.1212
6.2,0.0934
5,0.1026
13.4,0.1607
15.4,0.1093
10.2,0.1283
13.3,0.141
10.1,0.094
10.7,0.1109
12.8,0.1209
10,0.8849
19.9,0.1223
12.6,0.1325
9.8,0.1354
14.2,0.2609
12.1,0.1781
12.8,0.1902
11.4,0.2035
11.9,0.2023
10.2,0.1519
11,0.2816
21.1,0.2217
10,0.214
10.6,0.1679
9.9,0.2798
10.2,0.4904
15.8,0.1599
17.3,0.2097
10.3,0.1567
10.8,0.1096
10,0.3037
10.1,0.2192
9.9,0.1794
18.2,0.1625
13.1,0.2182
13.6,0.2103
16.6,0.1326
9.9,0.1042
11.6,0.0886
11.1,0.216
10,0.3149
20.6,0.265
9.9,0.1721
10,0.0817
15.6,0.123
14.9,0.1353
9.8,0.0779
11.9,0.1273
15.2,0.1317
10,0.0816
10.2,0.0686
14.6,0.0701
9.8,0.1145
12.3,0.0876
13.6,0.0476
15.2,0.0974
14.1,0.0861
11.8,0.1303
10.9,0.287
11.7,0.0381
11.8,0.1401
10.2,0.1047
11.3,0.2443
10.3,0.2408
18.8,0.2156
11.7,0.0571
21.4,0.0913
22.8,0.0846
21.5,0.0652
22.1,0.0393
22.3,0.3371
22.3,0.1497
21.3,0.0933
22.4,0.1733
21.3,0.1161
21.3,0.1204
22.7,0.1162
21.1,0.112
22.2,0.155
22.6,0.2037
22.6,0.3213
22.4,0.2345
21.8,0.2684
21.4,0.1781
22.5,0.4717
22.7,0.5948
22,0.1709
20.8,0.0286
20.7,0.111
30.6,0.1427
17.8,0.3352
14.1,0.1433
31.2,0.1061
14.8,0.4343
29.8,0.4031
30.2,0.1379
30.9,0.1247
18.4,0.1802
20.3,0.118
17.9,0.1137
14.3,0.1128
31.3,0.1454
17.8,0.1281
23.2,0.2135
15.7,0.0764
27.1,0.148
17.3,0.1944
21.8,0.0599
27.9,0.1404
15.6,0.1761
27.9,0.0838
30.8,0.136
15.1,0.1556
31.1,0.0693
15.9,0.1728
16.8,0.0641
31.4,0.0717
20.9,0.1303
17.6,0.1956
14.2,0.2691
24.4,0.1872
25.7,0.0842
15.2,0.0953
17,0.1096
14.4,0.2284
20.8,0.1693
31.2,0.2337
31.1,0.1782
14.9,0.1211
26.6,0.1692
17.9,0.1061
17.1,0.0923
18,0.135
14.1,0.1179
25.2,0.1456
30,0.1013
30.8,0.1835
29.2,0.1145
15.8,0.3366
26.9,0.1238
14.5,0.1576
14.7,0.1304
15.7,0.1159
27.4,1.3289
29.7,0.0748
14.1,0.2224
20.3,0.1682
30.9,0.4546
31.6,0.1221
29.9,0.1066
14.8,0.0971
14.3,0.1841
31.2,0.0917
20.3,0.0499
31.6,0.1498
14.3,0.1367
31.5,0.0566
20.6,0.3165
15.3,0.1098
28.7,0.1377
31.4,0.235
14.3,0.071
19.9,0.114
14.2,0.2681
20.2,0.198
14,0.2646
22.6,0.025
31.3,0.2544
28.6,0.1294
16.6,0.1536
23.7,0.1358
30.3,0.093
14,0.1512
16.1,0.1027
17.6,0.157
29.8,0.1451
18.8,0.2208
15.9,0.1416
31.3,0.6472
31.2,0.444
14.6,0.1172
19.5,0.1173
16.3,0.1491
27.6,0.293
23.6,0.2301
23.2,0.1426
23.1,0.0931
18.5,0.1453
27,0.1371
23.3,0.1397
29.7,0.1729
27.7,0.3913
21.9,0.2638
24.7,0.2375
25.9,0.1762
24.3,0.0998
28.3,0.0493
17.4,0.1029
28.9,0.1651
25.5,0.0898
29.5,0.1253
23.9,0.1502
28.8,0.136
24,0.2652
24.4,0.1361
28.7,0.2023
21.1,0.1819
28.3,0.1576
16.5,0.2014
21.7,0.1659
23,0.1133
29.6,0.1209
24.9,0.0946
24.9,0.1504
25.1,0.2652
29.1,0.2074
23.2,0.1291
23.2,0.1147
22.7,0.1337
24.8,0.1787
23.1,0.0973
23.8,0.1346
22.7,0.0806
23.7,0.1305
22.5,0.1535
24.9,0.1205
16.2,0.1268
24.6,0.169
28.5,0.1497
23.2,0.1577
30.2,0.3226
24.7,0.0607
27.7,0.1312
26.4,0.4567
24.1,0.5193
28.4,0.8295
24.3,0.2624
22,0.0441
23.7,0.2277
22.2,0.0998
22.6,0.0931
23.7,0.1437
26.4,0.1297
17.9,0.0868
28.4,0.3298
22.2,0.2616
21.9,0.0904
24.7,0.1228
21.7,0.2541
29.4,0.1157
21.7,0.2446
23.3,0.2416
29.1,0.1376
21.8,0.7496
22.2,0.7963
21.8,0.6457
23.5,0.7864
25.6,0.1412
24.1,0.1832
25.4,0.139
16.8,0.1218
22.7,0.1636
26.7,0.1663
23.6,0.6899
27.9,0.1495
24,0.2065
27.2,0.2068
29.9,0.181
20.3,0.1963
23.3,0.1812
22.6,0.1548
22.5,0.1747
30.4,0.2979
22.4,0.1595
27.6,0.1414
26.2,0.0921
17.8,0.3819
15.1,0.1128
12.7,0.1133
10.3,0.6821
12.2,0.0939
12,0.142
13.4,0.1579
10.8,0.0653
14.4,0.0809
14.7,0.0922
15.6,0.1603
10.3,0.1095
10.1,0.1193
15.1,0.1084
14.1,0.4275
10.4,0.1754
13.8,0.1848
18.7,0.086
11.9,0.1119
12.1,0.3477
11.4,0.1099
11.9,0.1006
13.2,0.4025
14.5,0.2649
16.9,0.0791
11.7,0.1148
11.2,0.1424
11.8,0.0956
10.2,0.1422
11.1,0.0897
15.9,0.1157
10.2,0.2142
10.8,0.0209
15.7,0.1045
12,0.401
16.2,0.157
11.1,0.2014
15.5,0.2157
15.7,0.2141
12.2,0.2876
15.6,0.112
15.4,0.1042
12.4,0.5546
12,0.1201
10.8,0.1148
11.5,0.0908
15.1,0.0782
17.5,0.1339
11.6,0.098
12.1,0.0948
12.8,0.1317
16,0.0934
17.1,0.0562
17.1,0.0887
17.1,0.1104
10.4,0.1392
16.6,0.0536
11.4,0.2565
11.4,0.1011
10.1,0.1002
13.7,0.124
10.8,0.1253
12.9,0.0978
11.3,0.0905
11,0.144
14.1,0.2126
16.9,0.3035
15.3,0.2689
14.8,0.1112
16.1,0.1292
10.3,0.0957
12.7,0.1601
15.2,0.1514
17.6,0.107
13.6,0.2068
15.8,0.1527
11.3,0.24
16.3,0.1202
16.8,0.1714
10.2,0.1277
13,0.1332
12.9,0.2049
14.2,0.127
11.7,0.1358
17.4,0.2691
12.7,0.0625
11.5,0.1157
10.1,0.0514
15.9,0.1723
13.4,0.1217
12.3,0.1352
12.8,0.1755
13,0.1356
10.2,0.1046
10.6,0.1615
17.3,0.1615
11.6,0.1311
10.5,0.1372
12.2,0.0963
10.9,0.1249
10.7,0.1185
12.4,0.1194
10.9,0.1081
10.6,0.0689
12.1,0.0867
11.9,0.1601
11.7,0.1106
13.6,0.4823
13.9,0.0928
11.6,0.1125
10.7,0.0991
12.4,-0.2833
11.2,0.1634
10.8,0.8757
13.7,0.2009
14.2,0.0764
10.8,0.087
11.2,0.1988
12,0.1579
12.3,0.1216
11.5,-0.0001
13.3,0.1145
13.3,0.1241
10.7,0.1034
12.7,0.0646
13.2,0.1837
11.4,0.1224
11.7,0.1424
12.7,0.1
12.3,0.192
10.7,0.1152
10.9,0.3067
12.2,0.1017
14.4,0.1881
12.4,0.4124
11.7,0.1776
10.8,0.0701
13,1.1586
11.9,0.3497
11.8,0.4962
14.6,1.2659
11.9,0.0881
13.5,0.1323
12.2,0.1697
10.7,0.1183
10.8,0.077
10.8,0.1146
14.2,0.1189
12.4,0.0807
11.4,0.2664
11.6,0.1087
10.7,0.1713
12.5,0.1492
13.1,0.0749
11.6,0.1341
13.8,0.1423
12.9,1.6257
14.3,0.377
10.7,1.3565
11.8,0.0727
11.7,0.1245
10.6,0.0859
13.9,0.2478
10.6,0.0453
10.7,0.076
10.6,0.0789
10.6,0.0855
14.3,0.085
13.8,0.3168
14.1,0.0546
11.1,0.057
12.3,0.0731
10.9,0.1067
12.1,0.1003
10.5,0.109
11.7,0.0538
12.3,0.0652
14.2,0.092
10.6,0.125
11.8,0.0399
11.1,0.0882
12.3,0.4242
12.2,0.0408
12.2,0.0553
11.8,1.4584
13.8,0.0749
12,0.2739
10.8,0.3634
14.3,0.0992
10.6,0.0839
14.3,0.0452
10.7,0.0496
10.6,0.2136
11.1,0.1265
9.6,0.09
10.2,0.0747
12.2,0.0889
9.8,0.1431
9.7,0.0667
9.8,0.0758
10.7,0.0766
10.2,0.1595
9.6,0.444
10.4,0.6434
10.1,0.5181
10.5,0.1358
9.6,0.0856
10.9,0.0935
10.9,0.0955
10.3,0.0815
10.3,0.6657
9.9,0.3369
10.3,0.1774
9.6,0.4241
11.1,0.0943
9.8,0.0962
10.4,0.4011
9.8,0.2739
10.3,0.1264
9.7,0.1146
10.1,0.3854
10.4,0.1055
10.3,0.0534
10.5,0.6032
11.2,0.0909
9.8,0.2853
9.7,0.2581
9.8,0.5291
10.3,0.0747
12,0.0738
9.7,0.1222
9.7,0.0818
9.8,0.0738
10.7,1.6977
10.8,0.0995
10.4,0.1766
9.9,1.3593
10.1,0.1169
10.2,0.0951
10.7,0.3544
10.1,0.1557
10,0.0966
10.3,0.0808
9.8,0.0801
10.1,0.0461
10.3,0.9155
9.7,0.0878
10.2,0.0232
12.4,0.0794
10.4,0.0628
10.4,0.316
10.3,0.0622
10.3,0.0852
9.9,0.0571
10.1,0.3883
9.7,0.2174
11,0.0627
9.7,0.1157
10.1,0.099
12.5,0.0853
9.7,0.0656
10.4,0.1232
10.5,0.0749
11.1,0.072
12.6,0.3356
10.4,0.0785
9.9,1.1276
10.2,0.101
10.2,0.0902
12.7,1.2536
10.7,0.14
9.4,0.1151
9.7,0.0917
10.5,0.4167
10.2,0.0934
9.7,0.1707
9.4,0.121
10.2,0.2344
11.2,0.3747
10.7,0.1647
10.1,0.1213
10.7,0.1504
10.2,0.173
10.3,0.1325
10.5,0.1161
12.6,0.0488
10.2,0.0566
9.7,0.0625
11.7,0.0658
12.5,0.0871
11.4,0.1043
12.8,0.2346
10.7,0.0695
11.6,0.0789
13.7,0.1149
11.6,0.091
10.3,0.0865
13.3,0.0634
13.6,0.0934
13.3,0.1476
11.9,0.1059
13.3,0.1465
11.7,0.109
11.6,0.2179
11.4,0.1137
10.3,0.2615
11.7,0.1423
11.6,0.2162
13.5,0.1768
13.3,0.4705
13.4,0.1281
12.4,0.1042
12.2,0.2974
11.3,0.1958
13.6,0.252
11.4,0.0807
13.1,0.1789
12.6,0.1395
11.3,0.0899
10.7,0.3436
12.6,2.162083142
12.5,0.1798
12.8,0.1306
13.1,0.1226
12.5,0.2394
12.5,0.1215
11.4,0.4684
11.3,0.256
11.8,0.1911
11.4,0.1423
10.3,0.1526
12.5,0.0926
12.9,0.0503
11.7,0.0551
11.5,2.2235402
13,0.0198
10.3,0.0582
11.7,0.0714
11.4,0.0761
13.7,0.1346
12.3,0.0342
12.4,0.028
13.5,0.0073
11.5,0.1249
11.8,0.364
12.9,0.0501
13.7,0.0303
10.4,0.4685
11.3,0.0231
11.6,0.062
12.3,0.0587
13.1,0.0287
11.1,0.0355
13.4,0.1148
11.8,0.1004
13.3,0.1279
11.6,0.2053
12.6,0.5885
11.2,0.2207
13.3,0.2815
11.3,0.6042
13.1,0.3556
11.3,0.3125
11.7,0.3657
11.6,0.2738
11.7,1.0309
12.4,0.2047
13.3,0.4751
13.2,0.1029
12,0.2536
11.4,0.0785
13.8,0.1085
13.3,0.1119
13.3,0.1009
11.8,0.0918
11.9,0.12
11.6,0.1286
13.4,0.1193
11.4,0.1049
11.8,0.2622
10.4,0.4625
12.2,0.3039
11.6,0.0844
13.1,0.0888
7.5,0.0907
9.4,0.1037
7.2,0.0594
10.9,0.1491
8.6,0.1155
7.8,0.3835
10,0.4885
9.4,0.7944
8.8,0.4312
9.5,0.1317
9.9,0.0339
7.8,0.0945
9.8,0.0596
11.7,0.1201
7.3,0.0785
9.4,0.5824
10.7,0.1131
8.3,0.1669
9.2,0.1571
11.8,0.3477
10.1,0.0472
7.4,0.0629
10.6,0.0733
8.8,0.0792
9.8,0.1826
10.8,0.0825
11.6,0.0655
9.3,0.0761
10.3,0.1193
10.5,0.1024
9.2,0.1778
9.8,0.1502
