air_temp,aerosols,Land_Type
17.4,0.2064,Unknown
23.2,0.1809,Unknown
25.0,0.1914,Heat-Adapted Coastal Ecosystems
24.2,0.3317,Unknown
18.4,0.3304,Unknown
19.7,0.2237,Unknown
18.2,0.1869,Unknown
18.3,0.4739,Unknown
21.1,0.4456,Unknown
18.3,0.0854,Unknown
18.9,0.0619,Unknown
20.8,0.3015,Unknown
18.7,0.2799,Unknown
18.8,0.3127,Unknown
24.7,0.3112,Unknown
18.3,0.1325,Unknown
24.3,0.1324,Unknown
24.8,0.438,Unknown
18.2,0.4419,Unknown
22.1,0.1227,Unknown
21.2,0.162,Unknown
16.6,0.5498,Unknown
21.6,0.1278,Unknown
22.9,0.4198,Unknown
18.5,0.1237,Unknown
24.8,0.2984,Unknown
21.3,0.174,Unknown
24.7,0.2143,Unknown
16.4,0.2143,Unknown
19.9,0.2134,Unknown
22.4,0.1847,Unknown
18.6,0.2204,Unknown
16.9,0.3055,Unknown
19.3,0.1947,Unknown
21.8,0.1606,Unknown
16.7,0.1769,Unknown
24.9,0.1731,Unknown
18.5,0.1866,Unknown
16.3,0.168,Unknown
19.2,0.2764,Unknown
18.4,0.2737,Unknown
19.4,0.2685,Unknown
21.7,0.3271,Unknown
24.4,0.2582,Unknown
18.4,0.2899,Unknown
22.7,0.1925,Unknown
18.8,0.2831,Unknown
22.9,0.5521,Unknown
16.3,0.1636,Unknown
24.7,0.5632,Unknown
24.4,-999.0,Unknown
18.2,-999.0,Unknown
16.2,-999.0,Unknown
17.2,-999.0,Unknown
22.8,-999.0,Unknown
24.9,-999.0,Unknown
20.9,-999.0,Unknown
18.0,2.088484513,Wetland Carbon Sink Restoration
23.2,0.64135449,Unknown
24.4,1.035671963,Unknown
24.8,0.234141096,Unknown
19.3,3.493574323,Unknown
16.3,3.073921918,Unknown
17.7,2.407380597,Wetland Carbon Sink Restoration
23.8,2.859876933,Unknown
18.4,1.875469897,Wetland Carbon Sink Restoration
18.5,0.426459395,Unknown
16.4,2.752182643,Wetland Carbon Sink Restoration
16.2,2.912962309,Wetland Carbon Sink Restoration
24.8,2.555453215,Unknown
20.7,0.206646016,Unknown
20.1,2.077291374,Unknown
18.7,0.176859644,Unknown
23.8,0.461777367,Unknown
25.0,1.182521357,Heat-Adapted Coastal Ecosystems
24.2,2.490886047,Unknown
18.6,0.196072733,Unknown
17.6,1.385122545,Wetland Carbon Sink Restoration
18.4,0.976974878,Unknown
18.8,2.688831574,Wetland Carbon Sink Restoration
16.8,1.398939067,Wetland Carbon Sink Restoration
18.5,2.100914013,Wetland Carbon Sink Restoration
21.4,2.033863988,Unknown
18.5,1.097051481,Wetland Carbon Sink Restoration
22.9,1.5388354,Unknown
24.9,3.342473853,Urban Air Quality Monitoring Network
27.6,3.391063681,Urban Air Quality Monitoring Network
27.3,0.157413017,Heat-Adapted Coastal Ecosystems
26.9,1.473327271,Heat-Adapted Coastal Ecosystems
17.8,3.085120662,Unknown
25.8,1.347888185,Heat-Adapted Coastal Ecosystems
17.2,0.696335201,Unknown
27.2,2.222383453,Unknown
21.3,0.171682362,Unknown
27.7,0.715864222,Heat-Adapted Coastal Ecosystems
21.4,1.237040533,Unknown
21.9,0.587850199,Unknown
23.1,1.842060787,Unknown
17.8,2.075575225,Wetland Carbon Sink Restoration
19.6,0.092141249,Unknown
18.1,1.171020482,Wetland Carbon Sink Restoration
27.0,0.22449611,Heat-Adapted Coastal Ecosystems
21.0,1.201359118,Unknown
18.1,3.284384964,Unknown
25.5,0.291671896,Heat-Adapted Coastal Ecosystems
24.4,2.691876936,Unknown
25.1,2.192592005,Unknown
18.3,3.392118146,Unknown
26.8,1.76091353,Heat-Adapted Coastal Ecosystems
19.8,0.017601485,Unknown
26.2,0.143374159,Heat-Adapted Coastal Ecosystems
22.2,2.084239526,Unknown
20.7,3.574974317,Urban Air Quality Monitoring Network
20.1,0.744162867,Unknown
22.8,3.072131381,Urban Air Quality Monitoring Network
26.8,0.549329631,Heat-Adapted Coastal Ecosystems
17.6,3.216594988,Unknown
18.6,0.495919624,Unknown
20.1,2.111477523,Unknown
26.7,1.676193311,Heat-Adapted Coastal Ecosystems
19.1,1.490558025,Wetland Carbon Sink Restoration
23.4,0.367185785,Unknown
22.3,0.900541323,Unknown
24.1,0.399413599,Unknown
27.1,3.342307378,Urban Air Quality Monitoring Network
17.3,2.756461476,Wetland Carbon Sink Restoration
19.5,0.021287329,Unknown
18.8,2.624817827,Wetland Carbon Sink Restoration
27.4,3.630535933,Urban Air Quality Monitoring Network
27.2,0.695943203,Heat-Adapted Coastal Ecosystems
20.4,2.518269083,Unknown
23.7,0.46592777,Unknown
25.7,3.137298384,Urban Air Quality Monitoring Network
17.5,0.036539207,Unknown
26.9,3.246089461,Urban Air Quality Monitoring Network
19.3,0.221209163,Unknown
24.9,2.919092553,Unknown
19.6,2.243581283,Wetland Carbon Sink Restoration
21.2,3.091320155,Urban Air Quality Monitoring Network
19.7,3.082720486,Unknown
21.8,2.346355576,Unknown
21.7,1.069386347,Unknown
25.0,0.116827564,Heat-Adapted Coastal Ecosystems
26.2,0.0475379,Heat-Adapted Coastal Ecosystems
20.9,1.848363586,Unknown
17.7,0.006381673,Unknown
26.8,0.674638271,Heat-Adapted Coastal Ecosystems
18.2,1.550484202,Wetland Carbon Sink Restoration
23.2,0.915976145,Unknown
27.2,1.571124221,Heat-Adapted Coastal Ecosystems
17.1,2.046891266,Wetland Carbon Sink Restoration
27.9,2.932439258,Unknown
18.2,0.662942935,Unknown
17.5,2.624434422,Wetland Carbon Sink Restoration
26.9,0.416977218,Heat-Adapted Coastal Ecosystems
28.2,0.505108157,Heat-Adapted Coastal Ecosystems
28.0,2.612647598,Unknown
17.2,1.330183686,Wetland Carbon Sink Restoration
22.8,2.403312777,Unknown
23.7,1.035517204,Unknown
22.7,2.751300332,Unknown
26.8,1.179827314,Heat-Adapted Coastal Ecosystems
18.7,0.433896147,Unknown
28.3,2.062739352,Unknown
18.3,0.909823236,Unknown
23.9,1.092416493,Unknown
20.8,0.502688915,Unknown
25.9,3.105818837,Urban Air Quality Monitoring Network
20.4,1.965502659,Unknown
17.3,2.933280607,Wetland Carbon Sink Restoration
24.9,0.942476136,Unknown
22.5,2.88282344,Unknown
27.8,3.131341096,Urban Air Quality Monitoring Network
26.7,2.848511192,Unknown
17.7,0.921184512,Unknown
22.1,2.99110332,Unknown
17.9,1.493281945,Wetland Carbon Sink Restoration
26.7,2.738436728,Unknown
26.6,1.808468109,Heat-Adapted Coastal Ecosystems
17.5,1.002933354,Wetland Carbon Sink Restoration
23.4,2.656819234,Unknown
26.1,3.310062249,Urban Air Quality Monitoring Network
21.6,3.007061615,Urban Air Quality Monitoring Network
21.6,0.905531193,Unknown
23.4,0.965105679,Unknown
21.2,3.413771618,Urban Air Quality Monitoring Network
23.2,1.618748873,Unknown
20.0,2.568667994,Wetland Carbon Sink Restoration
24.1,2.769137727,Unknown
18.7,1.378903782,Wetland Carbon Sink Restoration
21.8,1.809301247,Unknown
22.8,1.317084153,Unknown
23.7,1.540750732,Unknown
22.2,1.315226654,Unknown
19.8,1.232337407,Wetland Carbon Sink Restoration
24.6,0.191646747,Unknown
24.0,2.713765154,Unknown
18.1,3.021846298,Unknown
19.3,0.098326964,Unknown
23.8,2.404210866,Unknown
19.0,1.354480221,Wetland Carbon Sink Restoration
18.1,1.337166658,Wetland Carbon Sink Restoration
24.1,1.793040075,Unknown
23.8,0.695347595,Unknown
22.4,2.625829509,Unknown
20.8,1.264154085,Unknown
23.4,2.429710587,Unknown
21.7,0.668717663,Unknown
23.6,0.184542497,Unknown
22.8,0.931348251,Unknown
21.3,3.231657581,Urban Air Quality Monitoring Network
18.2,0.318350345,Unknown
22.7,1.613340173,Unknown
18.1,2.539436901,Wetland Carbon Sink Restoration
24.1,0.876210517,Unknown
23.9,0.872391261,Unknown
18.2,0.802862541,Unknown
23.7,0.353502323,Unknown
21.8,3.607252603,Urban Air Quality Monitoring Network
18.3,0.053296003,Unknown
23.4,3.242984376,Urban Air Quality Monitoring Network
21.7,1.709529683,Unknown
23.4,0.014524846,Unknown
22.3,1.492953613,Unknown
23.6,3.03835978,Urban Air Quality Monitoring Network
24.4,3.502735005,Urban Air Quality Monitoring Network
18.2,2.673357711,Wetland Carbon Sink Restoration
18.2,1.813082487,Wetland Carbon Sink Restoration
20.5,3.62948732,Urban Air Quality Monitoring Network
22.2,1.841278122,Unknown
22.3,3.461884854,Urban Air Quality Monitoring Network
24.5,3.270551763,Urban Air Quality Monitoring Network
18.4,2.834227062,Wetland Carbon Sink Restoration
18.4,3.257948658,Unknown
24.4,0.271501745,Unknown
18.6,3.577989615,Unknown
20.3,3.092336011,Urban Air Quality Monitoring Network
18.8,0.675495149,Unknown
24.1,1.003162033,Unknown
18.8,1.420874567,Wetland Carbon Sink Restoration
24.6,3.3499265,Urban Air Quality Monitoring Network
23.1,1.621880425,Unknown
20.7,3.566748811,Urban Air Quality Monitoring Network
23.4,2.623077214,Unknown
21.6,0.0714,Unknown
23.0,0.0669,Unknown
23.9,0.0633,Unknown
21.3,0.0475,Unknown
21.9,0.006,Unknown
19.6,0.057,Unknown
21.4,0.0257,Unknown
22.1,0.0474,Unknown
24.1,0.0755,Unknown
21.8,0.0394,Unknown
20.1,0.0393,Unknown
19.2,0.0779,Unknown
18.1,0.3625,Unknown
19.6,0.059,Unknown
22.3,0.0512,Unknown
21.2,0.0369,Unknown
20.5,0.0561,Unknown
20.8,0.0673,Unknown
22.2,0.0812,Unknown
24.4,0.1217,Unknown
24.8,0.392,Unknown
18.2,0.0695,Unknown
22.6,0.2576,Unknown
24.6,0.1254,Unknown
19.8,0.0848,Unknown
20.6,0.1364,Unknown
19.4,0.0668,Unknown
20.8,0.0665,Unknown
22.2,0.0537,Unknown
24.4,0.0992,Unknown
24.7,0.0177,Unknown
24.4,0.0742,Unknown
21.5,0.6973,Unknown
23.1,0.1222,Unknown
18.2,0.2139,Unknown
22.1,0.0724,Unknown
20.8,0.1035,Unknown
23.7,0.0949,Unknown
16.3,0.062,Unknown
16.3,0.3048,Unknown
23.3,0.378,Unknown
22.3,0.3417,Unknown
15.9,0.3146,Unknown
23.5,0.2954,Unknown
23.7,0.2739,Unknown
15.9,0.3477,Unknown
15.9,0.27,Unknown
17.1,0.3401,Unknown
16.1,0.3378,Unknown
17.4,0.3133,Unknown
22.7,0.2737,Unknown
23.4,0.3847,Unknown
23.3,0.3016,Unknown
21.8,0.3285,Unknown
23.5,0.1158,Unknown
16.5,0.07,Unknown
17.8,0.0401,Unknown
19.4,0.0536,Unknown
15.9,0.039,Unknown
19.0,0.0639,Unknown
22.3,0.0909,Unknown
24.0,0.1722,Unknown
23.9,0.1486,Unknown
17.2,0.7344,Unknown
16.2,0.3592,Unknown
20.1,0.2655,Unknown
21.9,0.1026,Unknown
16.9,0.0546,Unknown
18.5,0.2374,Unknown
23.4,0.2287,Unknown
23.0,0.0724,Unknown
17.7,0.1021,Unknown
23.3,0.1614,Unknown
22.8,0.1355,Unknown
18.1,0.126,Unknown
21.7,0.5685,Unknown
20.3,0.1231,Unknown
22.6,0.7077,Unknown
24.0,0.1115,Unknown
16.7,0.4036,Unknown
23.0,0.1159,Unknown
15.9,0.1254,Unknown
22.7,0.0544,Unknown
16.4,0.08,Unknown
23.3,0.181,Unknown
22.5,0.0909,Unknown
15.8,0.077,Unknown
23.3,0.0798,Unknown
22.8,0.0952,Unknown
21.9,0.0635,Unknown
20.6,0.0541,Unknown
19.9,0.9524,Unknown
19.7,0.1516,Unknown
19.1,0.1404,Unknown
22.4,0.1106,Unknown
18.4,0.2135,Unknown
16.0,0.0762,Unknown
23.3,0.0923,Unknown
17.3,0.1784,Unknown
22.3,0.1687,Unknown
21.7,0.0569,Unknown
18.8,0.1449,Unknown
20.6,0.0988,Unknown
17.8,0.0847,Unknown
22.8,0.1289,Unknown
19.2,0.0697,Unknown
17.5,0.0852,Unknown
22.7,0.1075,Unknown
21.6,0.1199,Unknown
20.6,0.1298,Unknown
21.0,0.0817,Unknown
21.2,0.1453,Unknown
23.4,0.1064,Unknown
23.3,0.1188,Unknown
23.7,0.1265,Unknown
19.7,0.0674,Unknown
24.3,0.2571,Unknown
23.3,0.1303,Unknown
21.0,0.1388,Unknown
21.4,0.1213,Unknown
16.4,0.133,Unknown
15.8,0.0969,Unknown
22.5,0.0965,Unknown
15.9,0.1086,Unknown
23.0,0.2089,Unknown
18.8,0.1153,Unknown
23.3,0.1552,Unknown
22.7,0.3817,Unknown
18.6,0.3437,Unknown
19.4,0.1428,Unknown
24.4,0.1553,Unknown
17.8,0.1032,Unknown
26.1,0.1149,Heat-Adapted Coastal Ecosystems
18.9,0.3605,Unknown
17.7,0.1267,Unknown
26.3,0.0701,Heat-Adapted Coastal Ecosystems
17.2,0.0729,Unknown
27.3,0.0882,Heat-Adapted Coastal Ecosystems
17.0,0.1002,Unknown
27.3,0.1295,Heat-Adapted Coastal Ecosystems
23.6,0.1965,Unknown
25.5,0.4052,Heat-Adapted Coastal Ecosystems
20.8,0.125,Unknown
16.8,0.209,Unknown
18.2,0.0696,Unknown
21.8,0.1682,Unknown
17.6,0.0357,Unknown
26.7,0.0823,Heat-Adapted Coastal Ecosystems
21.7,0.1085,Unknown
16.8,0.0528,Unknown
26.3,0.1432,Heat-Adapted Coastal Ecosystems
25.8,0.0791,Heat-Adapted Coastal Ecosystems
26.1,0.8185,Heat-Adapted Coastal Ecosystems
18.6,0.0628,Unknown
17.4,0.06,Unknown
21.0,0.0313,Unknown
25.1,0.0921,Heat-Adapted Coastal Ecosystems
21.0,0.0449,Unknown
16.7,0.0565,Unknown
22.9,0.3472,Unknown
27.3,0.2556,Heat-Adapted Coastal Ecosystems
21.4,0.2754,Unknown
26.6,0.3359,Heat-Adapted Coastal Ecosystems
25.4,0.2697,Heat-Adapted Coastal Ecosystems
19.4,0.5157,Unknown
17.9,0.2534,Unknown
26.1,0.2011,Heat-Adapted Coastal Ecosystems
20.7,0.3028,Unknown
19.5,0.4665,Unknown
19.3,0.3961,Unknown
16.8,0.2104,Unknown
23.8,0.0793,Unknown
22.7,1.8137,Unknown
19.2,0.6731,Unknown
27.2,-0.2534,Heat-Adapted Coastal Ecosystems
16.8,1.6056,Wetland Carbon Sink Restoration
19.9,1.1183,Wetland Carbon Sink Restoration
24.0,-0.6934,Unknown
21.9,-1.0788,Unknown
17.8,0.7064,Unknown
26.7,0.1648,Heat-Adapted Coastal Ecosystems
20.3,0.1827,Unknown
18.6,0.0708,Unknown
24.6,0.0683,Unknown
17.9,0.1161,Unknown
26.6,0.0864,Heat-Adapted Coastal Ecosystems
17.1,0.1643,Unknown
27.3,0.552,Heat-Adapted Coastal Ecosystems
26.2,0.1853,Heat-Adapted Coastal Ecosystems
23.9,0.2233,Unknown
19.9,0.6079,Unknown
20.4,0.1623,Unknown
20.7,0.2113,Unknown
24.4,0.1511,Unknown
19.8,0.6028,Unknown
24.8,0.2361,Unknown
19.6,0.1173,Unknown
19.1,0.1396,Unknown
23.3,0.0467,Unknown
19.7,0.0721,Unknown
18.7,0.3069,Unknown
27.1,0.3033,Heat-Adapted Coastal Ecosystems
19.6,0.2711,Unknown
25.0,0.2028,Heat-Adapted Coastal Ecosystems
19.8,0.1016,Unknown
17.2,0.1936,Unknown
27.2,0.2202,Heat-Adapted Coastal Ecosystems
17.5,0.1804,Unknown
21.5,0.1165,Unknown
17.7,0.0682,Unknown
23.2,0.0824,Unknown
16.9,0.0558,Unknown
26.9,0.0486,Heat-Adapted Coastal Ecosystems
18.4,0.0585,Unknown
22.3,0.0648,Unknown
18.1,0.0455,Unknown
20.4,0.3174,Unknown
24.9,0.1245,Unknown
20.0,0.0436,Unknown
17.5,0.0612,Unknown
19.2,0.0886,Unknown
23.2,0.116,Unknown
21.9,0.0967,Unknown
24.4,0.049,Unknown
27.7,0.1097,Heat-Adapted Coastal Ecosystems
16.9,0.0056,Unknown
24.8,0.0552,Unknown
20.7,0.0858,Unknown
22.3,0.1446,Unknown
25.4,0.059,Heat-Adapted Coastal Ecosystems
20.1,0.0716,Unknown
20.4,0.1576,Unknown
23.1,0.0388,Unknown
20.0,0.0746,Unknown
26.9,0.0701,Heat-Adapted Coastal Ecosystems
25.7,0.0755,Heat-Adapted Coastal Ecosystems
19.8,0.1085,Unknown
26.1,0.0691,Heat-Adapted Coastal Ecosystems
19.8,0.0175,Unknown
20.3,0.0041,Unknown
26.5,0.0458,Heat-Adapted Coastal Ecosystems
26.4,0.0818,Heat-Adapted Coastal Ecosystems
20.4,0.0867,Unknown
26.6,0.0516,Heat-Adapted Coastal Ecosystems
25.6,0.0465,Heat-Adapted Coastal Ecosystems
26.6,0.0535,Heat-Adapted Coastal Ecosystems
22.5,0.0561,Unknown
20.5,0.0795,Unknown
25.8,0.0516,Heat-Adapted Coastal Ecosystems
21.6,0.1863,Unknown
20.8,0.1395,Unknown
20.3,0.1115,Unknown
21.4,0.1303,Unknown
25.7,0.1122,Heat-Adapted Coastal Ecosystems
20.5,0.087,Unknown
21.3,0.084,Unknown
20.2,0.0943,Unknown
20.1,0.0441,Unknown
20.1,0.0396,Unknown
21.8,0.0502,Unknown
21.7,0.0913,Unknown
21.9,0.1219,Unknown
26.7,0.1039,Heat-Adapted Coastal Ecosystems
20.1,0.091,Unknown
27.1,0.0951,Heat-Adapted Coastal Ecosystems
25.0,0.334,Heat-Adapted Coastal Ecosystems
22.2,0.2209,Unknown
19.9,0.3005,Unknown
26.9,0.2882,Heat-Adapted Coastal Ecosystems
21.9,0.0996,Unknown
26.9,0.3107,Heat-Adapted Coastal Ecosystems
24.6,0.2886,Unknown
19.7,0.3168,Unknown
22.1,0.3023,Unknown
26.6,0.3711,Heat-Adapted Coastal Ecosystems
24.4,0.2761,Unknown
26.1,0.2732,Heat-Adapted Coastal Ecosystems
20.1,0.2846,Unknown
20.5,0.211,Unknown
22.7,0.1064,Unknown
20.4,0.0538,Unknown
24.6,0.1014,Unknown
21.9,0.1263,Unknown
26.5,0.1683,Heat-Adapted Coastal Ecosystems
21.8,0.1319,Unknown
20.6,0.0454,Unknown
26.4,0.0842,Heat-Adapted Coastal Ecosystems
20.3,0.1745,Unknown
23.4,0.3786,Unknown
21.6,0.0413,Unknown
20.6,0.0758,Unknown
21.1,0.0288,Unknown
23.5,0.0421,Unknown
23.6,0.0534,Unknown
20.1,0.1351,Unknown
20.0,0.2897,Unknown
25.5,0.0753,Heat-Adapted Coastal Ecosystems
19.8,0.0467,Unknown
26.4,0.0474,Heat-Adapted Coastal Ecosystems
20.2,0.2874,Unknown
21.1,0.0423,Unknown
25.4,0.076,Heat-Adapted Coastal Ecosystems
22.3,0.0533,Unknown
26.8,0.0573,Heat-Adapted Coastal Ecosystems
20.8,0.2127,Unknown
21.3,0.124,Unknown
24.3,0.0584,Unknown
25.1,0.0695,Heat-Adapted Coastal Ecosystems
23.4,0.0953,Unknown
20.1,0.0887,Unknown
20.5,0.0831,Unknown
24.8,0.0651,Unknown
20.9,0.0588,Unknown
25.8,0.0598,Heat-Adapted Coastal Ecosystems
25.3,0.1147,Heat-Adapted Coastal Ecosystems
20.5,0.0801,Unknown
25.9,0.0762,Heat-Adapted Coastal Ecosystems
20.0,0.1072,Unknown
19.8,0.0402,Unknown
26.8,0.0154,Heat-Adapted Coastal Ecosystems
20.3,0.0303,Unknown
20.8,0.074,Unknown
21.8,0.0314,Unknown
25.0,0.0574,Heat-Adapted Coastal Ecosystems
22.7,0.0888,Unknown
22.0,0.0514,Unknown
24.7,0.0877,Unknown
22.6,0.1054,Unknown
20.8,0.1235,Unknown
25.3,0.2185,Heat-Adapted Coastal Ecosystems
25.8,0.1308,Heat-Adapted Coastal Ecosystems
27.5,0.2359,Heat-Adapted Coastal Ecosystems
21.9,0.1635,Unknown
21.4,0.1121,Unknown
28.2,0.1442,Heat-Adapted Coastal Ecosystems
20.7,0.1822,Unknown
21.1,0.1001,Unknown
23.9,0.0859,Unknown
23.7,0.0793,Unknown
26.8,0.0416,Heat-Adapted Coastal Ecosystems
20.8,0.0209,Unknown
25.8,0.0372,Heat-Adapted Coastal Ecosystems
21.7,0.0566,Unknown
26.6,0.0662,Heat-Adapted Coastal Ecosystems
26.1,0.0377,Heat-Adapted Coastal Ecosystems
23.3,0.0614,Unknown
26.3,0.0406,Heat-Adapted Coastal Ecosystems
23.8,0.0421,Unknown
27.1,0.0424,Heat-Adapted Coastal Ecosystems
23.6,0.0928,Unknown
26.0,0.0804,Heat-Adapted Coastal Ecosystems
20.9,0.4878,Unknown
27.1,0.1052,Heat-Adapted Coastal Ecosystems
26.9,0.0781,Heat-Adapted Coastal Ecosystems
23.2,0.0847,Unknown
20.8,0.0813,Unknown
26.8,0.088,Heat-Adapted Coastal Ecosystems
23.1,0.1077,Unknown
22.1,0.0751,Unknown
27.6,0.2212,Heat-Adapted Coastal Ecosystems
23.4,0.0993,Unknown
21.8,0.1222,Unknown
26.2,0.0082,Heat-Adapted Coastal Ecosystems
20.6,0.0755,Unknown
21.2,0.0558,Unknown
22.3,0.0342,Unknown
26.0,0.0034,Heat-Adapted Coastal Ecosystems
27.5,0.0083,Heat-Adapted Coastal Ecosystems
27.3,0.0585,Heat-Adapted Coastal Ecosystems
21.5,0.0425,Unknown
27.7,0.2792,Heat-Adapted Coastal Ecosystems
25.3,0.1342,Heat-Adapted Coastal Ecosystems
26.1,0.0288,Heat-Adapted Coastal Ecosystems
24.9,0.035,Unknown
23.8,0.1163,Unknown
20.8,0.1753,Unknown
22.8,0.1009,Unknown
22.7,0.2418,Unknown
20.7,0.126,Unknown
24.1,0.5956,Unknown
26.7,0.1359,Heat-Adapted Coastal Ecosystems
24.1,0.0337,Unknown
20.6,0.134,Unknown
27.5,0.1079,Heat-Adapted Coastal Ecosystems
22.9,0.0752,Unknown
22.3,0.0563,Unknown
24.8,0.4273,Unknown
22.2,0.0949,Unknown
21.8,0.2908,Unknown
22.4,0.2683,Unknown
22.8,0.2353,Unknown
21.8,0.2099,Unknown
26.3,0.1841,Heat-Adapted Coastal Ecosystems
25.4,-0.3588,Heat-Adapted Coastal Ecosystems
23.7,0.1293,Unknown
21.7,0.2417,Unknown
22.2,-0.4124,Unknown
20.9,0.0901,Unknown
24.6,0.4426,Unknown
21.0,0.4233,Unknown
26.8,0.2045,Heat-Adapted Coastal Ecosystems
20.9,0.1159,Unknown
26.8,0.3389,Heat-Adapted Coastal Ecosystems
21.7,0.5874,Unknown
22.2,0.2854,Unknown
24.8,0.0636,Unknown
24.2,0.2132,Unknown
21.8,-0.452,Unknown
21.7,-0.1527,Unknown
24.9,0.1344,Unknown
25.1,0.1036,Heat-Adapted Coastal Ecosystems
21.2,0.2325,Unknown
27.4,0.0666,Heat-Adapted Coastal Ecosystems
22.9,0.1104,Unknown
21.6,0.0385,Unknown
21.9,0.036,Unknown
20.7,0.036,Unknown
26.1,0.0959,Heat-Adapted Coastal Ecosystems
25.1,0.0249,Heat-Adapted Coastal Ecosystems
20.4,0.0574,Unknown
24.2,0.0109,Unknown
28.0,0.0861,Heat-Adapted Coastal Ecosystems
22.1,0.073,Unknown
22.4,-0.0061,Unknown
19.9,0.0546,Unknown
18.8,0.0272,Unknown
27.5,0.0753,Heat-Adapted Coastal Ecosystems
21.7,0.1067,Unknown
25.9,0.0824,Heat-Adapted Coastal Ecosystems
28.2,0.0681,Heat-Adapted Coastal Ecosystems
19.2,0.0286,Unknown
18.3,0.0823,Unknown
28.4,0.2794,Heat-Adapted Coastal Ecosystems
28.7,0.3343,Heat-Adapted Coastal Ecosystems
24.4,0.0221,Unknown
18.3,0.075,Unknown
19.4,0.0479,Unknown
27.7,-0.0127,Heat-Adapted Coastal Ecosystems
28.9,0.0482,Heat-Adapted Coastal Ecosystems
23.1,0.1772,Unknown
21.4,0.1619,Unknown
23.2,0.1288,Unknown
21.0,0.0478,Unknown
18.2,0.0356,Unknown
18.3,0.0517,Unknown
28.2,0.0668,Heat-Adapted Coastal Ecosystems
19.8,0.0665,Unknown
27.8,0.2123,Heat-Adapted Coastal Ecosystems
18.3,0.0682,Unknown
28.6,0.0956,Heat-Adapted Coastal Ecosystems
27.5,0.0292,Heat-Adapted Coastal Ecosystems
22.6,0.0626,Unknown
20.7,0.1425,Unknown
23.4,0.0423,Unknown
27.8,0.0233,Heat-Adapted Coastal Ecosystems
21.3,0.0593,Unknown
23.5,0.0219,Unknown
27.4,0.0411,Heat-Adapted Coastal Ecosystems
28.7,0.073,Heat-Adapted Coastal Ecosystems
23.0,-0.1163,Unknown
27.9,0.0778,Heat-Adapted Coastal Ecosystems
23.4,0.0706,Unknown
28.3,0.0889,Heat-Adapted Coastal Ecosystems
19.1,0.0635,Unknown
18.5,0.9093,Unknown
18.6,0.4871,Unknown
19.3,0.6433,Unknown
28.0,0.1538,Heat-Adapted Coastal Ecosystems
23.4,0.1635,Unknown
28.1,0.667,Heat-Adapted Coastal Ecosystems
24.4,0.6818,Unknown
18.3,-0.4677,Unknown
28.7,0.1613,Heat-Adapted Coastal Ecosystems
23.4,0.2211,Unknown
20.6,0.044,Unknown
28.3,-0.2654,Heat-Adapted Coastal Ecosystems
20.7,0.1457,Unknown
25.4,0.075,Heat-Adapted Coastal Ecosystems
21.6,0.0888,Unknown
27.6,0.1019,Heat-Adapted Coastal Ecosystems
21.8,0.0742,Unknown
26.5,-0.22,Heat-Adapted Coastal Ecosystems
23.3,0.0849,Unknown
21.2,0.0896,Unknown
27.9,0.1293,Heat-Adapted Coastal Ecosystems
21.6,0.0416,Unknown
23.0,0.0438,Unknown
26.7,-0.0658,Heat-Adapted Coastal Ecosystems
23.7,0.0473,Unknown
24.1,-0.08,Unknown
28.5,-0.0076,Heat-Adapted Coastal Ecosystems
19.6,-0.0264,Unknown
26.4,0.0427,Heat-Adapted Coastal Ecosystems
27.3,-0.1051,Heat-Adapted Coastal Ecosystems
21.5,-0.0855,Unknown
27.6,-0.063,Heat-Adapted Coastal Ecosystems
28.4,-0.0989,Heat-Adapted Coastal Ecosystems
23.0,-0.1089,Unknown
19.3,0.0652,Unknown
22.1,-0.1263,Unknown
29.0,-0.1136,Heat-Adapted Coastal Ecosystems
27.4,-0.1008,Heat-Adapted Coastal Ecosystems
27.1,-0.1155,Heat-Adapted Coastal Ecosystems
18.4,-0.0059,Unknown
27.1,0.0273,Heat-Adapted Coastal Ecosystems
22.6,-0.0107,Unknown
22.8,-0.0575,Unknown
23.9,0.1622,Unknown
20.1,0.1133,Unknown
18.8,0.0878,Unknown
20.2,0.1162,Unknown
23.4,0.0858,Unknown
28.6,0.1301,Heat-Adapted Coastal Ecosystems
28.3,0.0624,Heat-Adapted Coastal Ecosystems
23.5,0.0757,Unknown
23.7,0.1453,Unknown
23.9,0.1053,Unknown
22.3,0.1124,Unknown
23.1,0.0736,Unknown
21.9,0.0522,Unknown
21.0,0.1876,Unknown
22.1,0.2088,Unknown
21.2,0.1844,Unknown
23.7,0.0704,Unknown
20.9,0.0208,Unknown
20.6,0.1749,Unknown
20.8,0.0549,Unknown
22.7,0.0842,Unknown
21.4,0.1132,Unknown
21.7,0.0868,Unknown
24.0,0.1137,Unknown
20.3,0.1972,Unknown
22.8,0.0939,Unknown
20.3,0.0153,Unknown
22.6,0.1134,Unknown
20.7,0.1019,Unknown
22.6,0.1288,Unknown
22.6,0.117,Unknown
23.8,0.132,Unknown
21.8,0.1764,Unknown
20.9,0.1197,Unknown
21.7,0.1561,Unknown
22.6,0.1927,Unknown
23.8,0.2498,Unknown
23.8,0.2199,Unknown
26.8,0.197,Heat-Adapted Coastal Ecosystems
23.7,1.228995382,Unknown
20.2,2.871278216,Unknown
21.6,0.549493347,Unknown
23.1,1.917468077,Unknown
