air_temp,humidity,Land_Type
21.6,51.0,unknown
15.4,54.0,Sub-Arctic Summer Heat Management
15.8,65.0,Sub-Arctic Summer Heat Management
21.9,50.0,Mediterranean Drought Management
18.8,60.0,Sub-Arctic Summer Heat Management
15.0,52.0,Sub-Arctic Summer Heat Management
15.3,66.0,Sub-Arctic Summer Heat Management
19.2,58.0,Sub-Arctic Summer Heat Management
15.2,56.0,Sub-Arctic Summer Heat Management
21.0,52.0,unknown
14.7,60.0,Sub-Arctic Summer Heat Management
12.9,69.0,Sub-Arctic Summer Heat Management
15.1,50.0,Sub-Arctic Summer Heat Management
17.9,62.0,Sub-Arctic Summer Heat Management
15.4,46.0,unknown
15.4,46.0,unknown
18.3,61.0,Sub-Arctic Summer Heat Management
17.0,66.0,Sub-Arctic Summer Heat Management
16.1,47.0,unknown
16.7,68.0,Sub-Arctic Summer Heat Management
16.2,49.0,unknown
15.5,45.0,unknown
20.4,54.0,unknown
15.1,48.0,unknown
19.9,55.0,Sub-Arctic Summer Heat Management
13.4,65.0,Sub-Arctic Summer Heat Management
15.4,73.0,Temperate Wetland Restoration
16.8,49.0,unknown
15.7,70.0,Sub-Arctic Summer Heat Management
16.7,51.0,Sub-Arctic Summer Heat Management
13.5,65.0,Sub-Arctic Summer Heat Management
18.6,60.0,Sub-Arctic Summer Heat Management
15.9,51.0,Sub-Arctic Summer Heat Management
15.6,53.0,Sub-Arctic Summer Heat Management
17.7,63.0,Sub-Arctic Summer Heat Management
19.7,56.0,Sub-Arctic Summer Heat Management
20.1,55.0,unknown
16.2,70.0,Sub-Arctic Summer Heat Management
15.8,67.0,Sub-Arctic Summer Heat Management
15.1,57.0,Sub-Arctic Summer Heat Management
15.9,48.0,unknown
13.3,67.0,Sub-Arctic Summer Heat Management
14.9,52.0,Sub-Arctic Summer Heat Management
17.8,62.0,Sub-Arctic Summer Heat Management
17.4,65.0,Sub-Arctic Summer Heat Management
15.6,47.0,unknown
16.1,51.0,Sub-Arctic Summer Heat Management
16.1,48.0,unknown
15.8,71.0,Temperate Wetland Restoration
16.9,50.0,Sub-Arctic Summer Heat Management
21.3,51.0,unknown
15.1,66.0,Sub-Arctic Summer Heat Management
20.8,53.0,unknown
15.7,65.0,Sub-Arctic Summer Heat Management
15.4,73.0,Temperate Wetland Restoration
16.1,54.0,Sub-Arctic Summer Heat Management
15.7,72.0,Temperate Wetland Restoration
16.4,69.0,Sub-Arctic Summer Heat Management
15.8,52.0,Sub-Arctic Summer Heat Management
15.1,58.0,Sub-Arctic Summer Heat Management
16.9,50.0,Sub-Arctic Summer Heat Management
16.6,69.0,Sub-Arctic Summer Heat Management
15.1,65.0,Sub-Arctic Summer Heat Management
16.5,49.0,unknown
13.7,64.0,Sub-Arctic Summer Heat Management
14.1,62.0,Sub-Arctic Summer Heat Management
18.4,60.0,Sub-Arctic Summer Heat Management
18.2,61.0,Sub-Arctic Summer Heat Management
15.5,72.0,Temperate Wetland Restoration
13.1,69.0,Sub-Arctic Summer Heat Management
16.4,52.0,Sub-Arctic Summer Heat Management
14.9,60.0,Sub-Arctic Summer Heat Management
15.1,62.0,Sub-Arctic Summer Heat Management
15.6,57.0,Sub-Arctic Summer Heat Management
15.7,72.0,Temperate Wetland Restoration
16.4,69.0,Sub-Arctic Summer Heat Management
15.7,47.0,unknown
16.8,67.0,Sub-Arctic Summer Heat Management
22.2,49.0,Mediterranean Drought Management
15.6,56.0,Sub-Arctic Summer Heat Management
13.2,67.0,Sub-Arctic Summer Heat Management
16.3,70.0,Sub-Arctic Summer Heat Management
19.4,57.0,Sub-Arctic Summer Heat Management
17.2,66.0,Sub-Arctic Summer Heat Management
15.0,57.0,Sub-Arctic Summer Heat Management
18.9,59.0,Sub-Arctic Summer Heat Management
16.1,46.0,unknown
13.0,68.0,Sub-Arctic Summer Heat Management
12.3,70.0,Sub-Arctic Summer Heat Management
13.2,78.0,Temperate Wetland Restoration
13.1,69.0,Sub-Arctic Summer Heat Management
10.8,85.0,unknown
12.0,72.0,Temperate Wetland Restoration
12.1,83.0,unknown
16.4,59.0,Sub-Arctic Summer Heat Management
11.3,79.0,Temperate Wetland Restoration
10.9,84.0,unknown
16.0,53.0,Sub-Arctic Summer Heat Management
11.4,78.0,Temperate Wetland Restoration
16.4,57.0,Sub-Arctic Summer Heat Management
13.6,74.0,Temperate Wetland Restoration
16.3,50.0,Sub-Arctic Summer Heat Management
16.7,54.0,Sub-Arctic Summer Heat Management
11.6,77.0,Temperate Wetland Restoration
15.8,63.0,Sub-Arctic Summer Heat Management
11.9,73.0,Temperate Wetland Restoration
11.4,78.0,Temperate Wetland Restoration
15.8,67.0,Sub-Arctic Summer Heat Management
11.9,74.0,Temperate Wetland Restoration
14.3,69.0,Sub-Arctic Summer Heat Management
16.4,49.0,unknown
17.2,47.0,unknown
11.4,78.0,Temperate Wetland Restoration
11.9,74.0,Temperate Wetland Restoration
10.6,86.0,unknown
16.3,60.0,Sub-Arctic Summer Heat Management
11.9,74.0,Temperate Wetland Restoration
11.2,85.0,unknown
10.7,86.0,unknown
16.6,53.0,Sub-Arctic Summer Heat Management
14.8,72.0,Temperate Wetland Restoration
11.3,82.0,unknown
16.3,49.0,unknown
16.6,45.0,unknown
11.4,79.0,Temperate Wetland Restoration
15.2,66.0,Sub-Arctic Summer Heat Management
11.4,78.0,Temperate Wetland Restoration
16.7,55.0,Sub-Arctic Summer Heat Management
12.5,69.0,Sub-Arctic Summer Heat Management
11.4,78.0,Temperate Wetland Restoration
16.4,46.0,unknown
15.3,67.0,Sub-Arctic Summer Heat Management
15.9,52.0,Sub-Arctic Summer Heat Management
11.6,77.0,Temperate Wetland Restoration
15.0,72.0,Temperate Wetland Restoration
10.7,84.0,unknown
16.3,58.0,Sub-Arctic Summer Heat Management
12.2,71.0,Temperate Wetland Restoration
15.7,66.0,Sub-Arctic Summer Heat Management
16.1,51.0,Sub-Arctic Summer Heat Management
16.1,64.0,Sub-Arctic Summer Heat Management
11.4,78.0,Temperate Wetland Restoration
11.3,79.0,Temperate Wetland Restoration
11.5,77.0,Temperate Wetland Restoration
15.9,52.0,Sub-Arctic Summer Heat Management
11.1,83.0,unknown
16.8,46.0,unknown
10.8,84.0,unknown
16.6,50.0,Sub-Arctic Summer Heat Management
10.6,86.0,unknown
16.4,51.0,Sub-Arctic Summer Heat Management
13.9,71.0,Temperate Wetland Restoration
16.8,52.0,Sub-Arctic Summer Heat Management
16.5,52.0,Sub-Arctic Summer Heat Management
12.9,69.0,Sub-Arctic Summer Heat Management
12.8,70.0,Sub-Arctic Summer Heat Management
10.6,85.0,unknown
16.8,50.0,Sub-Arctic Summer Heat Management
11.4,78.0,Temperate Wetland Restoration
11.4,80.0,Temperate Wetland Restoration
15.8,60.0,Sub-Arctic Summer Heat Management
16.6,53.0,Sub-Arctic Summer Heat Management
12.7,68.0,Sub-Arctic Summer Heat Management
16.6,55.0,Sub-Arctic Summer Heat Management
11.2,82.0,unknown
11.7,75.0,Temperate Wetland Restoration
10.8,85.0,unknown
16.2,46.0,unknown
12.8,71.0,Temperate Wetland Restoration
14.8,72.0,Temperate Wetland Restoration
17.2,50.0,Sub-Arctic Summer Heat Management
11.7,76.0,Temperate Wetland Restoration
16.4,51.0,Sub-Arctic Summer Heat Management
16.1,59.0,Sub-Arctic Summer Heat Management
15.9,45.0,unknown
16.0,55.0,Sub-Arctic Summer Heat Management
11.6,84.0,unknown
11.7,77.0,Temperate Wetland Restoration
12.6,67.0,Sub-Arctic Summer Heat Management
17.1,47.0,unknown
12.6,81.0,unknown
11.7,76.0,Temperate Wetland Restoration
10.7,84.0,unknown
16.5,47.0,unknown
11.6,66.0,Sub-Arctic Summer Heat Management
22.0,37.0,Mediterranean Drought Management
17.0,40.0,unknown
23.1,36.0,Mediterranean Drought Management
13.7,86.0,unknown
14.7,40.0,unknown
11.5,63.0,Sub-Arctic Summer Heat Management
9.9,70.0,unknown
23.9,37.0,Mediterranean Drought Management
14.2,42.0,unknown
10.7,68.0,Sub-Arctic Summer Heat Management
14.0,43.0,unknown
22.7,33.0,Mediterranean Drought Management
12.1,58.0,Sub-Arctic Summer Heat Management
13.6,46.0,unknown
12.5,56.0,Sub-Arctic Summer Heat Management
12.9,60.0,Sub-Arctic Summer Heat Management
18.5,30.0,unknown
12.1,59.0,Sub-Arctic Summer Heat Management
18.3,33.0,unknown
11.8,62.0,Sub-Arctic Summer Heat Management
11.5,58.0,Sub-Arctic Summer Heat Management
20.3,31.0,Mediterranean Drought Management
23.6,31.0,Mediterranean Drought Management
17.9,80.0,Temperate Wetland Restoration
13.2,51.0,Sub-Arctic Summer Heat Management
15.1,44.0,unknown
11.1,61.0,Sub-Arctic Summer Heat Management
25.4,34.0,Urban Cool Roofs
24.8,37.0,Mediterranean Drought Management
13.7,57.0,Sub-Arctic Summer Heat Management
20.9,30.0,Mediterranean Drought Management
22.6,39.0,Mediterranean Drought Management
19.1,31.0,unknown
14.4,83.0,unknown
12.9,52.0,Sub-Arctic Summer Heat Management
13.1,51.0,Sub-Arctic Summer Heat Management
10.2,70.0,Sub-Arctic Summer Heat Management
12.7,53.0,Sub-Arctic Summer Heat Management
23.1,31.0,Mediterranean Drought Management
13.8,85.0,unknown
22.4,38.0,Mediterranean Drought Management
9.8,71.0,unknown
11.3,62.0,Sub-Arctic Summer Heat Management
10.3,66.0,Sub-Arctic Summer Heat Management
15.6,81.0,unknown
10.6,65.0,Sub-Arctic Summer Heat Management
16.2,40.0,unknown
22.7,41.0,Mediterranean Drought Management
12.7,55.0,Sub-Arctic Summer Heat Management
23.1,27.0,unknown
12.2,57.0,Sub-Arctic Summer Heat Management
11.4,63.0,Sub-Arctic Summer Heat Management
17.9,37.0,unknown
21.6,28.0,unknown
11.2,63.0,Sub-Arctic Summer Heat Management
22.8,38.0,Mediterranean Drought Management
10.5,65.0,Sub-Arctic Summer Heat Management
22.8,44.0,Mediterranean Drought Management
11.2,60.0,Sub-Arctic Summer Heat Management
24.8,36.0,Mediterranean Drought Management
10.5,64.0,Sub-Arctic Summer Heat Management
12.2,63.0,Sub-Arctic Summer Heat Management
22.3,34.0,Mediterranean Drought Management
9.8,69.0,unknown
9.7,70.0,unknown
10.9,63.0,Sub-Arctic Summer Heat Management
19.4,70.0,Sub-Arctic Summer Heat Management
9.9,68.0,unknown
24.0,44.0,Mediterranean Drought Management
21.9,41.0,Mediterranean Drought Management
15.5,44.0,unknown
13.8,44.0,unknown
10.0,68.0,Sub-Arctic Summer Heat Management
9.6,71.0,unknown
14.1,53.0,Sub-Arctic Summer Heat Management
23.4,35.0,Mediterranean Drought Management
13.3,49.0,unknown
11.7,64.0,Sub-Arctic Summer Heat Management
25.1,35.0,Urban Cool Roofs
12.1,61.0,Sub-Arctic Summer Heat Management
15.2,47.0,unknown
11.2,58.0,Sub-Arctic Summer Heat Management
15.7,41.0,unknown
14.4,40.0,unknown
14.2,54.0,Sub-Arctic Summer Heat Management
21.2,28.0,unknown
22.3,28.0,unknown
10.7,64.0,Sub-Arctic Summer Heat Management
14.8,41.0,unknown
24.4,37.0,Mediterranean Drought Management
10.5,65.0,Sub-Arctic Summer Heat Management
22.9,44.0,Mediterranean Drought Management
22.4,46.0,Mediterranean Drought Management
23.3,38.0,Mediterranean Drought Management
13.8,85.0,unknown
11.3,82.0,unknown
18.3,38.0,unknown
18.5,39.0,unknown
11.1,77.0,Temperate Wetland Restoration
18.6,37.0,unknown
11.1,81.0,unknown
17.6,40.0,unknown
17.6,41.0,unknown
13.2,61.0,Sub-Arctic Summer Heat Management
17.1,41.0,unknown
10.8,75.0,Temperate Wetland Restoration
18.4,38.0,unknown
13.8,85.0,unknown
13.9,85.0,unknown
13.0,83.0,unknown
11.1,76.0,Temperate Wetland Restoration
13.7,85.0,unknown
11.1,76.0,Temperate Wetland Restoration
18.4,39.0,unknown
17.1,41.0,unknown
13.0,85.0,unknown
13.6,57.0,Sub-Arctic Summer Heat Management
12.8,84.0,unknown
11.7,81.0,unknown
13.5,58.0,Sub-Arctic Summer Heat Management
16.3,47.0,unknown
16.1,48.0,unknown
12.2,82.0,unknown
13.2,84.0,unknown
14.4,55.0,Sub-Arctic Summer Heat Management
13.1,84.0,unknown
12.1,67.0,Sub-Arctic Summer Heat Management
13.1,84.0,unknown
11.1,78.0,Temperate Wetland Restoration
18.7,35.0,unknown
11.2,78.0,Temperate Wetland Restoration
11.4,71.0,Temperate Wetland Restoration
11.3,82.0,unknown
17.0,42.0,unknown
18.7,37.0,unknown
15.4,51.0,Sub-Arctic Summer Heat Management
15.2,52.0,Sub-Arctic Summer Heat Management
11.4,81.0,unknown
18.5,38.0,unknown
17.4,40.0,unknown
15.4,51.0,Sub-Arctic Summer Heat Management
11.7,69.0,Sub-Arctic Summer Heat Management
13.8,86.0,unknown
11.3,82.0,unknown
12.3,65.0,Sub-Arctic Summer Heat Management
13.2,82.0,unknown
17.7,40.0,unknown
12.9,85.0,unknown
12.9,83.0,unknown
13.1,85.0,unknown
13.2,60.0,Sub-Arctic Summer Heat Management
15.8,50.0,Sub-Arctic Summer Heat Management
12.6,85.0,unknown
15.7,49.0,unknown
11.2,83.0,unknown
18.3,38.0,unknown
11.8,81.0,unknown
16.0,49.0,unknown
11.0,78.0,Temperate Wetland Restoration
18.3,38.0,unknown
13.8,85.0,unknown
11.0,73.0,Temperate Wetland Restoration
10.9,75.0,Temperate Wetland Restoration
18.6,36.0,unknown
13.9,85.0,unknown
11.1,79.0,Temperate Wetland Restoration
18.4,39.0,unknown
11.7,81.0,unknown
19.0,35.0,unknown
18.4,38.0,unknown
13.8,85.0,unknown
14.1,57.0,Sub-Arctic Summer Heat Management
14.8,54.0,Sub-Arctic Summer Heat Management
16.7,45.0,unknown
17.4,44.0,unknown
18.3,39.0,unknown
11.1,78.0,Temperate Wetland Restoration
18.5,37.0,unknown
18.0,40.0,unknown
13.6,81.0,unknown
11.0,78.0,Temperate Wetland Restoration
13.1,84.0,unknown
17.9,42.0,unknown
13.0,85.0,unknown
17.4,44.0,unknown
12.8,63.0,Sub-Arctic Summer Heat Management
17.8,39.0,unknown
11.1,76.0,Temperate Wetland Restoration
13.6,83.0,unknown
18.2,39.0,unknown
13.3,81.0,unknown
14.3,49.0,unknown
16.6,44.0,unknown
15.2,50.0,Sub-Arctic Summer Heat Management
10.2,66.0,Sub-Arctic Summer Heat Management
13.4,53.0,Sub-Arctic Summer Heat Management
16.0,57.0,Sub-Arctic Summer Heat Management
16.2,58.0,Sub-Arctic Summer Heat Management
15.0,51.0,Sub-Arctic Summer Heat Management
10.1,66.0,Sub-Arctic Summer Heat Management
16.9,52.0,Sub-Arctic Summer Heat Management
16.7,51.0,Sub-Arctic Summer Heat Management
14.8,50.0,Sub-Arctic Summer Heat Management
15.7,46.0,unknown
13.2,57.0,Sub-Arctic Summer Heat Management
18.0,35.0,unknown
12.9,58.0,Sub-Arctic Summer Heat Management
18.5,33.0,unknown
17.3,53.0,Sub-Arctic Summer Heat Management
14.8,48.0,unknown
14.4,53.0,Sub-Arctic Summer Heat Management
17.3,51.0,Sub-Arctic Summer Heat Management
18.1,52.0,Sub-Arctic Summer Heat Management
18.2,51.0,Sub-Arctic Summer Heat Management
17.1,53.0,Sub-Arctic Summer Heat Management
16.1,45.0,unknown
10.9,64.0,Sub-Arctic Summer Heat Management
16.7,53.0,Sub-Arctic Summer Heat Management
15.2,47.0,unknown
15.7,47.0,unknown
13.9,55.0,Sub-Arctic Summer Heat Management
10.7,65.0,Sub-Arctic Summer Heat Management
15.8,45.0,unknown
17.4,52.0,Sub-Arctic Summer Heat Management
16.2,57.0,Sub-Arctic Summer Heat Management
17.6,52.0,Sub-Arctic Summer Heat Management
9.9,67.0,unknown
13.9,50.0,Sub-Arctic Summer Heat Management
17.9,53.0,Sub-Arctic Summer Heat Management
13.7,55.0,Sub-Arctic Summer Heat Management
15.5,48.0,unknown
15.8,45.0,unknown
13.8,55.0,Sub-Arctic Summer Heat Management
12.0,59.0,Sub-Arctic Summer Heat Management
18.3,50.0,Sub-Arctic Summer Heat Management
17.0,52.0,Sub-Arctic Summer Heat Management
11.4,62.0,Sub-Arctic Summer Heat Management
16.4,60.0,Sub-Arctic Summer Heat Management
12.6,57.0,Sub-Arctic Summer Heat Management
13.4,57.0,Sub-Arctic Summer Heat Management
17.7,37.0,unknown
13.5,56.0,Sub-Arctic Summer Heat Management
11.3,64.0,Sub-Arctic Summer Heat Management
17.4,38.0,unknown
17.4,54.0,Sub-Arctic Summer Heat Management
17.7,57.0,Sub-Arctic Summer Heat Management
13.0,57.0,Sub-Arctic Summer Heat Management
11.8,61.0,Sub-Arctic Summer Heat Management
18.3,32.0,unknown
10.5,66.0,Sub-Arctic Summer Heat Management
16.3,60.0,Sub-Arctic Summer Heat Management
17.2,56.0,Sub-Arctic Summer Heat Management
16.3,59.0,Sub-Arctic Summer Heat Management
16.7,56.0,Sub-Arctic Summer Heat Management
16.3,45.0,unknown
10.3,66.0,Sub-Arctic Summer Heat Management
16.4,53.0,Sub-Arctic Summer Heat Management
10.8,65.0,Sub-Arctic Summer Heat Management
10.6,65.0,Sub-Arctic Summer Heat Management
10.0,67.0,Sub-Arctic Summer Heat Management
16.4,61.0,Sub-Arctic Summer Heat Management
12.7,58.0,Sub-Arctic Summer Heat Management
16.1,63.0,Sub-Arctic Summer Heat Management
14.2,54.0,Sub-Arctic Summer Heat Management
10.9,63.0,Sub-Arctic Summer Heat Management
12.3,58.0,Sub-Arctic Summer Heat Management
17.4,57.0,Sub-Arctic Summer Heat Management
16.3,44.0,unknown
17.2,52.0,Sub-Arctic Summer Heat Management
11.1,64.0,Sub-Arctic Summer Heat Management
11.2,62.0,Sub-Arctic Summer Heat Management
17.3,52.0,Sub-Arctic Summer Heat Management
14.7,51.0,Sub-Arctic Summer Heat Management
12.1,59.0,Sub-Arctic Summer Heat Management
10.3,66.0,Sub-Arctic Summer Heat Management
12.5,58.0,Sub-Arctic Summer Heat Management
16.4,43.0,unknown
16.8,52.0,Sub-Arctic Summer Heat Management
17.1,39.0,unknown
15.1,51.0,Sub-Arctic Summer Heat Management
16.1,56.0,Sub-Arctic Summer Heat Management
18.7,51.0,Sub-Arctic Summer Heat Management
10.4,66.0,Sub-Arctic Summer Heat Management
17.5,56.0,Sub-Arctic Summer Heat Management
11.7,60.0,Sub-Arctic Summer Heat Management
15.3,48.0,unknown
16.9,51.0,Sub-Arctic Summer Heat Management
25.8,28.0,unknown
16.5,52.0,Sub-Arctic Summer Heat Management
26.2,28.0,unknown
12.7,76.0,Temperate Wetland Restoration
26.4,27.0,unknown
10.9,86.0,unknown
11.9,81.0,unknown
26.7,26.0,unknown
26.6,27.0,unknown
16.8,54.0,Sub-Arctic Summer Heat Management
13.8,64.0,Sub-Arctic Summer Heat Management
16.3,51.0,Sub-Arctic Summer Heat Management
13.5,72.0,Temperate Wetland Restoration
25.7,30.0,Urban Cool Roofs
22.6,36.0,Mediterranean Drought Management
21.9,34.0,Mediterranean Drought Management
20.6,36.0,Mediterranean Drought Management
14.2,61.0,Sub-Arctic Summer Heat Management
21.8,34.0,Mediterranean Drought Management
16.1,51.0,Sub-Arctic Summer Heat Management
13.5,66.0,Sub-Arctic Summer Heat Management
15.2,66.0,Sub-Arctic Summer Heat Management
10.8,87.0,unknown
18.8,47.0,unknown
24.6,26.0,unknown
13.2,70.0,Sub-Arctic Summer Heat Management
15.8,52.0,Sub-Arctic Summer Heat Management
13.3,68.0,Sub-Arctic Summer Heat Management
16.2,51.0,Sub-Arctic Summer Heat Management
12.1,82.0,unknown
10.7,87.0,unknown
25.6,26.0,unknown
25.4,32.0,Urban Cool Roofs
11.9,83.0,unknown
26.8,27.0,unknown
17.3,54.0,Sub-Arctic Summer Heat Management
17.0,53.0,Sub-Arctic Summer Heat Management
19.1,45.0,unknown
16.7,53.0,Sub-Arctic Summer Heat Management
26.7,26.0,unknown
18.2,50.0,Sub-Arctic Summer Heat Management
24.1,28.0,unknown
11.6,83.0,unknown
13.1,72.0,Temperate Wetland Restoration
26.8,26.0,unknown
24.3,29.0,unknown
12.1,82.0,unknown
10.9,87.0,unknown
14.4,59.0,Sub-Arctic Summer Heat Management
21.1,36.0,Mediterranean Drought Management
13.0,75.0,Temperate Wetland Restoration
24.1,29.0,unknown
12.7,78.0,Temperate Wetland Restoration
24.3,27.0,unknown
22.9,36.0,Mediterranean Drought Management
20.0,39.0,Mediterranean Drought Management
14.1,63.0,Sub-Arctic Summer Heat Management
25.2,27.0,unknown
26.5,28.0,unknown
24.4,29.0,unknown
25.8,29.0,unknown
12.6,78.0,Temperate Wetland Restoration
26.7,25.0,unknown
14.3,69.0,Sub-Arctic Summer Heat Management
12.3,79.0,Temperate Wetland Restoration
11.0,86.0,unknown
10.8,87.0,unknown
26.4,28.0,unknown
26.4,26.0,unknown
12.2,80.0,Temperate Wetland Restoration
12.4,79.0,Temperate Wetland Restoration
22.7,31.0,Mediterranean Drought Management
23.7,36.0,Mediterranean Drought Management
23.2,31.0,Mediterranean Drought Management
14.9,56.0,Sub-Arctic Summer Heat Management
17.4,52.0,Sub-Arctic Summer Heat Management
25.7,26.0,unknown
10.7,87.0,unknown
26.0,28.0,unknown
16.3,60.0,Sub-Arctic Summer Heat Management
15.5,53.0,Sub-Arctic Summer Heat Management
25.4,36.0,Urban Cool Roofs
12.2,78.0,Temperate Wetland Restoration
23.3,36.0,Mediterranean Drought Management
15.2,54.0,Sub-Arctic Summer Heat Management
24.6,37.0,Mediterranean Drought Management
14.7,57.0,Sub-Arctic Summer Heat Management
12.8,76.0,Temperate Wetland Restoration
26.3,28.0,unknown
13.1,74.0,Temperate Wetland Restoration
11.2,85.0,unknown
23.5,30.0,Mediterranean Drought Management
11.2,85.0,unknown
26.9,26.0,unknown
17.3,52.0,Sub-Arctic Summer Heat Management
25.8,26.0,unknown
30.8,30.0,Urban Cool Roofs
30.2,29.0,unknown
30.7,31.0,Urban Cool Roofs
29.3,35.0,Urban Cool Roofs
16.4,54.0,Sub-Arctic Summer Heat Management
30.1,30.0,Urban Cool Roofs
30.1,32.0,Urban Cool Roofs
21.5,50.0,Mediterranean Drought Management
21.6,37.0,Mediterranean Drought Management
16.2,55.0,Sub-Arctic Summer Heat Management
16.1,59.0,Sub-Arctic Summer Heat Management
15.7,58.0,Sub-Arctic Summer Heat Management
21.8,37.0,Mediterranean Drought Management
30.7,31.0,Urban Cool Roofs
28.6,31.0,Urban Cool Roofs
15.8,59.0,Sub-Arctic Summer Heat Management
24.7,43.0,Mediterranean Drought Management
20.6,40.0,Mediterranean Drought Management
18.2,51.0,Sub-Arctic Summer Heat Management
18.8,48.0,unknown
17.0,55.0,Sub-Arctic Summer Heat Management
22.7,46.0,Mediterranean Drought Management
19.1,46.0,unknown
16.8,58.0,Sub-Arctic Summer Heat Management
22.7,47.0,Mediterranean Drought Management
28.1,39.0,Urban Cool Roofs
18.6,49.0,unknown
27.3,41.0,Urban Cool Roofs
20.1,43.0,Mediterranean Drought Management
25.6,43.0,Urban Cool Roofs
19.7,45.0,unknown
15.9,56.0,Sub-Arctic Summer Heat Management
29.7,34.0,Urban Cool Roofs
23.5,46.0,Mediterranean Drought Management
29.6,30.0,Urban Cool Roofs
15.8,57.0,Sub-Arctic Summer Heat Management
16.9,55.0,Sub-Arctic Summer Heat Management
29.9,33.0,Urban Cool Roofs
29.8,30.0,Urban Cool Roofs
16.0,56.0,Sub-Arctic Summer Heat Management
17.4,56.0,Sub-Arctic Summer Heat Management
29.9,29.0,unknown
17.7,52.0,Sub-Arctic Summer Heat Management
30.2,30.0,Urban Cool Roofs
31.2,29.0,unknown
19.4,46.0,unknown
29.4,34.0,Urban Cool Roofs
29.9,33.0,Urban Cool Roofs
15.7,58.0,Sub-Arctic Summer Heat Management
19.9,44.0,unknown
17.4,54.0,Sub-Arctic Summer Heat Management
17.2,54.0,Sub-Arctic Summer Heat Management
19.3,46.0,unknown
20.9,49.0,Mediterranean Drought Management
28.1,34.0,Urban Cool Roofs
28.8,37.0,Urban Cool Roofs
15.7,57.0,Sub-Arctic Summer Heat Management
26.6,38.0,Urban Cool Roofs
17.6,53.0,Sub-Arctic Summer Heat Management
27.8,36.0,Urban Cool Roofs
18.9,47.0,unknown
17.1,55.0,Sub-Arctic Summer Heat Management
22.4,46.0,Mediterranean Drought Management
29.9,33.0,Urban Cool Roofs
21.1,38.0,Mediterranean Drought Management
16.2,55.0,Sub-Arctic Summer Heat Management
16.4,58.0,Sub-Arctic Summer Heat Management
30.6,31.0,Urban Cool Roofs
30.3,29.0,unknown
16.9,55.0,Sub-Arctic Summer Heat Management
16.3,54.0,Sub-Arctic Summer Heat Management
28.8,30.0,Urban Cool Roofs
30.7,29.0,unknown
16.1,55.0,Sub-Arctic Summer Heat Management
30.5,30.0,Urban Cool Roofs
30.8,29.0,unknown
19.6,51.0,Sub-Arctic Summer Heat Management
18.4,50.0,Sub-Arctic Summer Heat Management
26.7,43.0,Urban Cool Roofs
17.9,51.0,Sub-Arctic Summer Heat Management
16.6,54.0,Sub-Arctic Summer Heat Management
30.9,30.0,Urban Cool Roofs
16.8,54.0,Sub-Arctic Summer Heat Management
29.4,31.0,Urban Cool Roofs
18.2,55.0,Sub-Arctic Summer Heat Management
20.3,42.0,Mediterranean Drought Management
30.8,29.0,unknown
27.3,37.0,Urban Cool Roofs
22.2,37.0,Mediterranean Drought Management
16.5,54.0,Sub-Arctic Summer Heat Management
20.0,51.0,Sub-Arctic Summer Heat Management
25.7,41.0,Urban Cool Roofs
29.6,34.0,Urban Cool Roofs
30.8,30.0,Urban Cool Roofs
18.8,53.0,Sub-Arctic Summer Heat Management
16.8,54.0,Sub-Arctic Summer Heat Management
18.7,48.0,unknown
23.6,47.0,Mediterranean Drought Management
19.3,47.0,unknown
19.1,41.0,unknown
25.9,44.0,Urban Cool Roofs
17.7,47.0,unknown
17.0,44.0,unknown
16.7,50.0,Sub-Arctic Summer Heat Management
19.1,61.0,Sub-Arctic Summer Heat Management
20.4,44.0,Mediterranean Drought Management
18.2,48.0,unknown
17.4,48.0,unknown
18.9,48.0,unknown
17.0,48.0,unknown
19.3,40.0,unknown
19.2,40.0,unknown
19.9,55.0,Sub-Arctic Summer Heat Management
19.1,39.0,unknown
16.0,50.0,Sub-Arctic Summer Heat Management
19.4,57.0,Sub-Arctic Summer Heat Management
22.2,49.0,Mediterranean Drought Management
16.2,53.0,Sub-Arctic Summer Heat Management
19.3,42.0,unknown
23.0,47.0,Mediterranean Drought Management
22.7,48.0,Mediterranean Drought Management
19.2,40.0,unknown
16.2,53.0,Sub-Arctic Summer Heat Management
17.3,47.0,unknown
19.3,57.0,Sub-Arctic Summer Heat Management
17.9,47.0,unknown
21.9,49.0,Mediterranean Drought Management
15.8,49.0,unknown
18.7,45.0,unknown
16.1,51.0,Sub-Arctic Summer Heat Management
18.7,45.0,unknown
18.4,46.0,unknown
22.4,48.0,Mediterranean Drought Management
19.0,58.0,Sub-Arctic Summer Heat Management
16.7,50.0,Sub-Arctic Summer Heat Management
18.9,59.0,Sub-Arctic Summer Heat Management
20.9,43.0,Mediterranean Drought Management
19.9,47.0,unknown
23.8,47.0,Mediterranean Drought Management
18.6,41.0,unknown
17.6,40.0,unknown
19.1,58.0,Sub-Arctic Summer Heat Management
18.4,46.0,unknown
18.8,42.0,unknown
17.2,43.0,unknown
19.0,42.0,unknown
23.3,47.0,Mediterranean Drought Management
19.7,56.0,Sub-Arctic Summer Heat Management
20.8,53.0,unknown
19.1,59.0,Sub-Arctic Summer Heat Management
19.2,42.0,unknown
19.3,41.0,unknown
21.4,51.0,unknown
18.7,42.0,unknown
18.6,46.0,unknown
18.9,41.0,unknown
16.5,50.0,Sub-Arctic Summer Heat Management
