air_temp,humidity,Land_Type
23.2,45.0,Mediterranean Drought Management
23.1,45.0,Mediterranean Drought Management
18.5,60.0,Sub-Arctic Summer Heat Management
27.0,33.0,Urban Cool Roofs
23.3,44.0,Mediterranean Drought Management
27.7,31.0,Urban Cool Roofs
21.9,48.0,Mediterranean Drought Management
24.7,39.0,Mediterranean Drought Management
25.9,36.0,Urban Cool Roofs
24.3,42.0,Mediterranean Drought Management
28.3,34.0,Urban Cool Roofs
17.4,63.0,Sub-Arctic Summer Heat Management
28.9,33.0,Urban Cool Roofs
25.5,40.0,Urban Cool Roofs
29.5,32.0,Urban Cool Roofs
23.9,43.0,Mediterranean Drought Management
28.8,33.0,Urban Cool Roofs
24.0,41.0,Mediterranean Drought Management
24.4,40.0,Mediterranean Drought Management
28.3,30.0,Urban Cool Roofs
16.5,66.0,Sub-Arctic Summer Heat Management
21.7,50.0,Mediterranean Drought Management
23.0,45.0,Mediterranean Drought Management
29.6,33.0,Urban Cool Roofs
24.9,38.0,Mediterranean Drought Management
24.9,40.0,Mediterranean Drought Management
25.1,37.0,Urban Cool Roofs
29.1,33.0,Urban Cool Roofs
23.2,42.0,Mediterranean Drought Management
23.2,44.0,Mediterranean Drought Management
22.7,46.0,Mediterranean Drought Management
24.8,38.0,Mediterranean Drought Management
23.1,44.0,Mediterranean Drought Management
23.8,43.0,Mediterranean Drought Management
22.7,45.0,Mediterranean Drought Management
23.7,44.0,Mediterranean Drought Management
22.5,47.0,Mediterranean Drought Management
24.9,38.0,Mediterranean Drought Management
16.2,67.0,Sub-Arctic Summer Heat Management
24.6,39.0,Mediterranean Drought Management
28.5,34.0,Urban Cool Roofs
23.2,44.0,Mediterranean Drought Management
30.2,31.0,Urban Cool Roofs
24.7,39.0,Mediterranean Drought Management
27.7,34.0,Urban Cool Roofs
26.4,38.0,Urban Cool Roofs
24.1,42.0,Mediterranean Drought Management
28.4,34.0,Urban Cool Roofs
24.3,42.0,Mediterranean Drought Management
22.0,49.0,Mediterranean Drought Management
23.7,44.0,Mediterranean Drought Management
22.2,47.0,Mediterranean Drought Management
22.6,46.0,Mediterranean Drought Management
23.7,43.0,Mediterranean Drought Management
26.4,34.0,Urban Cool Roofs
17.9,62.0,Sub-Arctic Summer Heat Management
28.4,30.0,Urban Cool Roofs
22.2,47.0,Mediterranean Drought Management
21.9,48.0,Mediterranean Drought Management
24.7,42.0,Mediterranean Drought Management
21.7,50.0,Mediterranean Drought Management
21.7,48.0,Mediterranean Drought Management
23.3,45.0,Mediterranean Drought Management
21.8,48.0,Mediterranean Drought Management
22.2,47.0,Mediterranean Drought Management
21.8,48.0,Mediterranean Drought Management
23.5,43.0,Mediterranean Drought Management
25.6,39.0,Urban Cool Roofs
24.1,43.0,Mediterranean Drought Management
25.4,37.0,Urban Cool Roofs
16.8,65.0,Sub-Arctic Summer Heat Management
22.7,47.0,Mediterranean Drought Management
26.7,37.0,Urban Cool Roofs
23.6,42.0,Mediterranean Drought Management
27.9,31.0,Urban Cool Roofs
24.0,43.0,Mediterranean Drought Management
27.2,36.0,Urban Cool Roofs
29.9,32.0,Urban Cool Roofs
23.3,44.0,Mediterranean Drought Management
22.6,47.0,Mediterranean Drought Management
22.5,47.0,Mediterranean Drought Management
30.4,32.0,Urban Cool Roofs
22.4,46.0,Mediterranean Drought Management
27.6,32.0,Urban Cool Roofs
26.2,38.0,Urban Cool Roofs
17.8,63.0,Sub-Arctic Summer Heat Management
15.1,72.0,Temperate Wetland Restoration
12.7,78.0,Temperate Wetland Restoration
12.2,80.0,Temperate Wetland Restoration
13.4,75.0,Temperate Wetland Restoration
14.4,75.0,Temperate Wetland Restoration
14.7,72.0,Temperate Wetland Restoration
15.6,69.0,Sub-Arctic Summer Heat Management
15.1,71.0,Temperate Wetland Restoration
14.1,73.0,Temperate Wetland Restoration
13.8,75.0,Temperate Wetland Restoration
18.7,60.0,Sub-Arctic Summer Heat Management
12.1,80.0,Temperate Wetland Restoration
11.9,80.0,Temperate Wetland Restoration
13.2,76.0,Temperate Wetland Restoration
14.5,73.0,Temperate Wetland Restoration
16.9,66.0,Sub-Arctic Summer Heat Management
11.8,80.0,Temperate Wetland Restoration
15.9,68.0,Sub-Arctic Summer Heat Management
15.7,69.0,Sub-Arctic Summer Heat Management
16.2,67.0,Sub-Arctic Summer Heat Management
15.5,71.0,Temperate Wetland Restoration
15.7,69.0,Sub-Arctic Summer Heat Management
12.2,80.0,Temperate Wetland Restoration
15.6,69.0,Sub-Arctic Summer Heat Management
15.4,70.0,Sub-Arctic Summer Heat Management
12.0,79.0,Temperate Wetland Restoration
15.1,70.0,Sub-Arctic Summer Heat Management
17.5,64.0,Sub-Arctic Summer Heat Management
12.1,80.0,Temperate Wetland Restoration
12.8,77.0,Temperate Wetland Restoration
16.0,69.0,Sub-Arctic Summer Heat Management
17.1,64.0,Sub-Arctic Summer Heat Management
17.1,66.0,Sub-Arctic Summer Heat Management
17.1,68.0,Sub-Arctic Summer Heat Management
16.6,67.0,Sub-Arctic Summer Heat Management
13.7,75.0,Temperate Wetland Restoration
12.9,76.0,Temperate Wetland Restoration
14.1,76.0,Temperate Wetland Restoration
16.9,65.0,Sub-Arctic Summer Heat Management
15.3,70.0,Sub-Arctic Summer Heat Management
14.8,73.0,Temperate Wetland Restoration
16.1,68.0,Sub-Arctic Summer Heat Management
12.7,77.0,Temperate Wetland Restoration
15.2,72.0,Temperate Wetland Restoration
17.6,63.0,Sub-Arctic Summer Heat Management
13.6,77.0,Temperate Wetland Restoration
15.8,69.0,Sub-Arctic Summer Heat Management
16.3,67.0,Sub-Arctic Summer Heat Management
16.8,67.0,Sub-Arctic Summer Heat Management
13.0,77.0,Temperate Wetland Restoration
14.2,74.0,Temperate Wetland Restoration
11.7,80.0,Temperate Wetland Restoration
17.4,63.0,Sub-Arctic Summer Heat Management
12.7,78.0,Temperate Wetland Restoration
15.9,69.0,Sub-Arctic Summer Heat Management
13.4,79.0,Temperate Wetland Restoration
12.3,80.0,Temperate Wetland Restoration
13.0,77.0,Temperate Wetland Restoration
17.3,65.0,Sub-Arctic Summer Heat Management
13.7,79.0,Temperate Wetland Restoration
13.3,79.0,Temperate Wetland Restoration
14.4,80.0,Temperate Wetland Restoration
14.6,80.0,Temperate Wetland Restoration
14.2,79.0,Temperate Wetland Restoration
14.3,79.0,Temperate Wetland Restoration
14.3,80.0,Temperate Wetland Restoration
14.1,80.0,Temperate Wetland Restoration
14.2,80.0,Temperate Wetland Restoration
14.3,79.0,Temperate Wetland Restoration
14.3,80.0,Temperate Wetland Restoration
12.8,50.0,Sub-Arctic Summer Heat Management
13.5,52.0,Sub-Arctic Summer Heat Management
13.3,50.0,Sub-Arctic Summer Heat Management
12.4,59.0,Sub-Arctic Summer Heat Management
11.3,74.0,Temperate Wetland Restoration
11.4,72.0,Temperate Wetland Restoration
12.3,61.0,Sub-Arctic Summer Heat Management
12.9,55.0,Sub-Arctic Summer Heat Management
11.1,79.0,Temperate Wetland Restoration
12.6,50.0,Sub-Arctic Summer Heat Management
11.3,70.0,Sub-Arctic Summer Heat Management
11.6,67.0,Sub-Arctic Summer Heat Management
11.9,65.0,Sub-Arctic Summer Heat Management
11.4,68.0,Sub-Arctic Summer Heat Management
10.9,53.0,Sub-Arctic Summer Heat Management
11.7,52.0,Sub-Arctic Summer Heat Management
10.7,53.0,Sub-Arctic Summer Heat Management
11.8,50.0,Sub-Arctic Summer Heat Management
10.1,58.0,Sub-Arctic Summer Heat Management
10.6,53.0,Sub-Arctic Summer Heat Management
10.8,53.0,Sub-Arctic Summer Heat Management
11.6,52.0,Sub-Arctic Summer Heat Management
10.5,53.0,Sub-Arctic Summer Heat Management
10.7,53.0,Sub-Arctic Summer Heat Management
11.0,53.0,Sub-Arctic Summer Heat Management
10.8,53.0,Sub-Arctic Summer Heat Management
10.5,53.0,Sub-Arctic Summer Heat Management
10.4,53.0,Sub-Arctic Summer Heat Management
10.3,55.0,Sub-Arctic Summer Heat Management
11.4,51.0,Sub-Arctic Summer Heat Management
11.6,53.0,Sub-Arctic Summer Heat Management
11.1,52.0,Sub-Arctic Summer Heat Management
11.1,53.0,Sub-Arctic Summer Heat Management
11.4,51.0,Sub-Arctic Summer Heat Management
10.5,53.0,Sub-Arctic Summer Heat Management
11.3,51.0,Sub-Arctic Summer Heat Management
10.4,53.0,Sub-Arctic Summer Heat Management
13.7,50.0,Sub-Arctic Summer Heat Management
13.2,51.0,Sub-Arctic Summer Heat Management
13.6,54.0,Sub-Arctic Summer Heat Management
12.2,52.0,Sub-Arctic Summer Heat Management
10.6,66.0,Sub-Arctic Summer Heat Management
10.1,72.0,Temperate Wetland Restoration
10.4,65.0,Sub-Arctic Summer Heat Management
10.2,69.0,Sub-Arctic Summer Heat Management
10.6,64.0,Sub-Arctic Summer Heat Management
11.6,56.0,Sub-Arctic Summer Heat Management
11.8,54.0,Sub-Arctic Summer Heat Management
10.8,63.0,Sub-Arctic Summer Heat Management
10.2,67.0,Sub-Arctic Summer Heat Management
11.2,60.0,Sub-Arctic Summer Heat Management
10.2,67.0,Sub-Arctic Summer Heat Management
10.6,63.0,Sub-Arctic Summer Heat Management
10.0,69.0,Sub-Arctic Summer Heat Management
10.6,65.0,Sub-Arctic Summer Heat Management
11.0,61.0,Sub-Arctic Summer Heat Management
10.0,68.0,Sub-Arctic Summer Heat Management
11.1,68.0,Sub-Arctic Summer Heat Management
12.6,51.0,Sub-Arctic Summer Heat Management
10.6,64.0,Sub-Arctic Summer Heat Management
12.1,53.0,Sub-Arctic Summer Heat Management
10.7,67.0,Sub-Arctic Summer Heat Management
10.8,68.0,Sub-Arctic Summer Heat Management
11.8,65.0,Sub-Arctic Summer Heat Management
10.3,66.0,Sub-Arctic Summer Heat Management
10.1,73.0,Temperate Wetland Restoration
10.2,66.0,Sub-Arctic Summer Heat Management
10.1,66.0,Sub-Arctic Summer Heat Management
10.2,67.0,Sub-Arctic Summer Heat Management
10.9,68.0,Sub-Arctic Summer Heat Management
11.4,65.0,Sub-Arctic Summer Heat Management
10.7,68.0,Sub-Arctic Summer Heat Management
10.1,69.0,Sub-Arctic Summer Heat Management
13.0,51.0,Sub-Arctic Summer Heat Management
11.4,58.0,Sub-Arctic Summer Heat Management
10.5,65.0,Sub-Arctic Summer Heat Management
10.9,68.0,Sub-Arctic Summer Heat Management
10.3,68.0,Sub-Arctic Summer Heat Management
10.7,67.0,Sub-Arctic Summer Heat Management
10.9,67.0,Sub-Arctic Summer Heat Management
12.8,51.0,Sub-Arctic Summer Heat Management
10.1,68.0,Sub-Arctic Summer Heat Management
10.8,63.0,Sub-Arctic Summer Heat Management
10.0,71.0,Temperate Wetland Restoration
10.6,64.0,Sub-Arctic Summer Heat Management
10.1,67.0,Sub-Arctic Summer Heat Management
10.1,72.0,Temperate Wetland Restoration
10.7,63.0,Sub-Arctic Summer Heat Management
10.1,64.0,Sub-Arctic Summer Heat Management
10.7,64.0,Sub-Arctic Summer Heat Management
11.2,63.0,Sub-Arctic Summer Heat Management
11.6,64.0,Sub-Arctic Summer Heat Management
10.4,65.0,Sub-Arctic Summer Heat Management
10.1,73.0,Temperate Wetland Restoration
10.1,69.0,Sub-Arctic Summer Heat Management
10.2,69.0,Sub-Arctic Summer Heat Management
10.2,68.0,Sub-Arctic Summer Heat Management
10.5,77.0,Temperate Wetland Restoration
10.1,78.0,Temperate Wetland Restoration
10.0,71.0,Temperate Wetland Restoration
10.6,80.0,Temperate Wetland Restoration
10.2,78.0,Temperate Wetland Restoration
10.2,78.0,Temperate Wetland Restoration
10.1,80.0,Temperate Wetland Restoration
10.0,70.0,Sub-Arctic Summer Heat Management
10.2,79.0,Temperate Wetland Restoration
10.4,78.0,Temperate Wetland Restoration
10.0,70.0,Sub-Arctic Summer Heat Management
10.2,78.0,Temperate Wetland Restoration
10.1,69.0,Sub-Arctic Summer Heat Management
10.3,80.0,Temperate Wetland Restoration
10.1,71.0,Temperate Wetland Restoration
12.1,73.0,Temperate Wetland Restoration
14.1,65.0,Sub-Arctic Summer Heat Management
12.3,73.0,Temperate Wetland Restoration
12.4,72.0,Temperate Wetland Restoration
11.8,77.0,Temperate Wetland Restoration
14.1,65.0,Sub-Arctic Summer Heat Management
13.5,66.0,Sub-Arctic Summer Heat Management
12.1,72.0,Temperate Wetland Restoration
11.2,80.0,Temperate Wetland Restoration
10.6,76.0,Temperate Wetland Restoration
10.4,78.0,Temperate Wetland Restoration
14.4,64.0,Sub-Arctic Summer Heat Management
11.9,73.0,Temperate Wetland Restoration
15.0,64.0,Sub-Arctic Summer Heat Management
14.9,63.0,Sub-Arctic Summer Heat Management
12.8,67.0,Sub-Arctic Summer Heat Management
13.4,67.0,Sub-Arctic Summer Heat Management
14.5,63.0,Sub-Arctic Summer Heat Management
13.7,66.0,Sub-Arctic Summer Heat Management
14.0,66.0,Sub-Arctic Summer Heat Management
12.2,71.0,Temperate Wetland Restoration
14.4,65.0,Sub-Arctic Summer Heat Management
14.3,65.0,Sub-Arctic Summer Heat Management
11.8,75.0,Temperate Wetland Restoration
14.4,64.0,Sub-Arctic Summer Heat Management
13.1,68.0,Sub-Arctic Summer Heat Management
11.6,78.0,Temperate Wetland Restoration
12.3,71.0,Temperate Wetland Restoration
12.2,72.0,Temperate Wetland Restoration
12.7,70.0,Sub-Arctic Summer Heat Management
13.1,67.0,Sub-Arctic Summer Heat Management
14.5,63.0,Sub-Arctic Summer Heat Management
16.4,51.0,Sub-Arctic Summer Heat Management
12.2,68.0,Sub-Arctic Summer Heat Management
12.0,67.0,Sub-Arctic Summer Heat Management
11.9,63.0,Sub-Arctic Summer Heat Management
12.1,66.0,Sub-Arctic Summer Heat Management
13.7,61.0,Sub-Arctic Summer Heat Management
11.9,67.0,Sub-Arctic Summer Heat Management
10.4,73.0,Temperate Wetland Restoration
14.3,50.0,Sub-Arctic Summer Heat Management
11.2,69.0,Sub-Arctic Summer Heat Management
10.5,73.0,Temperate Wetland Restoration
11.3,72.0,Temperate Wetland Restoration
11.7,65.0,Sub-Arctic Summer Heat Management
11.8,68.0,Sub-Arctic Summer Heat Management
13.4,64.0,Sub-Arctic Summer Heat Management
10.8,76.0,Temperate Wetland Restoration
12.3,67.0,Sub-Arctic Summer Heat Management
12.9,59.0,Sub-Arctic Summer Heat Management
12.0,63.0,Sub-Arctic Summer Heat Management
12.0,68.0,Sub-Arctic Summer Heat Management
10.3,75.0,Temperate Wetland Restoration
12.6,62.0,Sub-Arctic Summer Heat Management
12.3,69.0,Sub-Arctic Summer Heat Management
11.8,63.0,Sub-Arctic Summer Heat Management
13.3,51.0,Sub-Arctic Summer Heat Management
13.6,55.0,Sub-Arctic Summer Heat Management
11.7,68.0,Sub-Arctic Summer Heat Management
13.6,62.0,Sub-Arctic Summer Heat Management
15.8,52.0,Sub-Arctic Summer Heat Management
12.3,65.0,Sub-Arctic Summer Heat Management
12.7,67.0,Sub-Arctic Summer Heat Management
11.1,74.0,Temperate Wetland Restoration
11.9,66.0,Sub-Arctic Summer Heat Management
12.0,64.0,Sub-Arctic Summer Heat Management
13.6,63.0,Sub-Arctic Summer Heat Management
11.7,68.0,Sub-Arctic Summer Heat Management
14.7,50.0,Sub-Arctic Summer Heat Management
11.9,64.0,Sub-Arctic Summer Heat Management
11.9,64.0,Sub-Arctic Summer Heat Management
11.7,67.0,Sub-Arctic Summer Heat Management
10.4,79.0,Temperate Wetland Restoration
11.6,69.0,Sub-Arctic Summer Heat Management
12.0,67.0,Sub-Arctic Summer Heat Management
10.2,72.0,Temperate Wetland Restoration
10.6,71.0,Temperate Wetland Restoration
10.5,76.0,Temperate Wetland Restoration
11.1,71.0,Temperate Wetland Restoration
10.7,72.0,Temperate Wetland Restoration
11.3,70.0,Sub-Arctic Summer Heat Management
10.5,71.0,Temperate Wetland Restoration
10.6,71.0,Temperate Wetland Restoration
11.3,69.0,Sub-Arctic Summer Heat Management
10.9,71.0,Temperate Wetland Restoration
11.6,66.0,Sub-Arctic Summer Heat Management
10.4,80.0,Temperate Wetland Restoration
10.3,71.0,Temperate Wetland Restoration
10.3,71.0,Temperate Wetland Restoration
11.6,68.0,Sub-Arctic Summer Heat Management
11.6,68.0,Sub-Arctic Summer Heat Management
10.8,74.0,Temperate Wetland Restoration
10.3,71.0,Temperate Wetland Restoration
10.2,79.0,Temperate Wetland Restoration
12.3,66.0,Sub-Arctic Summer Heat Management
11.6,67.0,Sub-Arctic Summer Heat Management
12.5,66.0,Sub-Arctic Summer Heat Management
10.7,70.0,Sub-Arctic Summer Heat Management
12.4,66.0,Sub-Arctic Summer Heat Management
11.6,68.0,Sub-Arctic Summer Heat Management
10.2,72.0,Temperate Wetland Restoration
11.1,68.0,Sub-Arctic Summer Heat Management
10.2,73.0,Temperate Wetland Restoration
11.7,69.0,Sub-Arctic Summer Heat Management
12.2,78.0,Temperate Wetland Restoration
11.7,78.0,Temperate Wetland Restoration
12.3,76.0,Temperate Wetland Restoration
12.9,69.0,Sub-Arctic Summer Heat Management
12.2,67.0,Sub-Arctic Summer Heat Management
11.6,77.0,Temperate Wetland Restoration
12.6,75.0,Temperate Wetland Restoration
11.5,72.0,Temperate Wetland Restoration
11.3,79.0,Temperate Wetland Restoration
12.2,79.0,Temperate Wetland Restoration
12.8,70.0,Sub-Arctic Summer Heat Management
10.2,78.0,Temperate Wetland Restoration
11.2,80.0,Temperate Wetland Restoration
12.4,75.0,Temperate Wetland Restoration
12.8,68.0,Sub-Arctic Summer Heat Management
12.8,71.0,Temperate Wetland Restoration
12.6,78.0,Temperate Wetland Restoration
10.3,77.0,Temperate Wetland Restoration
13.6,62.0,Sub-Arctic Summer Heat Management
10.3,77.0,Temperate Wetland Restoration
13.7,61.0,Sub-Arctic Summer Heat Management
10.9,75.0,Temperate Wetland Restoration
13.2,61.0,Sub-Arctic Summer Heat Management
11.7,71.0,Temperate Wetland Restoration
11.4,77.0,Temperate Wetland Restoration
13.5,63.0,Sub-Arctic Summer Heat Management
10.7,76.0,Temperate Wetland Restoration
13.2,66.0,Sub-Arctic Summer Heat Management
12.6,74.0,Temperate Wetland Restoration
12.0,77.0,Temperate Wetland Restoration
11.8,79.0,Temperate Wetland Restoration
13.2,63.0,Sub-Arctic Summer Heat Management
12.9,75.0,Temperate Wetland Restoration
12.3,65.0,Sub-Arctic Summer Heat Management
11.5,78.0,Temperate Wetland Restoration
13.3,65.0,Sub-Arctic Summer Heat Management
12.7,73.0,Temperate Wetland Restoration
12.8,76.0,Temperate Wetland Restoration
11.6,76.0,Temperate Wetland Restoration
12.3,73.0,Temperate Wetland Restoration
11.4,79.0,Temperate Wetland Restoration
13.2,71.0,Temperate Wetland Restoration
13.1,64.0,Sub-Arctic Summer Heat Management
14.3,56.0,Sub-Arctic Summer Heat Management
16.1,51.0,Sub-Arctic Summer Heat Management
15.8,51.0,Sub-Arctic Summer Heat Management
12.7,69.0,Sub-Arctic Summer Heat Management
10.8,80.0,Temperate Wetland Restoration
11.8,78.0,Temperate Wetland Restoration
11.8,77.0,Temperate Wetland Restoration
14.6,57.0,Sub-Arctic Summer Heat Management
12.7,69.0,Sub-Arctic Summer Heat Management
12.9,67.0,Sub-Arctic Summer Heat Management
14.3,60.0,Sub-Arctic Summer Heat Management
13.6,61.0,Sub-Arctic Summer Heat Management
13.9,58.0,Sub-Arctic Summer Heat Management
11.9,75.0,Temperate Wetland Restoration
12.1,75.0,Temperate Wetland Restoration
15.4,52.0,Sub-Arctic Summer Heat Management
13.3,63.0,Sub-Arctic Summer Heat Management
14.9,55.0,Sub-Arctic Summer Heat Management
14.8,54.0,Sub-Arctic Summer Heat Management
15.8,52.0,Sub-Arctic Summer Heat Management
15.2,50.0,Sub-Arctic Summer Heat Management
13.7,60.0,Sub-Arctic Summer Heat Management
12.7,72.0,Temperate Wetland Restoration
14.4,65.0,Sub-Arctic Summer Heat Management
13.3,64.0,Sub-Arctic Summer Heat Management
13.7,68.0,Sub-Arctic Summer Heat Management
12.8,68.0,Sub-Arctic Summer Heat Management
14.1,60.0,Sub-Arctic Summer Heat Management
14.7,58.0,Sub-Arctic Summer Heat Management
15.6,52.0,Sub-Arctic Summer Heat Management
14.4,60.0,Sub-Arctic Summer Heat Management
15.5,51.0,Sub-Arctic Summer Heat Management
15.5,50.0,Sub-Arctic Summer Heat Management
12.7,68.0,Sub-Arctic Summer Heat Management
14.9,57.0,Sub-Arctic Summer Heat Management
10.6,80.0,Temperate Wetland Restoration
14.8,56.0,Sub-Arctic Summer Heat Management
13.3,69.0,Sub-Arctic Summer Heat Management
13.7,68.0,Sub-Arctic Summer Heat Management
14.2,59.0,Sub-Arctic Summer Heat Management
15.2,52.0,Sub-Arctic Summer Heat Management
14.9,50.0,Sub-Arctic Summer Heat Management
10.7,70.0,Sub-Arctic Summer Heat Management
11.1,77.0,Temperate Wetland Restoration
10.4,76.0,Temperate Wetland Restoration
10.7,78.0,Temperate Wetland Restoration
11.1,79.0,Temperate Wetland Restoration
11.1,78.0,Temperate Wetland Restoration
10.7,73.0,Temperate Wetland Restoration
10.9,80.0,Temperate Wetland Restoration
11.4,77.0,Temperate Wetland Restoration
11.3,77.0,Temperate Wetland Restoration
10.7,69.0,Sub-Arctic Summer Heat Management
11.0,79.0,Temperate Wetland Restoration
10.4,76.0,Temperate Wetland Restoration
11.2,78.0,Temperate Wetland Restoration
11.8,72.0,Temperate Wetland Restoration
11.2,74.0,Temperate Wetland Restoration
11.7,72.0,Temperate Wetland Restoration
11.6,75.0,Temperate Wetland Restoration
11.6,78.0,Temperate Wetland Restoration
11.9,70.0,Sub-Arctic Summer Heat Management
12.7,67.0,Sub-Arctic Summer Heat Management
12.1,69.0,Sub-Arctic Summer Heat Management
10.6,78.0,Temperate Wetland Restoration
11.6,70.0,Sub-Arctic Summer Heat Management
11.5,76.0,Temperate Wetland Restoration
11.6,76.0,Temperate Wetland Restoration
11.7,72.0,Temperate Wetland Restoration
10.6,78.0,Temperate Wetland Restoration
10.8,68.0,Sub-Arctic Summer Heat Management
10.5,79.0,Temperate Wetland Restoration
11.4,77.0,Temperate Wetland Restoration
10.8,74.0,Temperate Wetland Restoration
10.4,77.0,Temperate Wetland Restoration
12.6,68.0,Sub-Arctic Summer Heat Management
10.8,71.0,Temperate Wetland Restoration
10.8,69.0,Sub-Arctic Summer Heat Management
10.7,70.0,Sub-Arctic Summer Heat Management
10.5,77.0,Temperate Wetland Restoration
11.6,75.0,Temperate Wetland Restoration
10.6,75.0,Temperate Wetland Restoration
11.2,74.0,Temperate Wetland Restoration
11.2,70.0,Sub-Arctic Summer Heat Management
12.1,70.0,Sub-Arctic Summer Heat Management
11.2,72.0,Temperate Wetland Restoration
10.8,79.0,Temperate Wetland Restoration
11.6,76.0,Temperate Wetland Restoration
10.6,78.0,Temperate Wetland Restoration
11.5,78.0,Temperate Wetland Restoration
11.1,78.0,Temperate Wetland Restoration
12.1,69.0,Sub-Arctic Summer Heat Management
11.4,71.0,Temperate Wetland Restoration
11.4,74.0,Temperate Wetland Restoration
10.7,70.0,Sub-Arctic Summer Heat Management
11.9,76.0,Temperate Wetland Restoration
11.6,76.0,Temperate Wetland Restoration
10.8,71.0,Temperate Wetland Restoration
11.2,77.0,Temperate Wetland Restoration
11.0,74.0,Temperate Wetland Restoration
10.5,76.0,Temperate Wetland Restoration
11.0,78.0,Temperate Wetland Restoration
11.4,78.0,Temperate Wetland Restoration
10.7,70.0,Sub-Arctic Summer Heat Management
11.3,78.0,Temperate Wetland Restoration
11.2,79.0,Temperate Wetland Restoration
11.7,74.0,Temperate Wetland Restoration
11.1,78.0,Temperate Wetland Restoration
11.2,77.0,Temperate Wetland Restoration
10.5,80.0,Temperate Wetland Restoration
10.7,70.0,Sub-Arctic Summer Heat Management
10.6,70.0,Sub-Arctic Summer Heat Management
12.3,70.0,Sub-Arctic Summer Heat Management
10.6,80.0,Temperate Wetland Restoration
10.6,80.0,Temperate Wetland Restoration
12.2,70.0,Sub-Arctic Summer Heat Management
10.8,69.0,Sub-Arctic Summer Heat Management
12.6,69.0,Sub-Arctic Summer Heat Management
10.9,74.0,Temperate Wetland Restoration
11.3,70.0,Sub-Arctic Summer Heat Management
10.3,77.0,Temperate Wetland Restoration
11.5,70.0,Sub-Arctic Summer Heat Management
11.4,78.0,Temperate Wetland Restoration
11.2,77.0,Temperate Wetland Restoration
12.5,70.0,Sub-Arctic Summer Heat Management
11.0,80.0,Temperate Wetland Restoration
11.1,78.0,Temperate Wetland Restoration
15.8,58.0,Sub-Arctic Summer Heat Management
15.2,61.0,Sub-Arctic Summer Heat Management
16.4,51.0,Sub-Arctic Summer Heat Management
14.3,68.0,Sub-Arctic Summer Heat Management
14.2,72.0,Temperate Wetland Restoration
16.3,57.0,Sub-Arctic Summer Heat Management
14.6,68.0,Sub-Arctic Summer Heat Management
16.3,50.0,Sub-Arctic Summer Heat Management
14.7,66.0,Sub-Arctic Summer Heat Management
14.8,74.0,Temperate Wetland Restoration
16.3,54.0,Sub-Arctic Summer Heat Management
15.4,60.0,Sub-Arctic Summer Heat Management
16.5,50.0,Sub-Arctic Summer Heat Management
15.0,64.0,Sub-Arctic Summer Heat Management
12.3,68.0,Sub-Arctic Summer Heat Management
11.6,72.0,Temperate Wetland Restoration
15.4,61.0,Sub-Arctic Summer Heat Management
15.7,58.0,Sub-Arctic Summer Heat Management
15.3,59.0,Sub-Arctic Summer Heat Management
13.6,68.0,Sub-Arctic Summer Heat Management
13.9,53.0,Sub-Arctic Summer Heat Management
10.8,80.0,Temperate Wetland Restoration
14.9,57.0,Sub-Arctic Summer Heat Management
13.6,58.0,Sub-Arctic Summer Heat Management
11.0,79.0,Temperate Wetland Restoration
14.8,66.0,Sub-Arctic Summer Heat Management
15.2,63.0,Sub-Arctic Summer Heat Management
14.4,50.0,Sub-Arctic Summer Heat Management
13.7,54.0,Sub-Arctic Summer Heat Management
14.2,52.0,Sub-Arctic Summer Heat Management
11.9,70.0,Sub-Arctic Summer Heat Management
15.7,57.0,Sub-Arctic Summer Heat Management
11.2,76.0,Temperate Wetland Restoration
10.8,80.0,Temperate Wetland Restoration
11.4,75.0,Temperate Wetland Restoration
14.0,72.0,Temperate Wetland Restoration
14.6,67.0,Sub-Arctic Summer Heat Management
12.8,64.0,Sub-Arctic Summer Heat Management
13.4,59.0,Sub-Arctic Summer Heat Management
12.6,75.0,Temperate Wetland Restoration
13.6,74.0,Temperate Wetland Restoration
12.4,67.0,Sub-Arctic Summer Heat Management
12.2,79.0,Temperate Wetland Restoration
13.1,73.0,Temperate Wetland Restoration
13.1,61.0,Sub-Arctic Summer Heat Management
10.3,79.0,Temperate Wetland Restoration
10.8,76.0,Temperate Wetland Restoration
10.8,78.0,Temperate Wetland Restoration
10.1,80.0,Temperate Wetland Restoration
10.4,75.0,Temperate Wetland Restoration
12.1,68.0,Sub-Arctic Summer Heat Management
10.1,76.0,Temperate Wetland Restoration
12.6,71.0,Temperate Wetland Restoration
12.5,69.0,Sub-Arctic Summer Heat Management
10.4,75.0,Temperate Wetland Restoration
12.5,69.0,Sub-Arctic Summer Heat Management
12.4,77.0,Temperate Wetland Restoration
10.0,77.0,Temperate Wetland Restoration
12.8,68.0,Sub-Arctic Summer Heat Management
10.8,80.0,Temperate Wetland Restoration
12.0,71.0,Temperate Wetland Restoration
12.2,77.0,Temperate Wetland Restoration
11.3,71.0,Temperate Wetland Restoration
11.0,80.0,Temperate Wetland Restoration
12.2,80.0,Temperate Wetland Restoration
11.7,67.0,Sub-Arctic Summer Heat Management
11.8,75.0,Temperate Wetland Restoration
12.6,69.0,Sub-Arctic Summer Heat Management
10.6,78.0,Temperate Wetland Restoration
11.0,79.0,Temperate Wetland Restoration
11.9,75.0,Temperate Wetland Restoration
