air_temp,aerosols,Land_Type
1.1,0.2637,High-Altitude Glacier Protection
9.1,1.327975584,Integrated Mountain Ecosystem Management
1.7,0.0789,High-Altitude Glacier Protection
3.9,0.0878,High-Altitude Glacier Protection
3.5,0.1259,High-Altitude Glacier Protection
3.2,0.1449,High-Altitude Glacier Protection
1.2,1.254755848,Integrated Mountain Ecosystem Management
0.6,0.861239129,High-Altitude Glacier Protection
0.8,0.2525,High-Altitude Glacier Protection
1.2,0.084407805,High-Altitude Glacier Protection
4.4,0.0696,High-Altitude Glacier Protection
0.7,0.3516,High-Altitude Glacier Protection
1.3,-0.2909,High-Altitude Glacier Protection
3.1,1.522655931,Integrated Mountain Ecosystem Management
4.3,0.1364,High-Altitude Glacier Protection
5.7,1.616517979,Integrated Mountain Ecosystem Management
15.9,2.021474701,Wetland Carbon Sink Restoration
16.8,1.153892098,Wetland Carbon Sink Restoration
7.0,1.472760698,Integrated Mountain Ecosystem Management
5.6,1.26408948,Integrated Mountain Ecosystem Management
16.3,2.778816417,Wetland Carbon Sink Restoration
4.4,0.883460435,High-Altitude Glacier Protection
8.8,1.415985785,Integrated Mountain Ecosystem Management
17.3,1.861824458,Wetland Carbon Sink Restoration
16.8,2.921667691,Wetland Carbon Sink Restoration
17.4,1.541341322,Wetland Carbon Sink Restoration
6.2,1.629084762,Integrated Mountain Ecosystem Management
4.6,0.585817119,High-Altitude Glacier Protection
17.4,2.261279951,Wetland Carbon Sink Restoration
4.4,1.547899803,Integrated Mountain Ecosystem Management
15.3,1.813960199,Wetland Carbon Sink Restoration
17.4,1.17547316,Wetland Carbon Sink Restoration
6.3,1.282006812,Integrated Mountain Ecosystem Management
11.7,1.101688496,Wetland Carbon Sink Restoration
15.4,2.997618451,Wetland Carbon Sink Restoration
4.4,0.2852,High-Altitude Glacier Protection
4.3,0.2075,High-Altitude Glacier Protection
3.2,0.0927,High-Altitude Glacier Protection
2.9,0.0668,High-Altitude Glacier Protection
2.4,0.1269,High-Altitude Glacier Protection
4.6,0.1351,High-Altitude Glacier Protection
2.1,0.2118,High-Altitude Glacier Protection
5.0,0.2011,High-Altitude Glacier Protection
2.2,0.2028,High-Altitude Glacier Protection
2.6,0.2582,High-Altitude Glacier Protection
1.9,0.1907,High-Altitude Glacier Protection
2.8,0.2058,High-Altitude Glacier Protection
2.1,0.3497,High-Altitude Glacier Protection
3.1,0.2453,High-Altitude Glacier Protection
2.0,0.176,High-Altitude Glacier Protection
4.3,0.1164,High-Altitude Glacier Protection
4.9,0.2737,High-Altitude Glacier Protection
2.8,0.4132,High-Altitude Glacier Protection
3.8,0.2787,High-Altitude Glacier Protection
2.6,0.334,High-Altitude Glacier Protection
2.1,0.3335,High-Altitude Glacier Protection
2.0,0.069,High-Altitude Glacier Protection
2.1,0.1898,High-Altitude Glacier Protection
4.8,0.1657,High-Altitude Glacier Protection
1.9,0.1914,High-Altitude Glacier Protection
3.3,0.2196,High-Altitude Glacier Protection
3.0,0.205,High-Altitude Glacier Protection
2.2,0.0948,High-Altitude Glacier Protection
2.1,0.0987,High-Altitude Glacier Protection
1.9,0.2113,High-Altitude Glacier Protection
2.2,0.1373,High-Altitude Glacier Protection
2.1,0.3905,High-Altitude Glacier Protection
3.9,0.2527,High-Altitude Glacier Protection
2.6,0.2239,High-Altitude Glacier Protection
4.4,0.2565,High-Altitude Glacier Protection
2.3,0.3152,High-Altitude Glacier Protection
4.1,0.0828,High-Altitude Glacier Protection
2.8,0.0981,High-Altitude Glacier Protection
2.0,0.1088,High-Altitude Glacier Protection
2.1,0.212,High-Altitude Glacier Protection
3.7,0.0879,High-Altitude Glacier Protection
2.0,0.0815,High-Altitude Glacier Protection
3.6,0.0936,High-Altitude Glacier Protection
2.6,0.1923,High-Altitude Glacier Protection
2.3,0.2342,High-Altitude Glacier Protection
2.1,0.0879,High-Altitude Glacier Protection
2.0,0.115,High-Altitude Glacier Protection
4.7,0.1675,High-Altitude Glacier Protection
2.2,0.0687,High-Altitude Glacier Protection
2.2,0.078,High-Altitude Glacier Protection
3.4,0.1411,High-Altitude Glacier Protection
2.2,0.1389,High-Altitude Glacier Protection
2.4,0.1189,High-Altitude Glacier Protection
5.4,1.1572,Integrated Mountain Ecosystem Management
10.7,1.806352583,Wetland Carbon Sink Restoration
10.3,2.752911278,Wetland Carbon Sink Restoration
6.8,1.042095596,Integrated Mountain Ecosystem Management
7.7,1.48430402,Integrated Mountain Ecosystem Management
7.8,1.955288338,Integrated Mountain Ecosystem Management
10.2,2.871739104,Wetland Carbon Sink Restoration
5.6,1.867462274,Integrated Mountain Ecosystem Management
8.4,1.261003958,Integrated Mountain Ecosystem Management
5.9,1.394895113,Integrated Mountain Ecosystem Management
10.7,1.991960543,Wetland Carbon Sink Restoration
9.2,1.777988364,Integrated Mountain Ecosystem Management
10.6,2.737171811,Wetland Carbon Sink Restoration
10.9,1.492854525,Wetland Carbon Sink Restoration
10.4,2.993093486,Wetland Carbon Sink Restoration
5.8,1.231262034,Integrated Mountain Ecosystem Management
10.3,2.991669158,Wetland Carbon Sink Restoration
10.7,1.79339715,Wetland Carbon Sink Restoration
7.0,1.400499791,Integrated Mountain Ecosystem Management
10.6,1.081111537,Wetland Carbon Sink Restoration
5.4,1.647244892,Integrated Mountain Ecosystem Management
8.0,1.944160941,Integrated Mountain Ecosystem Management
10.4,1.071195981,Wetland Carbon Sink Restoration
5.7,1.603255917,Integrated Mountain Ecosystem Management
10.5,1.941843606,Wetland Carbon Sink Restoration
8.3,1.488875374,Integrated Mountain Ecosystem Management
5.3,1.902211332,Integrated Mountain Ecosystem Management
7.6,1.604984057,Integrated Mountain Ecosystem Management
10.9,2.624368032,Wetland Carbon Sink Restoration
5.4,1.444342149,Integrated Mountain Ecosystem Management
10.6,1.260184363,Wetland Carbon Sink Restoration
7.2,1.846783711,Integrated Mountain Ecosystem Management
10.9,2.667077283,Wetland Carbon Sink Restoration
10.8,1.55018194,Wetland Carbon Sink Restoration
7.1,1.195460509,Integrated Mountain Ecosystem Management
10.4,1.498685595,Wetland Carbon Sink Restoration
5.3,1.5180874,Integrated Mountain Ecosystem Management
4.8,1.553358914,Integrated Mountain Ecosystem Management
11.2,2.735466138,Wetland Carbon Sink Restoration
4.7,1.912167069,Integrated Mountain Ecosystem Management
4.8,0.553472865,High-Altitude Glacier Protection
9.8,1.67694832,Integrated Mountain Ecosystem Management
4.7,0.378467737,High-Altitude Glacier Protection
12.2,2.878668618,Wetland Carbon Sink Restoration
5.3,1.270576878,Integrated Mountain Ecosystem Management
5.0,0.69736513,High-Altitude Glacier Protection
9.9,1.315359819,Integrated Mountain Ecosystem Management
8.7,1.880953,Integrated Mountain Ecosystem Management
5.6,1.974033851,Integrated Mountain Ecosystem Management
4.8,1.497655081,Integrated Mountain Ecosystem Management
4.7,0.2227,High-Altitude Glacier Protection
4.7,0.0628,High-Altitude Glacier Protection
4.9,0.0016,High-Altitude Glacier Protection
4.7,0.0148,High-Altitude Glacier Protection
4.7,0.125,High-Altitude Glacier Protection
4.9,0.175,High-Altitude Glacier Protection
4.6,0.1638,High-Altitude Glacier Protection
4.7,0.3642,High-Altitude Glacier Protection
4.8,0.1215,High-Altitude Glacier Protection
4.7,0.5185,High-Altitude Glacier Protection
4.7,0.0598,High-Altitude Glacier Protection
4.8,0.092,High-Altitude Glacier Protection
4.6,0.0805,High-Altitude Glacier Protection
4.8,0.3163,High-Altitude Glacier Protection
5.9,1.0708,Integrated Mountain Ecosystem Management
4.7,0.1229,High-Altitude Glacier Protection
4.7,0.1212,High-Altitude Glacier Protection
4.8,0.1008,High-Altitude Glacier Protection
4.7,0.297,High-Altitude Glacier Protection
4.8,0.2886,High-Altitude Glacier Protection
6.3,1.0003,Integrated Mountain Ecosystem Management
10.0,1.0152,Wetland Carbon Sink Restoration
12.7,2.306148386,Wetland Carbon Sink Restoration
14.3,1.5532,Wetland Carbon Sink Restoration
12.6,1.8952,Wetland Carbon Sink Restoration
11.6,1.7779,Wetland Carbon Sink Restoration
13.6,1.6967,Wetland Carbon Sink Restoration
10.7,1.6567,Wetland Carbon Sink Restoration
12.0,1.6775,Wetland Carbon Sink Restoration
12.8,1.7513,Wetland Carbon Sink Restoration
13.6,1.6241,Wetland Carbon Sink Restoration
13.3,1.7709,Wetland Carbon Sink Restoration
13.8,1.022165006,Wetland Carbon Sink Restoration
9.6,1.213372039,Integrated Mountain Ecosystem Management
11.9,2.433710227,Wetland Carbon Sink Restoration
13.2,1.749353952,Wetland Carbon Sink Restoration
11.8,2.448529986,Wetland Carbon Sink Restoration
14.2,1.231390882,Wetland Carbon Sink Restoration
13.0,2.827742321,Wetland Carbon Sink Restoration
13.2,2.460987723,Wetland Carbon Sink Restoration
14.4,2.725896667,Wetland Carbon Sink Restoration
12.1,1.480020608,Wetland Carbon Sink Restoration
9.6,1.019556759,Integrated Mountain Ecosystem Management
11.3,1.674923445,Wetland Carbon Sink Restoration
14.3,2.73386714,Wetland Carbon Sink Restoration
11.6,1.990356118,Wetland Carbon Sink Restoration
10.7,1.042486198,Wetland Carbon Sink Restoration
11.2,1.890085553,Wetland Carbon Sink Restoration
14.3,2.546831029,Wetland Carbon Sink Restoration
2.1,0.102,High-Altitude Glacier Protection
3.1,0.1851,High-Altitude Glacier Protection
1.8,0.1811,High-Altitude Glacier Protection
2.8,0.1981,High-Altitude Glacier Protection
3.9,0.1813,High-Altitude Glacier Protection
2.9,0.6677,High-Altitude Glacier Protection
4.6,0.2312,High-Altitude Glacier Protection
3.2,0.2352,High-Altitude Glacier Protection
4.3,0.3832,High-Altitude Glacier Protection
2.6,0.1115,High-Altitude Glacier Protection
3.6,0.1149,High-Altitude Glacier Protection
3.5,0.2277,High-Altitude Glacier Protection
5.7,1.0571,Integrated Mountain Ecosystem Management
10.1,1.0205,Wetland Carbon Sink Restoration
2.5,0.5039,High-Altitude Glacier Protection
10.2,1.0376,Wetland Carbon Sink Restoration
2.9,1.0542,Integrated Mountain Ecosystem Management
6.3,1.0155,Integrated Mountain Ecosystem Management
9.6,1.0196,Integrated Mountain Ecosystem Management
3.2,0.968,High-Altitude Glacier Protection
8.1,1.032,Integrated Mountain Ecosystem Management
9.4,1.0219,Integrated Mountain Ecosystem Management
1.8,0.9872,High-Altitude Glacier Protection
3.1,0.9748,High-Altitude Glacier Protection
10.0,1.023,Wetland Carbon Sink Restoration
8.6,1.0124,Integrated Mountain Ecosystem Management
4.8,0.9006,High-Altitude Glacier Protection
2.9,0.8305,High-Altitude Glacier Protection
4.9,0.331,High-Altitude Glacier Protection
3.3,0.818,High-Altitude Glacier Protection
3.1,0.7616,High-Altitude Glacier Protection
2.0,0.8266,High-Altitude Glacier Protection
2.8,0.8025,High-Altitude Glacier Protection
1.8,0.6347,High-Altitude Glacier Protection
10.1,2.2582,Wetland Carbon Sink Restoration
1.9,0.8681,High-Altitude Glacier Protection
4.1,0.8494,High-Altitude Glacier Protection
4.1,0.5164,High-Altitude Glacier Protection
3.8,0.973,High-Altitude Glacier Protection
2.3,0.9756,High-Altitude Glacier Protection
9.2,1.0017,Integrated Mountain Ecosystem Management
2.6,0.9529,High-Altitude Glacier Protection
6.6,1.0008,Integrated Mountain Ecosystem Management
3.8,1.0472,Integrated Mountain Ecosystem Management
7.8,1.0631,Integrated Mountain Ecosystem Management
2.2,1.0491,Integrated Mountain Ecosystem Management
4.4,1.0858,Integrated Mountain Ecosystem Management
7.4,1.1001,Integrated Mountain Ecosystem Management
1.9,1.1618,Integrated Mountain Ecosystem Management
3.8,1.2762,Integrated Mountain Ecosystem Management
10.2,1.2092,Wetland Carbon Sink Restoration
10.2,1.2796,Wetland Carbon Sink Restoration
8.0,1.2452,Integrated Mountain Ecosystem Management
2.2,1.3165,Integrated Mountain Ecosystem Management
2.4,1.3457,Integrated Mountain Ecosystem Management
7.8,1.3678,Integrated Mountain Ecosystem Management
7.3,1.42,Integrated Mountain Ecosystem Management
6.6,1.456,Integrated Mountain Ecosystem Management
8.5,1.3996,Integrated Mountain Ecosystem Management
6.3,1.4359,Integrated Mountain Ecosystem Management
8.2,1.4171,Integrated Mountain Ecosystem Management
3.6,1.3782,Integrated Mountain Ecosystem Management
11.2,1.0125,Wetland Carbon Sink Restoration
9.4,1.1531,Integrated Mountain Ecosystem Management
4.4,1.4062,Integrated Mountain Ecosystem Management
2.9,1.4423,Integrated Mountain Ecosystem Management
11.4,1.1352,Wetland Carbon Sink Restoration
11.5,1.6672,Wetland Carbon Sink Restoration
8.9,1.493,Integrated Mountain Ecosystem Management
7.1,1.6003,Integrated Mountain Ecosystem Management
2.6,1.5487,Integrated Mountain Ecosystem Management
5.2,1.5678,Integrated Mountain Ecosystem Management
7.9,1.6303,Integrated Mountain Ecosystem Management
10.1,1.584,Wetland Carbon Sink Restoration
5.2,1.6632,Integrated Mountain Ecosystem Management
10.3,1.65,Wetland Carbon Sink Restoration
8.6,1.652,Integrated Mountain Ecosystem Management
6.8,1.6073,Integrated Mountain Ecosystem Management
11.3,1.5853,Wetland Carbon Sink Restoration
7.2,1.5926,Integrated Mountain Ecosystem Management
6.9,1.641,Integrated Mountain Ecosystem Management
5.2,1.6407,Integrated Mountain Ecosystem Management
10.8,1.6171,Wetland Carbon Sink Restoration
11.2,1.6923,Wetland Carbon Sink Restoration
6.6,1.6734,Integrated Mountain Ecosystem Management
5.7,1.6613,Integrated Mountain Ecosystem Management
5.1,1.8461,Integrated Mountain Ecosystem Management
4.8,0.6522,High-Altitude Glacier Protection
4.7,0.262,High-Altitude Glacier Protection
8.9,1.0847,Integrated Mountain Ecosystem Management
2.9,0.1949,High-Altitude Glacier Protection
4.8,0.1998,High-Altitude Glacier Protection
4.6,0.158,High-Altitude Glacier Protection
3.2,0.1001,High-Altitude Glacier Protection
3.1,0.0763,High-Altitude Glacier Protection
3.8,0.1758,High-Altitude Glacier Protection
4.1,0.382,High-Altitude Glacier Protection
3.6,0.0931,High-Altitude Glacier Protection
2.6,0.1068,High-Altitude Glacier Protection
2.4,0.1661,High-Altitude Glacier Protection
3.3,0.0524,High-Altitude Glacier Protection
4.7,0.168,High-Altitude Glacier Protection
2.4,0.1674,High-Altitude Glacier Protection
4.1,0.2126,High-Altitude Glacier Protection
3.8,0.1029,High-Altitude Glacier Protection
4.3,0.1171,High-Altitude Glacier Protection
3.8,1.8112,Integrated Mountain Ecosystem Management
7.1,1.7243,Integrated Mountain Ecosystem Management
17.4,1.7391,Wetland Carbon Sink Restoration
16.8,1.7678,Wetland Carbon Sink Restoration
18.9,1.7017,Wetland Carbon Sink Restoration
16.1,1.5291,Wetland Carbon Sink Restoration
4.3,0.135,High-Altitude Glacier Protection
4.9,0.07,High-Altitude Glacier Protection
4.8,0.0744,High-Altitude Glacier Protection
4.6,0.1585,High-Altitude Glacier Protection
3.9,0.0362,High-Altitude Glacier Protection
4.7,0.1671,High-Altitude Glacier Protection
3.8,0.1408,High-Altitude Glacier Protection
3.8,0.095,High-Altitude Glacier Protection
7.8,1.251,Integrated Mountain Ecosystem Management
5.0,0.2399,High-Altitude Glacier Protection
4.3,0.1986,High-Altitude Glacier Protection
4.2,0.1862,High-Altitude Glacier Protection
3.9,0.1661,High-Altitude Glacier Protection
3.9,0.2166,High-Altitude Glacier Protection
4.3,0.1399,High-Altitude Glacier Protection
4.9,0.1099,High-Altitude Glacier Protection
4.2,0.142,High-Altitude Glacier Protection
4.7,0.0975,High-Altitude Glacier Protection
4.4,0.1636,High-Altitude Glacier Protection
4.1,0.1329,High-Altitude Glacier Protection
4.2,0.1072,High-Altitude Glacier Protection
4.8,0.1212,High-Altitude Glacier Protection
5.0,0.1026,High-Altitude Glacier Protection
30.6,0.1427,Heat-Adapted Coastal Ecosystems
31.2,0.1061,Heat-Adapted Coastal Ecosystems
29.8,0.4031,Heat-Adapted Coastal Ecosystems
30.2,0.1379,Heat-Adapted Coastal Ecosystems
30.9,0.1247,Heat-Adapted Coastal Ecosystems
31.3,0.1454,Heat-Adapted Coastal Ecosystems
27.1,0.148,Heat-Adapted Coastal Ecosystems
27.9,0.1404,Heat-Adapted Coastal Ecosystems
27.9,0.0838,Heat-Adapted Coastal Ecosystems
30.8,0.136,Heat-Adapted Coastal Ecosystems
31.1,0.0693,Heat-Adapted Coastal Ecosystems
31.4,0.0717,Heat-Adapted Coastal Ecosystems
25.7,0.0842,Heat-Adapted Coastal Ecosystems
31.2,0.2337,Heat-Adapted Coastal Ecosystems
31.1,0.1782,Heat-Adapted Coastal Ecosystems
26.6,0.1692,Heat-Adapted Coastal Ecosystems
25.2,0.1456,Heat-Adapted Coastal Ecosystems
30.0,0.1013,Heat-Adapted Coastal Ecosystems
30.8,0.1835,Heat-Adapted Coastal Ecosystems
29.2,0.1145,Heat-Adapted Coastal Ecosystems
26.9,0.1238,Heat-Adapted Coastal Ecosystems
27.4,1.3289,Heat-Adapted Coastal Ecosystems
29.7,0.0748,Heat-Adapted Coastal Ecosystems
30.9,0.4546,Heat-Adapted Coastal Ecosystems
31.6,0.1221,Heat-Adapted Coastal Ecosystems
29.9,0.1066,Heat-Adapted Coastal Ecosystems
31.2,0.0917,Heat-Adapted Coastal Ecosystems
31.6,0.1498,Heat-Adapted Coastal Ecosystems
31.5,0.0566,Heat-Adapted Coastal Ecosystems
28.7,0.1377,Heat-Adapted Coastal Ecosystems
31.4,0.235,Heat-Adapted Coastal Ecosystems
31.3,0.2544,Heat-Adapted Coastal Ecosystems
28.6,0.1294,Heat-Adapted Coastal Ecosystems
30.3,0.093,Heat-Adapted Coastal Ecosystems
29.8,0.1451,Heat-Adapted Coastal Ecosystems
31.3,0.6472,Heat-Adapted Coastal Ecosystems
31.2,0.444,Heat-Adapted Coastal Ecosystems
27.6,0.293,Heat-Adapted Coastal Ecosystems
27.0,0.1371,Heat-Adapted Coastal Ecosystems
29.7,0.1729,Heat-Adapted Coastal Ecosystems
27.7,0.3913,Heat-Adapted Coastal Ecosystems
25.9,0.1762,Heat-Adapted Coastal Ecosystems
28.3,0.0493,Heat-Adapted Coastal Ecosystems
28.9,0.1651,Heat-Adapted Coastal Ecosystems
25.5,0.0898,Heat-Adapted Coastal Ecosystems
29.5,0.1253,Heat-Adapted Coastal Ecosystems
28.8,0.136,Heat-Adapted Coastal Ecosystems
28.7,0.2023,Heat-Adapted Coastal Ecosystems
28.3,0.1576,Heat-Adapted Coastal Ecosystems
29.6,0.1209,Heat-Adapted Coastal Ecosystems
25.1,0.2652,Heat-Adapted Coastal Ecosystems
29.1,0.2074,Heat-Adapted Coastal Ecosystems
28.5,0.1497,Heat-Adapted Coastal Ecosystems
30.2,0.3226,Heat-Adapted Coastal Ecosystems
27.7,0.1312,Heat-Adapted Coastal Ecosystems
26.4,0.4567,Heat-Adapted Coastal Ecosystems
28.4,0.8295,Heat-Adapted Coastal Ecosystems
26.4,0.1297,Heat-Adapted Coastal Ecosystems
28.4,0.3298,Heat-Adapted Coastal Ecosystems
29.4,0.1157,Heat-Adapted Coastal Ecosystems
29.1,0.1376,Heat-Adapted Coastal Ecosystems
25.6,0.1412,Heat-Adapted Coastal Ecosystems
25.4,0.139,Heat-Adapted Coastal Ecosystems
26.7,0.1663,Heat-Adapted Coastal Ecosystems
27.9,0.1495,Heat-Adapted Coastal Ecosystems
27.2,0.2068,Heat-Adapted Coastal Ecosystems
29.9,0.181,Heat-Adapted Coastal Ecosystems
30.4,0.2979,Heat-Adapted Coastal Ecosystems
27.6,0.1414,Heat-Adapted Coastal Ecosystems
26.2,0.0921,Heat-Adapted Coastal Ecosystems
13.0,1.1586,Wetland Carbon Sink Restoration
14.6,1.2659,Wetland Carbon Sink Restoration
12.9,1.6257,Wetland Carbon Sink Restoration
10.7,1.3565,Wetland Carbon Sink Restoration
11.8,1.4584,Wetland Carbon Sink Restoration
10.7,1.6977,Wetland Carbon Sink Restoration
9.9,1.3593,Integrated Mountain Ecosystem Management
9.9,1.1276,Integrated Mountain Ecosystem Management
12.7,1.2536,Wetland Carbon Sink Restoration
12.6,2.162083142,Wetland Carbon Sink Restoration
11.5,2.2235402,Wetland Carbon Sink Restoration
11.7,1.0309,Wetland Carbon Sink Restoration
8.4,1.2032,Integrated Mountain Ecosystem Management
14.3,1.241746614,Wetland Carbon Sink Restoration
7.9,1.099779271,Integrated Mountain Ecosystem Management
10.4,1.202964457,Wetland Carbon Sink Restoration
8.9,1.301036174,Integrated Mountain Ecosystem Management
10.6,2.347829436,Wetland Carbon Sink Restoration
10.8,1.198327145,Wetland Carbon Sink Restoration
10.2,1.323964387,Wetland Carbon Sink Restoration
10.7,1.9675,Wetland Carbon Sink Restoration
11.4,1.1442,Wetland Carbon Sink Restoration
12.8,2.165046295,Wetland Carbon Sink Restoration
10.1,1.9822,Wetland Carbon Sink Restoration
10.2,1.0055,Wetland Carbon Sink Restoration
9.4,1.7966,Integrated Mountain Ecosystem Management
9.1,1.912665478,Integrated Mountain Ecosystem Management
9.7,1.66325452,Integrated Mountain Ecosystem Management
9.7,1.236580302,Integrated Mountain Ecosystem Management
9.7,1.845213792,Integrated Mountain Ecosystem Management
10.5,2.015408541,Wetland Carbon Sink Restoration
9.3,1.502126738,Integrated Mountain Ecosystem Management
10.1,2.965018779,Wetland Carbon Sink Restoration
9.9,1.210310179,Integrated Mountain Ecosystem Management
10.6,2.470371018,Wetland Carbon Sink Restoration
10.2,1.008071446,Wetland Carbon Sink Restoration
9.9,1.09438889,Integrated Mountain Ecosystem Management
10.2,2.281019192,Wetland Carbon Sink Restoration
10.1,2.329923601,Wetland Carbon Sink Restoration
10.2,2.025136254,Wetland Carbon Sink Restoration
10.4,2.771117766,Wetland Carbon Sink Restoration
10.2,1.285717582,Wetland Carbon Sink Restoration
9.1,1.794332465,Integrated Mountain Ecosystem Management
10.1,1.888532361,Wetland Carbon Sink Restoration
10.3,2.52535809,Wetland Carbon Sink Restoration
9.2,1.368003736,Integrated Mountain Ecosystem Management
9.1,1.333690938,Integrated Mountain Ecosystem Management
9.6,1.156771787,Integrated Mountain Ecosystem Management
9.6,1.075442984,Integrated Mountain Ecosystem Management
9.2,1.195730675,Integrated Mountain Ecosystem Management
9.1,1.76006982,Integrated Mountain Ecosystem Management
9.1,1.989981384,Integrated Mountain Ecosystem Management
9.7,1.283188873,Integrated Mountain Ecosystem Management
9.5,1.888965865,Integrated Mountain Ecosystem Management
11.2,2.262005511,Wetland Carbon Sink Restoration
9.3,1.241013452,Integrated Mountain Ecosystem Management
10.6,2.701832338,Wetland Carbon Sink Restoration
10.8,2.0859067,Wetland Carbon Sink Restoration
10.4,2.952692626,Wetland Carbon Sink Restoration
9.4,1.297805513,Integrated Mountain Ecosystem Management
10.1,2.0132319,Wetland Carbon Sink Restoration
10.2,1.009650007,Wetland Carbon Sink Restoration
11.1,2.854820028,Wetland Carbon Sink Restoration
11.1,1.053398745,Wetland Carbon Sink Restoration
10.3,2.194603429,Wetland Carbon Sink Restoration
9.2,1.764357677,Integrated Mountain Ecosystem Management
10.0,2.355547673,Wetland Carbon Sink Restoration
9.4,1.349452295,Integrated Mountain Ecosystem Management
11.1,1.655585987,Wetland Carbon Sink Restoration
11.0,2.038859888,Wetland Carbon Sink Restoration
9.3,1.489885302,Integrated Mountain Ecosystem Management
10.7,1.12264773,Wetland Carbon Sink Restoration
9.3,1.617357108,Integrated Mountain Ecosystem Management
10.0,2.066767598,Wetland Carbon Sink Restoration
9.3,1.527454426,Integrated Mountain Ecosystem Management
10.6,2.730752902,Wetland Carbon Sink Restoration
11.1,1.691668705,Wetland Carbon Sink Restoration
10.3,1.805993024,Wetland Carbon Sink Restoration
9.3,1.080961806,Integrated Mountain Ecosystem Management
8.3,1.323245779,Integrated Mountain Ecosystem Management
11.2,1.210174718,Wetland Carbon Sink Restoration
10.5,1.498649944,Wetland Carbon Sink Restoration
9.9,1.343261161,Integrated Mountain Ecosystem Management
13.5,1.423562621,Wetland Carbon Sink Restoration
12.1,1.442416185,Wetland Carbon Sink Restoration
11.2,2.279828921,Wetland Carbon Sink Restoration
11.2,2.900210546,Wetland Carbon Sink Restoration
10.2,2.154258315,Wetland Carbon Sink Restoration
14.4,1.756357179,Wetland Carbon Sink Restoration
11.2,2.522170395,Wetland Carbon Sink Restoration
9.6,1.524795916,Integrated Mountain Ecosystem Management
15.0,1.102535428,Wetland Carbon Sink Restoration
8.7,1.366003154,Integrated Mountain Ecosystem Management
14.9,1.299536409,Wetland Carbon Sink Restoration
11.2,1.471930357,Wetland Carbon Sink Restoration
10.7,2.324403969,Wetland Carbon Sink Restoration
9.3,1.874512496,Integrated Mountain Ecosystem Management
9.6,1.023213197,Integrated Mountain Ecosystem Management
12.8,2.728445713,Wetland Carbon Sink Restoration
11.5,2.654664865,Wetland Carbon Sink Restoration
14.5,1.767075086,Wetland Carbon Sink Restoration
14.0,1.368982361,Wetland Carbon Sink Restoration
8.6,1.065805443,Integrated Mountain Ecosystem Management
8.3,1.994059542,Integrated Mountain Ecosystem Management
8.3,1.722750654,Integrated Mountain Ecosystem Management
14.4,1.151190004,Wetland Carbon Sink Restoration
14.3,1.784864365,Wetland Carbon Sink Restoration
10.1,1.624354314,Wetland Carbon Sink Restoration
14.4,1.432768329,Wetland Carbon Sink Restoration
11.2,2.489552108,Wetland Carbon Sink Restoration
9.8,1.640964233,Integrated Mountain Ecosystem Management
8.9,1.255345745,Integrated Mountain Ecosystem Management
11.2,2.228077451,Wetland Carbon Sink Restoration
14.5,1.876538713,Wetland Carbon Sink Restoration
16.4,1.501294509,Wetland Carbon Sink Restoration
12.0,1.162178506,Wetland Carbon Sink Restoration
11.9,1.381447798,Wetland Carbon Sink Restoration
12.1,1.786109492,Wetland Carbon Sink Restoration
13.7,1.0674847,Wetland Carbon Sink Restoration
8.4,1.946009401,Integrated Mountain Ecosystem Management
9.8,1.234433409,Integrated Mountain Ecosystem Management
11.9,2.45120785,Wetland Carbon Sink Restoration
10.4,2.758177038,Wetland Carbon Sink Restoration
9.9,1.305892362,Integrated Mountain Ecosystem Management
9.7,1.351841076,Integrated Mountain Ecosystem Management
9.3,1.453722555,Integrated Mountain Ecosystem Management
8.8,1.910739671,Integrated Mountain Ecosystem Management
14.2,1.270315105,Wetland Carbon Sink Restoration
9.6,1.141462259,Integrated Mountain Ecosystem Management
10.8,2.847197162,Wetland Carbon Sink Restoration
12.3,1.925193109,Wetland Carbon Sink Restoration
8.8,1.739771339,Integrated Mountain Ecosystem Management
8.8,1.754942168,Integrated Mountain Ecosystem Management
12.0,2.135364819,Wetland Carbon Sink Restoration
12.6,1.898366684,Wetland Carbon Sink Restoration
11.8,1.409939917,Wetland Carbon Sink Restoration
11.7,2.027038607,Wetland Carbon Sink Restoration
9.1,1.182879158,Integrated Mountain Ecosystem Management
15.8,1.092848411,Wetland Carbon Sink Restoration
10.0,1.536274142,Wetland Carbon Sink Restoration
12.3,2.786172574,Wetland Carbon Sink Restoration
11.1,2.058080306,Wetland Carbon Sink Restoration
12.0,2.792657377,Wetland Carbon Sink Restoration
14.7,1.853423508,Wetland Carbon Sink Restoration
10.0,2.676855614,Wetland Carbon Sink Restoration
14.9,1.550867765,Wetland Carbon Sink Restoration
9.7,1.437789612,Integrated Mountain Ecosystem Management
9.3,1.0004168,Integrated Mountain Ecosystem Management
9.9,1.71624289,Integrated Mountain Ecosystem Management
11.9,2.970717002,Wetland Carbon Sink Restoration
9.2,1.25354647,Integrated Mountain Ecosystem Management
9.8,1.651840001,Integrated Mountain Ecosystem Management
11.7,2.545308895,Wetland Carbon Sink Restoration
10.4,2.87041715,Wetland Carbon Sink Restoration
9.3,1.316723461,Integrated Mountain Ecosystem Management
11.1,2.993218087,Wetland Carbon Sink Restoration
9.2,1.134896936,Integrated Mountain Ecosystem Management
9.6,1.608251838,Integrated Mountain Ecosystem Management
